Folio,year,Trim,Unidad,cd_mue,punt_mue,turno,p1,p2,p3,p4g,p4n,p5,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3,p9_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p10,P10_Otro,p11,P11_Otro,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3e,p11_3c,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p13_1,p14,p15,p15_1,p16,p17,p17_1,p17_2,p17_2_1,p17_3,p18,p19,p19_1c,p19_1u,p19_2,p20,p21e1,p21c1,P21U1,p21e2,p21c2,P21U2,p22_1,p22_2,p23e,p23m,p23c,P23U,p24_1,p24_2,p24_3,p24_4,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2,p26,p27,p28,p28_1,p29e,p29m,p29c,P29U,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,P30_Otro,p30_1,p31,p31_1,p31_2,p32,p33,p34,p34_1,p35,p36,p36_1,p37c,p37t,p38,p38_1,p38_2,p38_3,p39,p40c,p40t,p41c,p41u,p41_1,p42,p43e,p43m,p43c,P43U,p44,p45,p45_1,p46c,p46t,p47,p48,p48_1,p49,p50,p50_1,p51,p52m,p52a,p53,p54,p55,p56,p57,p58,p59_1,p59_2,p59_3,p59_4,p59_5,p59_6,p60_1,p60_2,p60_3,p60_4,p60_5,p60_6,p60_7,Ponfin3,filtro,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m4_7,m4_8,m4_9,m4_10,m4_11,m5,m6,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_7,m7_8,m7_9,m7_10,m7_11
426,2014,3,221407,1,1,1,2,45,2,0,1,2,2,-1,1,2,1,4,0,2,2,2,1,1,1,1,2,1,2,2,1,-9,2,-9,-2,-2,-2,25,25012,250120001,2,-3,-3,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1,1,1217001,1,2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,20,20057,200570001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,2,500,2,2,4,20,20057,200570001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.840281659, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
165,2014,1,291401,1,1,1,1,22,1,6,2,1,2,-1,6,2,2,6,1,3,3,2,1,8,1,8,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.499075336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
641,2014,1,51403,1,1,1,1,29,1,1,3,2,2,-1,5,1,-1,5,3,3,1,1,1,1,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.575643582, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1833,2014,3,231409,1,1,1,1,24,1,6,2,2,2,-1,6,2,2,6,1,3,3,2,1,8,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.98294256, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,2014,1,31401,1,1,1,1,35,2,0,1,2,2,-1,6,2,2,6,0,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,20,20327,203270001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,800,2,2,4,20,20327,203270001,1,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.900367761,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2014,1,31401,1,1,1,1,22,1,3,3,2,2,-1,6,2,2,14,2,4,4,1,1,8,1,2,2,2,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,951,1,1,2,2,2,2,2,2,2,8,6,1300,1,4,466,2,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,20,20067,200670001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,3,2000,1,1,4,20,20067,200670001,2,1,1,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.900367761,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,2014,3,21407,1,1,1,1,22,1,6,2,2,2,-1,6,2,2,9,3,4,4,2,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1305024,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70190001,2,7,71010001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,48,2,-5,2,4,1,2,1,2,1,4,2,2000,2,1,4,7,7101,71010001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.556478505,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,2014,1,141401,1,1,1,1,25,1,3,4,2,2,-1,5,1,-1,4,2,2,2,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,312,1,2,2,2,2,2,2,2,2,8,6,1800,1,5,511,5,1,1,1215013,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70320001,1,7,70690001,2,0,96,7,7069,70690001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,2,2,-5,2,4,2,-5,1,2,1,3,2,500,2,2,4,7,7069,70690001,2,5,5,2,2,3,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.61924042,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69,2014,1,161401,1,1,1,1,28,1,1,3,2,2,-1,5,1,-1,6,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70190001,2,30,301930001,2,0,96,30,30193,301930001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,36,2,-5,2,4,2,-5,1,2,1,2,2,900,2,1,4,30,30193,301930001,2,1,1,1,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.503579351,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
72,2014,1,141401,1,1,1,1,25,1,2,3,2,2,-1,6,2,2,10,3,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70090001,2,30,301930001,2,0,96,30,30193,301930001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,400,2,2,4,30,30193,301930001,2,2,2,2,1,3,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.61924042,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
85,2014,1,161401,1,1,1,1,35,1,6,2,2,2,-1,1,2,2,3,0,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1312047,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,23,230050001,2,97,999999997,97,0,96,23,23005,230050001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,2,1000,2,1,4,23,23005,230050001,2,1,1,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.503579351,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
121,2014,1,221401,1,1,1,2,39,1,3,4,2,2,-1,1,2,2,3,0,2,2,2,2,1,2,2,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,4,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,99997,97,2,4,7,7089,70890001,2,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.465687559,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
193,2014,3,91407,1,1,1,2,20,1,3,3,2,2,-1,6,2,2,6,1,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,27,270170001,2,27,270020001,2,0,96,27,27002,270020001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,2,-5,6,1,1,0,5,2,-5,1,2,1,2,2,1000,2,2,4,27,27002,270020001,2,2,2,2,4,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.029585015,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
196,2014,1,301401,1,1,1,1,25,1,3,4,2,2,-1,1,1,-1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,263,1,2,2,2,2,2,2,2,2,8,6,700,1,3,811,9,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7038,70400001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,300,2,2,4,7,7038,70400001,2,2,2,2,1,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10.93158962,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
215,2014,3,111407,1,1,1,2,27,1,6,2,2,2,-1,5,2,1,4,2,1,1,2,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1217001,2,-2,1,2,1,1,1,1,2,2,-2,-2,-2,3,7,70400001,2,7,70090001,2,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,260430001,2,-5,48,1,1,4,4,2,-5,1,2,1,1,2,500,2,2,4,7,7009,70090001,2,2,2,2,1,3,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.740396753,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
285,2014,3,151407,1,1,1,1,31,1,6,2,2,2,-1,5,1,-1,5,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,834,2,1,1,1,1,2,2,2,2,99,6,4000,1,5,484,3,1,1,1217001,2,-2,2,2,2,1,1,2,1,2,-2,-2,-2,3,7,70870001,1,97,999999997,97,0,96,27,27017,270170001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,260040001,2,-5,34,1,1,0,5,1,2,1,1,1,12,2,3000,2,2,4,27,27017,270170001,2,2,2,2,6,2,2,0,-2,-2,2,2,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,12.17829538,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
288,2014,3,151407,1,1,1,1,37,1,1,3,2,2,-1,5,1,-1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1215013,1,2,2,2,1,0,-3,1,1,2,-2,-2,-2,3,7,71020018,1,99,999999999,99,0,96,5,5025,50250001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,-2,5,5025,50250001,2,2,3,421,461,2,2,-9,-2,-2,-2,-2,1,50250001,2,-5,6,2,-5,5,4,2,-5,1,2,1,3,4,2000,2,2,8,5,5025,50250001,2,2,2,2,20,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12.17829538,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
311,2014,1,11402,1,1,1,2,38,1,3,2,2,2,-1,6,2,2,6,0,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70970001,2,7,70090001,2,0,96,20,20067,200670001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,2,-5,2,4,1,2,1,1,1,8,2,1600,2,1,4,20,20067,200670001,2,1,1,2,1,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10.01145841,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
322,2014,3,171407,1,1,1,1,29,1,6,2,2,1,3,5,1,-1,4,2,1,1,1,1,1,1,1,2,2,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,952,2,2,2,2,2,2,2,2,2,8,7,75,1,2,461,1,1,1,1705015,2,-2,1,1,-2,-2,-2,-2,4,2,-2,-2,-2,3,27,270040001,2,30,300030001,2,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,51,1,2,3,4,1,2,1,2,1,4,2,4000,2,2,4,30,30003,300030001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18.39004335,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
330,2014,1,51402,1,1,1,2,21,1,2,3,2,2,-1,6,2,2,3,0,1,1,2,1,8,1,8,2,2,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70370001,1,0,96,7,7037,70370001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,99997,97,2,4,7,7037,70370001,1,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.912903786,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
334,2014,4,171410,1,1,1,1,23,1,2,3,2,2,-1,5,1,-1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7032,70320001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,48,1,1,5,4,1,1,-5,-5,1,1,2,200,2,2,4,7,7032,70320001,1,2,2,2,1,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18.61760916,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
368,2014,1,81402,1,1,1,2,34,1,3,2,2,2,-1,1,2,1,6,2,1,1,2,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70190001,2,7,71010001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,2000,2,1,4,7,7101,71010001,2,1,1,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.980562563,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
377,2014,1,81402,1,1,1,2,56,2,0,1,2,2,-1,5,2,1,4,0,2,2,2,1,1,1,1,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,4,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,500,2,2,4,7,7089,70890001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.980562563,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
389,2014,4,201410,1,1,1,2,34,1,4,2,2,2,-1,6,2,2,10,2,1,1,2,1,8,1,1,2,1,2,2,1,-9,1,-9,1,101,1,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1312047,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70780001,2,14,140390001,2,0,96,14,14039,140390001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,6,1,1,5,4,2,-5,1,2,1,8,2,1000,2,1,4,14,14039,140390001,2,2,2,2,6,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.452641601,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
391,2014,1,101402,1,1,1,1,23,1,2,3,2,2,-1,6,2,2,6,2,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,264,1,2,2,2,2,2,2,2,2,8,6,100,1,2,238,3,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70320001,1,7,70690001,2,0,96,20,20014,200140001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,13,1,1,0,5,1,2,1,1,1,3,2,1000,2,2,4,20,20014,200140001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.083639801,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
