Folio,year,Trim,Unidad,cd_mue,punt_mue,turno,p1,p2,p3,p4g,p4n,p5,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3,p9_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p10,P10_Otro,p11,P11_Otro,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3e,p11_3c,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p13_1,p14,p15,p15_1,p16,p17,p17_1,p17_2,p17_2_1,p17_3,p18,p19,p19_1c,p19_1u,p19_2,p20,p21e1,p21c1,P21U1,p21e2,p21c2,P21U2,p22_1,p22_2,p23e,p23m,p23c,P23U,p24_1,p24_2,p24_3,p24_4,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2,p26,p27,p28,p28_1,p29e,p29m,p29c,P29U,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,P30_Otro,p30_1,p31,p31_1,p31_2,p32,p33,p34,p34_1,p35,p36,p36_1,p37c,p37t,p38,p38_1,p38_2,p38_3,p39,p40c,p40t,p41c,p41u,p41_1,p42,p43e,p43m,p43c,P43U,p44,p45,p45_1,p46c,p46t,p47,p48,p48_1,p49,p50,p50_1,p51,p52m,p52a,p53,p54,p55,p56,p57,p58,p59_1,p59_2,p59_3,p59_4,p59_5,p59_6,p60_1,p60_2,p60_3,p60_4,p60_5,p60_6,p60_7,Ponfin3,filtro,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m4_7,m4_8,m4_9,m4_10,m4_11,m5,m6,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_7,m7_8,m7_9,m7_10,m7_11
1083,2014,4,131411,1,1,1,2,25,2,0,1,2,2,-1,6,2,2,5,2,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70400001,2,7,71010001,2,2,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,2000,2,2,4,7,7101,71010001,2,2,2,2,5,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.537839126,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1085,2014,2,211404,1,1,1,2,21,1,3,3,2,2,-1,6,2,2,7,3,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70400001,2,7,70970001,2,0,96,20,20067,200670001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,260430001,2,-5,6,1,1,5,4,2,-5,1,2,1,2,2,1000,2,2,4,20,20067,200670001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.353734942,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1099,2014,3,211408,1,1,1,1,27,1,2,2,2,2,-1,1,1,-1,5,3,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,71020018,1,7,70890001,2,0,96,20,20043,200430001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,13,1,1,0,5,1,2,1,2,1,2,2,1000,2,2,4,20,20043,200430001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18.73059971,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1101,2014,2,261404,1,1,1,1,57,2,0,1,2,2,-1,1,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,10,6,0,0,0,111,1,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,71020018,1,7,70890001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,100,2,2,4,7,7089,70890001,2,1,1,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14.12800032,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1106,2014,4,161411,1,1,1,1,18,2,0,1,2,2,-1,6,2,2,4,0,4,4,2,1,8,1,8,2,2,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,98,99998,999999998,98,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,36,2,-5,0,5,2,-5,1,2,1,8,2,99997,97,2,4,98,99998,999999998,98,2,2,2,15,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20.8372268,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1124,2014,2,291404,1,1,1,1,23,1,6,2,2,2,-1,6,2,2,5,0,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,2,-2,-2,-2,-2,-2,-2,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,71020018,1,7,70030265,1,0,96,7,7089,999999999,99,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,4,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,75,2,2,4,7,7089,999999999,99,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14.26579493,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1153,2014,4,191411,1,1,1,1,38,1,3,3,2,2,-1,1,1,-1,5,3,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,6,50,1,2,111,2,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70651259,1,0,96,7,7032,70320001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,4,2,1500,2,2,4,7,7032,70320001,1,1,1,1,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.25825681,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1157,2014,4,191411,1,1,1,1,24,1,5,2,2,2,-1,1,1,-1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,99,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,6,50,1,2,111,2,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,55,2,-5,0,5,2,-5,1,2,1,15,2,1500,2,1,4,7,7009,70090001,2,2,2,2,8,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.25825681,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1158,2014,4,191411,1,1,1,1,36,1,1,3,1,2,-1,6,2,2,6,3,3,3,2,1,8,1,8,2,2,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,5,6,30,2,2,111,2,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7040,70400001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,2,200,2,2,4,7,7040,70400001,2,2,2,2,1,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.25825681,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1160,2014,4,191411,1,1,1,1,43,1,6,2,2,2,-1,5,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,612,2,2,2,2,2,2,2,2,2,12,6,1500,1,4,112,2,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70150112,1,0,96,7,7004,70040001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,100,2,2,4,7,7004,70040001,1,1,1,2,1,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.25825681,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1176,2014,4,191411,1,1,1,1,19,1,6,2,2,2,-1,6,2,2,5,1,3,3,2,1,8,1,8,2,2,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7040,70400001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6,1,300,2,2,4,7,7040,70400001,2,3,3,2,6,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.25825681,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1210,2014,2,111405,1,1,1,1,19,1,6,2,2,2,-1,6,2,2,9,4,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,20,200140001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,200,2,2,4,7,7089,70890001,2,2,2,2,3,2,2,117,0,2011,0,-2,-2,-2,-2,0,-2,-2,-2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.65593888,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1223,2014,2,141405,1,1,1,2,23,1,3,2,2,2,-1,5,2,1,5,1,1,1,2,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,71020018,1,7,70030265,1,0,96,7,7089,999999999,99,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,4,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,150,2,2,4,7,7089,999999999,99,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.184417674,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1243,2014,3,281408,1,1,1,2,64,1,3,2,2,2,-1,5,2,1,13,7,3,3,2,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1215013,1,2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,20,201250089,1,0,96,20,20067,200670001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,500,1,1,4,20,20067,200670001,2,3,3,2,5,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.221904695,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1246,2014,2,161405,1,1,1,1,20,1,5,2,2,2,-1,6,2,2,7,1,5,5,2,1,8,1,8,2,2,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,0,0,0,111,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70090001,2,0,96,28,28032,280320001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,36,1,2,0,5,2,-5,1,2,1,13,2,2500,1,1,4,28,28032,280320001,2,1,1,2,1,3,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14.75945,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1285,2014,4,211411,1,1,1,1,35,1,6,2,2,2,-1,6,2,2,6,0,1,1,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,99997,97,2,4,7,7089,70890001,2,2,2,2,2,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14.36603835,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1289,2014,3,291408,1,1,1,1,21,1,6,2,2,2,-1,6,2,2,12,0,5,5,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,6,6,0,0,0,111,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70400001,2,7,70320001,1,0,96,7,7097,70970001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,500,2,2,4,7,7097,70970001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12.37354769,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1316,2014,2,261405,1,1,1,1,26,1,6,2,2,2,-1,6,2,2,10,3,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70400001,2,19,190390001,2,0,96,19,19039,190390001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,2,-5,1,2,-5,6,4,1,2,1,1,1,15,2,2000,2,2,4,19,19039,190390001,2,2,2,2,15,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.986056449,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1329,2014,2,281405,1,1,1,1,33,2,0,1,2,2,-1,6,2,2,6,3,1,1,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,0,0,0,111,2,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999998,98,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,150,2,2,4,7,7089,70890001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.383132673,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1331,2014,2,281405,1,1,1,1,33,1,2,2,2,2,-1,1,1,-1,5,3,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1215013,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70690001,2,0,96,7,7069,70690001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,100,2,2,4,7,7069,70690001,2,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.383132673,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1333,2014,2,281405,1,1,1,1,35,1,3,3,2,2,-1,6,2,2,3,0,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,100,2,2,4,7,7089,70890001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.383132673,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1335,2014,2,281405,1,1,1,1,25,1,6,2,2,2,-1,6,2,2,4,0,4,4,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,0,0,0,111,1,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999998,98,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,300,2,2,4,7,7089,70890001,2,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.383132673,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1337,2014,4,231411,1,1,1,1,23,1,2,4,2,2,-1,6,2,2,8,3,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,12,1215,1,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1215013,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7040,70400001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,200,2,2,4,7,7040,70400001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15.53085227,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1353,2014,2,281405,1,1,1,1,26,1,2,2,2,2,-1,5,1,-1,4,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1215,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,30,300030001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,35,2,2,4,7,7089,70890001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.383132673,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
