FOLIO,year,TRIM,UNIDAD,CIUDAD,PUNTO,TURNO,SEXO,EDAD,PASMEX,p1,P2G,p2n,p3,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3,p7_4,p7_5_1,p7_5_2,p7_5_3,p7_5_4,p7_6,p7_6_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,P10_OTRO,p11,P11_OTRO,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p19e1,p19c1,P19U1,p19e2,p19c2,P19U2,p20e,p20c,P20U,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2c,P22_2U,p22_4,p22_5,p23_1,p23_2,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_2,p24_3,p24_4,p25,p25_1c,p25_1t,p25_2,p26c,p26u,p26_1,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28_0_1,p28_0_2,p28_1,p29,p29_1,p29_2,p30,p30_1,p31,p31_1,p31_2,p31_3,p31_4,p32es,p32cn,p32cd,p32_1,p32_2,p32_3c,p32_3t,p32_4,p32_5,p33es,p33cn,p33cd,p34c,p34t,p35,p35_2,p35_3c,p35_3u,p35_3t,p35_4,p36,p36_1,p36_2_1,p36_2_2,p37,p38,p39a,p40a,p40_1,p40_2,p41,p41_1,p42a,p43m,p43a,p44,p45,p45_1,p46,p46_1,Ponfin3,filtro,MP1_1,MP1_2,MP1_3,MP1_4,MP1_5,MP1_6,MP1_7,MP1_8,MP1_9,MP1_10,MP1_11,MP1_12,MP1_13,MP2,MP3,MP4_1,MP4_2,MP4_3,MP4_4,MP4_5,MP4_6,MP4_7,MP4_8,MP4_9,MP4_10,MP4_11,MP5,MP6,MP7_1,MP7_2,MP7_3,MP7_4,MP7_5,MP7_6,MP7_7,MP7_8,MP7_9,MP7_10,MP7_11
515,2014,2,161405,1,1,1,2,35,1,1,1,2,2,1,3,6,2,2,3,2,1,1,1,1,8,5,5,1,2,2,2,2,1,2,2,1,-9,1,-9,18,1808,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,1,3000,3,0,96,28,280320001,2,28,280220001,2,28,280320001,2,12,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,2,3000,3,1,2,-2,-2,-2,-2,0,96,3,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,7,2,2,2,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2014,5,2014,0,0,-4,2,1,18.56602939,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
516,2014,2,161405,1,1,1,1,27,1,1,1,2,2,2,-1,1,1,-1,3,1,1,1,1,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,6,603,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,5,6,50,1,2,111,1,1705099,4,2,-2,2,-2,-2,7,15,30,300390001,2,9,999999999,99,9,999999999,99,2,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,15,2,10,1500,3,1,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,99998,98,98,998,98,99998,98,98,98,98,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,32.3177859,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
517,2014,2,201405,1,1,1,2,22,1,1,3,4,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,7,710,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,1,4500,3,0,96,30,300390001,2,30,301930001,2,28,280270001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280270001,3,2,2,5000,3,1,1,4500,3,1,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48479,4847941464,3,4,7,2,2,1,48,48479,4847941464,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,3,2014,0,0,-4,1,-3,18.11816465,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
518,2014,2,201405,1,1,1,1,20,1,1,3,4,2,2,-1,6,2,2,4,1,2,2,2,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,2,209,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,521,6,1,1,2,2,2,2,2,2,9,6,2500,1,3,812,1,1705016,3,2,-2,1,1500,3,0,96,30,301930001,2,28,280220001,2,28,280220001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280220001,2,2,3,1500,3,2,1,1500,3,6,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,3,3,8,2,2,1,48,48201,4820135000,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,31.53819018,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
519,2014,2,201405,1,1,1,1,26,1,1,2,3,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,2,201,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,0,96,27,270040001,2,24,240280001,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,4,2,4,2000,3,1,2,-2,-2,-2,-2,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,3,3,25,2,1,1,48,48201,4820135000,25,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,31.53819018,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
520,2014,2,201405,1,1,1,2,41,1,1,1,2,2,2,-1,6,2,2,4,1,1,1,1,1,8,1,1,2,-1,3,2,2,1,2,2,1,-9,1,-9,5,501,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999997,3,2,-2,2,-2,-2,0,96,97,999999997,97,28,280320001,2,28,280320001,2,12,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,10,2,2,2000,1,2,2,-2,-2,-2,-2,4,96,0,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,5,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,18.11816465,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
521,2014,2,201405,1,1,1,2,31,1,1,0,1,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705099,3,2,-2,2,-2,-2,0,96,7,70650001,2,5,50250001,2,5,50250001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,50250001,2,2,5,3000,1,1,2,-2,-2,-2,-2,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,99997,9999999997,6,3,45,2,2,2,48,99997,9999999997,45,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2008,3,2014,0,0,-4,2,1,18.11816465,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
522,2014,2,201405,1,1,1,1,30,1,1,0,1,2,2,-1,5,1,-1,6,4,1,1,1,1,1,1,2,2,-1,2,2,2,2,2,2,1,-9,1,-9,4,421,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,6,2,2,2,2,2,2,2,2,8,6,300,1,2,236,1,1705099,3,2,-2,1,4000,3,0,96,28,280320001,2,30,301930001,2,30,301930001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,2,4000,3,1,2,-2,-2,-2,-2,0,96,5,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,4,18,2,2,2,48,48215,4821545384,18,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,2,2,2008,5,2014,0,0,-4,2,1,31.53819018,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
523,2014,2,201405,1,1,1,2,33,1,1,1,2,2,2,-1,5,2,1,6,4,1,1,2,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,1,107,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,1,3000,3,5,9,27,270040001,2,30,300390001,2,30,300390001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,2,3000,3,1,2,-2,-2,-2,-2,0,96,5,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,15,2,2,2,48,48215,4821545384,15,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,18.11816465,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
524,2014,2,211405,1,1,1,2,32,1,1,1,2,2,2,-1,6,2,2,6,1,2,2,1,1,8,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,10,1001,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,4,100,1,2,111,1,1705015,3,2,-2,2,-2,-2,0,96,4,40030001,2,30,301310001,2,28,280320001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,15,2,10,1000,3,2,1,800,3,3,3,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,2,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,16.01455752,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
525,2014,2,211405,1,1,1,2,27,1,2,0,1,2,2,-1,1,2,2,8,5,1,1,2,1,3,5,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,10,1007,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,3,2,-2,1,4000,3,0,96,9,999999999,99,7,70650001,2,28,280320001,2,18,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,12,2,10,4000,3,1,2,-2,-2,-2,-2,0,96,5,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,3,3,2008,5,2014,0,0,-4,3,1,16.01455752,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
526,2014,2,211405,1,1,1,1,28,1,2,0,1,2,2,-1,5,1,-1,5,3,1,1,1,1,1,1,1,2,-1,3,2,2,1,2,2,1,-9,1,-9,3,303,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,1,2,2,2,2,2,2,2,6,6,100,1,2,111,1,1705099,5,2,-2,1,1100,3,0,96,28,280320001,2,27,270040001,2,28,280320001,2,27,2,2,2,-2,-2,-2,-2,-2,-2,3,96,1,1,1,2,2,1,1,2,2,5,2,1,280320001,6,2,2,35000,1,1,2,-2,-2,-2,-2,0,96,5,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,7,2,2,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
527,2014,2,211405,1,1,1,1,22,1,1,2,3,2,1,3,5,1,-1,4,1,1,1,1,1,1,5,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,15,1503,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,510,1,2,2,1,1,1,2,2,2,8,6,1864,1,3,722,1,1705099,3,2,-2,2,-2,-2,13,15,30,300390001,2,21,211140001,2,30,300390001,2,50,2,2,2,-2,-2,-2,-2,-2,-2,3,8,1,1,1,1,1,2,1,2,2,6,1,-3,280320001,10,2,2,800,3,1,1,500,3,3,3,0,96,5,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,4,10,2,2,2,48,48215,4821545384,10,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
528,2014,2,211405,1,1,1,1,22,1,1,2,3,2,2,-1,6,2,2,5,2,1,1,2,1,8,5,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,8,801,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,9999997,3,2,-2,1,4500,3,0,96,28,280320001,2,97,999999997,97,28,280320001,2,41,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,33,2,10,6500,3,1,1,4500,3,3,3,0,96,5,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,8,2,2,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
529,2014,2,211405,1,1,1,1,28,1,1,2,3,2,2,-1,1,1,-1,3,1,1,1,1,8,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,5,502,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,411,6,2,2,2,2,2,2,2,2,11,6,200,1,2,432,1,1217001,3,2,-2,1,3000,3,13,15,24,240280001,2,28,280220001,2,24,240280001,2,35,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280220001,3,2,2,7000,3,1,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,99998,98,98,998,98,99998,98,98,98,98,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
530,2014,2,211405,1,1,1,2,23,1,1,3,4,2,2,-1,6,2,2,4,0,2,2,2,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,6,614,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705099,3,2,-2,1,6500,3,0,96,14,140390001,2,19,190390001,2,28,280220001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280220001,3,3,4,6500,3,1,1,6500,3,1,1,0,96,1,2,97,97,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,3,3,7,2,2,2,48,48201,4820135000,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,16.01455752,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
531,2014,2,211405,1,1,1,1,48,1,1,3,4,2,2,-1,5,2,1,5,1,3,3,2,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,14,1401,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,612,6,1,1,2,2,2,2,2,2,7,7,1000,1,3,112,1,1705099,3,2,-2,2,-2,-2,0,96,27,270040001,2,9,999999999,99,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,3,96,1,1,1,1,2,2,1,2,2,5,2,1,280320001,5,2,4,2000,3,2,1,1000,3,3,3,5,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,4,8,2,2,1,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,4,2,2002,4,2014,2,2,0,2,1,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
532,2014,2,211405,1,1,1,2,24,1,1,3,4,2,2,-1,1,2,2,8,3,3,3,2,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,1,7000,3,0,96,30,301930001,2,9,999999999,99,30,301930001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,4,8000,3,1,1,7000,3,1,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,4,3,8,2,1,1,48,48201,4820135000,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,16.01455752,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
533,2014,2,211405,1,1,1,1,43,1,1,3,4,2,2,-1,1,1,-1,4,2,1,1,2,1,1,1,1,2,-1,2,2,2,1,2,1,1,-9,1,-9,13,1317,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,1,2,2,2,2,2,2,2,8,6,250,1,2,111,1,1705016,3,2,-2,1,2500,3,0,96,30,301930001,2,28,280220001,2,28,280220001,2,17,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280220001,10,2,3,2500,3,1,1,2500,3,1,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,3,10,2,2,2,48,48215,4821545384,10,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
534,2014,2,211405,1,1,1,1,25,1,1,3,4,2,2,-1,1,1,-1,5,1,3,3,2,5,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,15,1509,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,1,2500,3,0,96,30,301930001,2,24,240280001,2,28,280380001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,2,3,2500,3,1,1,2500,3,6,1,0,96,0,2,1,1,2,-2,2,0,-3,2,2,48,48215,4821545384,7,4,7,2,2,1,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
535,2014,2,211405,1,1,1,1,28,1,1,3,4,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,2,2,2,1,2,1,1,-9,1,-9,3,316,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,200,1,2,111,1,1705099,3,2,-2,2,-2,-2,0,96,30,300390001,2,27,270040001,2,28,280320001,2,11,2,2,2,-2,-2,-2,-2,-2,-2,3,5,1,1,1,2,1,2,1,2,98,1,1,-3,280320001,10,1,11,1800,3,2,1,1000,3,3,3,5,96,0,2,1,1,2,-2,3,1,0,3,1,48,48215,4821545384,3,3,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,3,2,2012,5,2014,1,1,1,2,1,27.87645275,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
536,2014,2,261405,1,1,1,1,36,1,1,3,4,2,2,-1,1,1,-1,5,3,1,1,2,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,10,1003,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,815,1,2,2,1,1,1,2,1,2,8,5,1200,1,3,315,1,1705016,3,2,-2,2,-2,-2,0,96,30,301180001,2,9,999999999,99,28,280320001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,96,1,1,1,2,1,2,2,2,2,1,1,-3,280320001,8,2,4,500,3,99,2,-2,-2,-2,-2,0,96,1,2,1,1,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,3,8,2,1,1,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2004,4,2014,0,0,-4,2,1,30.64384878,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
537,2014,2,261405,1,1,1,2,28,1,1,3,4,2,2,-1,5,2,1,2,0,0,-2,-2,1,1,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,3,317,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705099,3,2,-2,1,3500,3,0,96,28,280320001,2,19,190390001,2,28,280320001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,2,3,3800,3,2,1,3500,3,1,1,0,96,1,2,1,2,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,3,3,2,3,2,1,48,48201,4820135000,2,3,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,17.60438042,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
538,2014,2,261405,1,1,1,1,34,1,1,2,3,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,5,503,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,521,6,1,1,2,2,2,2,2,2,9,7,400,1,2,812,1,1705016,3,2,-2,2,-2,-2,0,96,27,270040001,2,30,301930001,2,30,301930001,2,13,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,50250001,8,1,11,300,3,2,2,-2,-2,-2,-2,0,96,0,2,1,1,2,-2,0,-2,-2,-2,-2,48,48029,4802965000,7,3,15,2,2,2,48,48029,4802965000,15,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,98,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,30.64384878,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
539,2014,2,261405,1,1,1,1,19,1,1,3,4,2,2,-1,6,2,2,4,1,2,2,2,1,8,1,8,3,-2,3,2,2,1,2,1,1,-9,1,-9,4,413,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705099,3,2,-2,1,4000,3,0,96,30,301930001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,50250001,10,2,3,4500,3,2,1,4000,3,1,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48029,4802965000,3,3,20,2,2,1,48,48029,4802965000,20,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,4,2014,0,0,-4,1,-3,30.64384878,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
540,2014,2,261405,1,1,1,1,25,1,1,4,5,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,16,1619,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,8,14,9,999999999,99,30,301930001,2,5,50250001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,50250001,1,2,2,5000,3,2,1,3000,3,3,3,0,96,1,2,1,1,2,-2,0,-2,-2,-2,-2,48,48029,4802965000,4,4,4,4,2,1,48,48029,4802965000,4,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,3,2006,1,2014,0,0,-4,3,1,30.64384878,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
