FOLIO,year,TRIM,UNIDAD,CIUDAD,PUNTO,TURNO,SEXO,EDAD,PASMEX,p1,P2G,p2n,p3,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3,p7_4,p7_5_1,p7_5_2,p7_5_3,p7_5_4,p7_6,p7_6_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,P10_OTRO,p11,P11_OTRO,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p19e1,p19c1,P19U1,p19e2,p19c2,P19U2,p20e,p20c,P20U,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2c,P22_2U,p22_4,p22_5,p23_1,p23_2,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_2,p24_3,p24_4,p25,p25_1c,p25_1t,p25_2,p26c,p26u,p26_1,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28_0_1,p28_0_2,p28_1,p29,p29_1,p29_2,p30,p30_1,p31,p31_1,p31_2,p31_3,p31_4,p32es,p32cn,p32cd,p32_1,p32_2,p32_3c,p32_3t,p32_4,p32_5,p33es,p33cn,p33cd,p34c,p34t,p35,p35_2,p35_3c,p35_3u,p35_3t,p35_4,p36,p36_1,p36_2_1,p36_2_2,p37,p38,p39a,p40a,p40_1,p40_2,p41,p41_1,p42a,p43m,p43a,p44,p45,p45_1,p46,p46_1,Ponfin3,filtro,MP1_1,MP1_2,MP1_3,MP1_4,MP1_5,MP1_6,MP1_7,MP1_8,MP1_9,MP1_10,MP1_11,MP1_12,MP1_13,MP2,MP3,MP4_1,MP4_2,MP4_3,MP4_4,MP4_5,MP4_6,MP4_7,MP4_8,MP4_9,MP4_10,MP4_11,MP5,MP6,MP7_1,MP7_2,MP7_3,MP7_4,MP7_5,MP7_6,MP7_7,MP7_8,MP7_9,MP7_10,MP7_11
299,2014,1,301401,1,1,1,1,19,1,1,3,2,1,2,-1,6,2,2,8,4,3,3,1,1,8,1,8,3,-2,3,2,2,1,2,2,1,-9,1,-9,7,709,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,922,2,2,2,2,2,2,2,2,2,8,6,350,1,3,236,1,1217001,1,2,-2,1,15000,1,13,96,21,999999997,97,15,999999997,97,7,999999997,97,14,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280331097,4,2,10,20000,1,1,1,800,3,4,2,0,96,5,2,1,1,2,-2,15,1,0,97,0,48,48215,4821545384,6,2,5,2,2,1,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,2,2,2013,1,2014,0,0,-4,2,2,13.46670555,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
300,2014,1,41402,1,1,1,1,34,1,1,3,3,2,1,3,6,1,-1,1,-1,-1,-1,-1,1,8,5,8,3,-2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,6,6067,606764000,10,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,5500,3,0,96,21,211140001,2,14,140390001,2,26,260190116,1,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,260000000,4,2,3,5500,3,1,1,5500,3,7,1,0,96,0,1,2,-2,2,-2,97,97,0,97,97,6,6067,606764000,1,3,2,4,2,2,6,6067,606764000,10,5,1,712,11,3,1,236,10,200,7,96,1,0,-2,-2,-2,-2,1,1,2004,97,2004,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
301,2014,1,41402,1,1,1,1,20,1,1,3,5,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,5,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,12,1211,2,-2,-2,-2,-2,-2,-2,-2,20,4,1,-2,1,-3,411,6,2,2,2,2,2,2,2,2,14,6,7000,1,5,461,98,1215013,3,2,-2,1,45000,1,0,96,21,211140001,2,9,999999999,99,26,260182462,1,42,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,260020001,30,2,2,25000,1,1,1,45000,1,7,1,15,96,0,2,1,2,2,-2,38,0,-3,38,97,4,99999,9999999999,7,4,2,4,2,2,4,99997,9999999997,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,12,2013,0,0,-4,2,2,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
302,2014,1,41402,1,1,1,1,27,1,1,6,2,2,2,-1,6,2,2,3,0,2,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,35,35049,3504970500,10,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,2,-2,-2,0,96,21,211140001,2,22,220140001,2,8,80370001,2,3,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,80370001,4,2,2,1500,3,2,1,1200,3,3,3,0,96,0,1,1,2,2,-2,15,0,-3,15,0,35,35049,3504970500,2,2,1,5,2,2,35,35049,3504970500,10,5,1,712,15,3,1,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2004,97,2004,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
303,2014,1,41402,1,1,1,1,39,1,1,1,3,2,1,2,1,1,-1,6,4,1,1,1,8,3,3,3,1,4,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,6,6073,607366000,24,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,999997,97,0,96,7,71010001,2,2,20040001,2,2,20040001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,20040001,3,1,11,999997,97,1,1,99997,97,6,1,0,96,0,1,1,2,2,-2,97,97,97,97,0,6,6073,607366000,3,4,9,4,2,2,6,6073,607366000,24,5,1,951,20,3,1,461,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,1990,97,1990,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
304,2014,1,41402,1,1,1,2,34,1,1,3,4,2,2,-1,6,2,2,5,2,1,1,1,1,8,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,6,603,2,-2,-2,-2,-2,-2,-2,-2,4,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,3500,3,0,96,21,210840001,1,28,280320001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,10,2,3,3500,3,1,1,3500,3,7,1,0,96,0,2,1,2,2,-2,15,0,-3,15,97,48,48201,4820135000,7,4,4,2,2,2,48,48201,4820135000,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,16.96989405,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
305,2014,1,41402,1,1,1,2,30,1,1,1,3,2,2,-1,2,1,-1,5,1,1,1,1,1,8,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,-2,30,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,3,2,-2,1,3300,3,0,96,28,280320001,2,97,999999997,97,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,10,2,3,3300,3,1,1,3300,3,1,1,0,96,0,2,1,1,2,-2,15,0,-3,15,97,48,48201,4820135000,7,4,4,2,2,2,48,48201,4820135000,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,2,2011,1,2014,0,0,-4,2,1,16.96989405,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
307,2014,1,41402,1,1,1,1,20,1,1,3,5,2,2,-1,6,1,-1,5,0,5,5,98,1,1,5,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,12,1201,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,3,2,-2,1,45000,1,0,96,21,999999997,97,9,999999999,99,26,260040001,1,8,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,260600044,3,2,2,8000,3,1,1,45000,1,7,2,0,96,0,2,1,2,2,-2,8,0,-3,8,3,48,48201,4820135000,4,5,2,4,2,2,48,48201,4820135000,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,1,2013,0,0,-4,2,2,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
308,2014,1,41402,1,1,1,1,31,1,1,1,3,2,1,3,5,1,-1,4,2,1,1,1,1,3,1,3,1,2,1,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,51,51760,5176067000,15,2,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,25000,1,0,96,7,70090001,2,7,70890001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,3,2,40000,1,1,1,25000,1,7,2,0,96,3,2,1,1,2,-2,97,97,0,97,97,51,51760,5176067000,2,5,7,4,2,1,51,51760,5176067000,15,5,1,712,25,3,1,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,1999,3,1999,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
309,2014,1,41402,1,1,1,1,45,1,1,2,4,2,1,4,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,1,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,48,48201,4820135000,11,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,0,96,28,280320001,2,19,190390001,2,28,280320001,2,9,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,2,3500,1,1,2,-2,-2,-2,-2,2,14,0,2,1,1,2,-2,8,0,-3,8,3,48,48201,9999999999,4,5,40,2,2,2,48,48215,4821545384,11,5,1,524,450,3,3,814,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2003,2,2003,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
310,2014,1,41402,1,1,1,1,47,1,1,3,2,2,1,3,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,4,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,51,51760,5176067000,20,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,999997,97,0,96,97,999999997,97,97,999999997,97,97,999999997,97,97,97,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,999999999,97,97,97,999997,97,1,1,99997,97,7,2,0,96,0,2,1,1,2,-2,3,0,-3,3,3,51,51760,5176067000,3,5,35,3,2,2,51,51760,5176067000,20,5,1,712,12,3,1,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,1994,6,1994,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
311,2014,1,41402,1,1,1,1,19,1,1,3,3,2,2,-1,6,2,2,5,3,2,2,2,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,21,2101,2,-2,-2,-2,-2,-2,-2,-2,19,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,999997,97,0,96,28,280380001,2,28,280320001,2,28,280320001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,4,999997,97,2,1,99997,97,1,1,0,96,0,2,2,-2,2,-2,10,0,-3,10,10,48,48215,4821545384,7,3,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2014,2,2014,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312,2014,1,41402,1,1,1,1,30,1,1,1,2,1,1,3,5,1,-1,4,2,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,6,6037,603744000,10,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,0,2,-2,1,999997,97,0,96,9,999999999,99,26,260182462,1,26,260182462,1,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,260020001,1,3,3,999997,97,2,1,99997,97,97,1,0,96,0,2,2,-2,2,-2,97,97,0,97,97,6,6037,603744000,3,3,4,4,2,1,6,6037,603744000,10,5,1,712,10,3,1,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2003,11,2013,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
313,2014,1,41402,1,1,1,1,24,1,1,3,2,1,2,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,3,1,1,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,6,6067,606764000,2,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,0,2,-2,1,45000,1,0,96,26,260430001,2,9,999999999,99,26,260430001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,260430001,3,2,3,45000,1,1,1,45000,1,7,1,0,96,0,2,2,-2,2,-2,10,0,-3,10,0,6,6067,606764000,3,3,3,4,2,1,6,6067,606764000,2,5,1,524,12,3,1,814,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2011,5,2011,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
314,2014,1,41402,1,1,1,1,29,1,1,2,2,2,1,2,6,1,-1,1,-1,-1,-1,-1,1,8,5,1,2,-1,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,35,35049,3504970500,13,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,6,2,-2,2,-2,-2,0,96,8,80050068,1,99,999999999,99,8,80050068,1,1,3,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,80000000,5,1,11,999997,97,2,2,-2,-2,-2,-2,0,96,0,2,1,98,2,-2,0,-2,-2,-2,-2,6,6037,603769154,3,5,1,4,2,1,35,35049,3504970500,13,5,1,421,10,3,1,468,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2000,5,2000,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
315,2014,1,41402,1,1,1,1,22,1,1,6,2,2,2,-1,5,1,-1,3,1,1,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,9,921,2,-2,-2,-2,-2,-2,-2,-2,22,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,15000,1,0,96,28,280380001,2,19,190390001,2,28,280320001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,4,2,3,17000,1,1,1,1000,3,8,2,13,96,0,2,2,-2,2,-2,8,1,0,8,8,48,48215,4821545384,6,3,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2014,2,2014,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
316,2014,1,41402,1,1,1,2,27,1,1,1,3,2,2,-1,2,1,-1,2,1,1,1,1,1,8,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,1,135,2,-2,-2,-2,-2,-2,-2,-2,27,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,0,96,28,280320001,2,97,999999997,97,28,280320001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,2,2,4000,1,1,2,-2,-2,-2,-2,5,96,0,2,1,2,2,-2,7,1,0,7,7,48,48215,4821545384,7,5,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2014,2,2014,0,0,-4,1,-3,16.96989405,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
317,2014,1,41402,1,1,1,2,21,1,1,3,4,1,2,-1,6,2,2,5,2,2,2,2,1,8,5,8,3,-2,3,2,2,1,2,2,1,-9,1,-9,22,2217,2,-2,-2,-2,-2,-2,-2,-2,21,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,25000,1,0,96,9,999999999,99,30,301930001,2,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,2,25000,1,1,1,25000,1,1,1,5,96,0,2,2,-2,2,-2,8,1,0,8,8,48,48215,4821545384,7,4,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,16.96989405,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
318,2014,1,41402,1,1,1,1,23,1,1,3,3,2,1,3,5,1,-1,5,2,1,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,1,136,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,45000,1,0,96,7,70090001,2,7,70890001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,8,2,2,2000,3,1,1,45000,1,7,2,0,96,3,2,1,1,2,-2,1,0,-3,1,1,48,48215,4821545384,6,5,8,2,2,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,1,2014,0,0,-4,2,2,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
319,2014,1,41402,1,1,1,1,26,1,1,6,2,1,1,4,1,1,-1,4,2,1,1,1,1,1,1,1,2,-1,3,2,2,2,2,2,1,-9,1,-9,17,1710,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,9,6,50,1,2,111,1,9999997,3,2,-2,2,-2,-2,0,96,28,280380001,2,28,280320001,2,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,8,2,2,4000,3,1,2,-2,-2,-2,-2,5,96,0,3,1,1,2,-2,3,0,-3,3,3,48,48215,4821545384,6,5,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
320,2014,1,41402,1,1,1,1,20,1,1,3,3,1,2,-1,6,2,2,6,2,3,3,98,1,8,5,8,3,-2,2,1,2,2,2,2,1,-9,1,-9,14,1408,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,951,2,2,2,2,2,2,2,2,2,11,7,1000,1,5,463,1,1312047,3,2,-2,1,6000,3,2,3,17,170070001,2,15,151060001,2,28,280320001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,2,2000,3,1,1,6000,3,7,2,5,10,0,2,1,1,2,-2,7,0,-3,7,7,48,48201,4820135000,6,5,5,2,2,2,48,48201,4820135000,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
321,2014,1,41402,1,1,1,1,23,1,1,2,4,1,2,-1,5,1,-1,4,1,1,1,1,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,15,1503,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,931,2,2,2,2,2,2,2,2,2,99,99,1000,1,2,485,1,2300000,3,2,-2,1,45000,1,0,96,7,70090001,2,30,301930001,2,28,280320001,2,18,2,2,2,-2,-2,-2,-2,-2,-2,0,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,2,25000,2,1,1,45000,1,7,2,0,96,0,2,1,2,2,-2,8,2,0,8,3,48,48215,4821545384,6,5,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
322,2014,1,41402,1,1,1,1,26,1,1,3,3,2,2,-1,6,2,2,3,0,3,3,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,11,1101,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,99,99,0,0,0,111,1,1217001,3,2,-2,2,-2,-2,0,96,21,999999997,97,9,999999999,99,28,280320001,2,9,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,2,7000,1,1,2,-2,-2,-2,-2,0,96,0,2,1,2,2,-2,99,99,0,99,99,48,48215,4821545384,6,5,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
323,2014,1,41402,1,1,1,1,20,1,1,2,3,2,2,-1,6,2,2,5,2,2,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,10,1001,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,45000,1,0,96,9,999999999,99,7,71010001,2,7,70090001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,6,10000,1,1,1,45000,1,7,2,0,96,0,2,1,2,2,-2,4,0,-3,4,4,48,48215,4821545384,6,4,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,3,3,2013,1,2014,0,0,-4,3,3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
324,2014,1,41402,1,1,1,1,20,1,1,1,3,2,2,-1,6,2,2,5,0,3,3,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,17,1705,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,731,1,2,2,2,2,2,2,2,2,7,6,750,1,3,321,1,1705016,3,2,-2,2,-2,-2,0,96,28,280320001,2,30,301930001,2,28,280320001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,2,20000,1,1,1,1000,3,8,3,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,5,6,2,2,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,20.85723943,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
325,2014,1,41402,1,1,1,2,29,1,2,0,1,2,2,-1,6,2,2,7,2,3,3,2,1,8,5,1,2,-1,3,2,2,2,2,2,1,-9,1,-9,2,201,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999997,3,2,-2,1,2500,3,0,96,28,280320001,2,7,70520028,1,28,280320001,2,12,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,3,2500,3,1,1,2500,3,7,1,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,7,2,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,1,2014,0,0,-4,1,-3,16.96989405,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
