FOLIO,year,TRIM,UNIDAD,CIUDAD,PUNTO,TURNO,SEXO,EDAD,PASMEX,p1,P2G,p2n,p3,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3,p7_4,p7_5_1,p7_5_2,p7_5_3,p7_5_4,p7_6,p7_6_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,P10_OTRO,p11,P11_OTRO,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p19e1,p19c1,P19U1,p19e2,p19c2,P19U2,p20e,p20c,P20U,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2c,P22_2U,p22_4,p22_5,p23_1,p23_2,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_2,p24_3,p24_4,p25,p25_1c,p25_1t,p25_2,p26c,p26u,p26_1,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28_0_1,p28_0_2,p28_1,p29,p29_1,p29_2,p30,p30_1,p31,p31_1,p31_2,p31_3,p31_4,p32es,p32cn,p32cd,p32_1,p32_2,p32_3c,p32_3t,p32_4,p32_5,p33es,p33cn,p33cd,p34c,p34t,p35,p35_2,p35_3c,p35_3u,p35_3t,p35_4,p36,p36_1,p36_2_1,p36_2_2,p37,p38,p39a,p40a,p40_1,p40_2,p41,p41_1,p42a,p43m,p43a,p44,p45,p45_1,p46,p46_1,Ponfin3,filtro,MP1_1,MP1_2,MP1_3,MP1_4,MP1_5,MP1_6,MP1_7,MP1_8,MP1_9,MP1_10,MP1_11,MP1_12,MP1_13,MP2,MP3,MP4_1,MP4_2,MP4_3,MP4_4,MP4_5,MP4_6,MP4_7,MP4_8,MP4_9,MP4_10,MP4_11,MP5,MP6,MP7_1,MP7_2,MP7_3,MP7_4,MP7_5,MP7_6,MP7_7,MP7_8,MP7_9,MP7_10,MP7_11
48,2014,4,11410,1,1,1,1,18,1,1,2,4,2,2,-1,6,2,2,5,2,2,2,2,7,8,7,8,3,-2,2,1,2,1,2,2,2,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.71634617, ,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
577,2014,4,121411,1,1,1,1,24,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,9998,98,98,99998,999999998,98,98,99998,9999999998,98,98,98,98,98,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705015,3,2,-2,2,-2,-2,2,3,30,300280037,2,15,999999997,97,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,3,2,2,3500,3,2,1,3500,3,5,3,13,0,0,1,1,2,2,-2,13,0,-3,13,0,48,48225,9999999997,3,3,3,3,1,2,48,48225,9999999997,10,5,1,712,15,3,1,236,24,1500,11,2,1,0,-2,-2,-2,-2,1,1,2005,3,2005,0,0,-4,1,-3,50.60769232, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
578,2014,4,121411,1,1,1,1,21,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,9998,98,98,99998,999999998,98,98,99998,9999999998,98,98,98,98,98,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,1,2,-2,1,5000,3,3,2,15,150370009,2,30,999999997,97,28,280270001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,3,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280270001,2,4,2,5000,3,1,2,-2,-2,-2,-2,3,10,3,2,2,-2,2,-2,12,0,-3,12,0,45,45069,9999999997,2,3,2,4,1,1,45,45001,9999999997,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,50.60769232, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1,2014,1,21401,1,1,1,2,35,1,1,6,2,2,2,-1,2,1,-1,2,1,1,1,1,1,8,5,1,2,-1,1,2,2,2,2,2,1,-9,1,-9,21,2107,2,-2,-2,-2,-2,-2,-2,-2,35,4,1,-2,1,-3,511,1,2,2,1,1,2,2,2,2,12,7,1000,1,5,461,1,1217001,3,2,-2,1,1500,3,0,96,7,70090001,2,13,130480001,2,28,280320001,2,3,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,29,2,3,1500,3,1,1,1500,3,1,1,0,96,0,2,1,2,2,-2,17,0,-3,17,17,48,48215,4821545384,7,3,12,2,2,2,48,48215,4821545384,12,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,20.32444272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2014,1,21401,1,1,1,1,31,1,1,6,2,2,2,-1,5,1,-1,4,2,1,1,1,1,1,1,1,2,-1,2,2,2,2,2,1,1,-9,1,-9,22,2208,2,-2,-2,-2,-2,-2,-2,-2,31,4,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,50,1,2,111,1,1217001,3,2,-2,1,25000,1,0,96,7,70090001,2,9,999999999,99,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,3,25000,1,1,1,25000,1,1,1,15,96,0,2,2,-2,2,-2,8,0,-3,8,8,48,48215,4821545384,7,2,10,2,1,2,48,48215,4821545384,10,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,2014,1,21401,1,1,1,1,24,1,1,3,2,1,2,-1,1,1,-1,6,2,2,2,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,7,704,2,-2,-2,-2,-2,-2,-2,-2,24,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,18000,1,0,96,28,280320001,2,97,999999997,97,28,280320001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,15,2,3,18000,1,1,1,18000,1,1,1,0,96,2,2,2,-2,2,-2,10,0,-3,10,97,48,48215,4821545384,7,3,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,2014,1,21401,1,1,1,1,18,1,1,3,3,1,2,-1,6,2,2,6,2,2,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,16,1615,2,-2,-2,-2,-2,-2,-2,-2,18,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,10000,1,0,96,21,211140001,2,9,999999999,99,28,280320001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,3,11000,1,1,1,10000,1,1,1,0,96,0,2,2,-2,2,-2,10,0,-3,10,10,48,48215,4821545384,7,2,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,2014,1,21401,1,1,1,2,19,1,2,0,1,2,2,-1,1,2,1,2,0,1,1,2,1,1,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,22,2214,2,-2,-2,-2,-2,-2,-2,-2,19,4,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2300000,3,2,-2,1,999997,97,98,98,28,280320001,2,97,999999997,97,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,4,3,999997,97,2,1,99997,97,97,1,0,96,2,2,2,-2,2,-2,13,1,0,13,13,48,48215,4821545384,7,2,8,2,2,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,20.32444272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,2014,1,21401,1,1,1,1,20,1,1,3,4,2,2,-1,6,2,2,5,0,5,5,2,1,8,5,8,3,-2,3,2,2,2,2,2,1,-9,1,-9,19,1904,2,-2,-2,-2,-2,-2,-2,-2,20,4,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1217001,3,2,-2,1,999997,97,0,96,11,110070001,2,28,280320001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,3,999997,97,2,1,99997,97,1,1,15,96,0,2,1,2,2,-2,10,0,-3,10,97,48,48201,4820135000,7,5,16,2,2,2,48,48201,4820135000,16,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,2014,1,21401,1,1,1,1,18,1,1,6,2,1,2,-1,6,2,3,6,0,6,6,2,1,8,1,8,3,-2,1,2,2,2,2,1,1,-9,1,-9,7,704,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,45000,1,0,96,22,999999997,97,21,999999997,97,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,2,45000,1,1,1,45000,1,7,2,0,96,0,2,1,2,2,-2,20,2,0,8,3,48,48215,4821545384,6,5,1,4,2,2,48,48215,4821545384,1,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,2014,1,21401,1,1,1,1,18,1,1,3,3,1,2,-1,6,2,2,9,4,2,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,13,1326,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1305024,3,2,-2,1,20000,1,4,96,7,70890001,2,7,70090001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,97,97,2,20000,1,1,1,20000,1,7,1,13,14,0,2,1,2,2,-2,8,0,-3,8,8,48,48167,4816772392,6,5,10,2,2,2,48,48215,4821545384,10,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,12,2013,0,0,-4,2,2,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,2014,1,21401,1,1,1,1,27,1,1,6,2,1,2,-1,1,2,3,10,1,9,9,2,1,1,5,1,2,-1,1,2,2,2,2,2,1,-9,1,-9,7,704,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,10,7,100,1,2,236,1,1312047,3,2,-2,1,40000,1,3,4,20,200140001,2,21,999999997,97,28,280320001,2,1,3,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,2,40000,1,1,1,40000,1,7,2,15,96,0,2,2,-2,2,-2,20,6,0,5,97,48,48215,4821545384,6,5,10,2,2,2,48,48215,4821545384,10,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,3,2013,12,2013,0,0,-4,3,3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2014,1,21401,1,1,1,1,20,1,1,2,2,2,2,-1,6,2,2,9,1,3,3,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,9,921,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,99,4,0,0,0,111,1,1312047,3,2,-2,1,17000,1,0,96,7,70890001,2,28,280320001,2,28,280320001,2,14,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,4,2,2,4000,1,1,2,-2,-2,-2,-2,2,3,0,2,1,2,2,-2,25,0,-3,10,10,48,48215,4821545384,3,5,1,2,1,2,48,48215,4821545384,1,3,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,2014,1,21401,1,1,1,1,35,1,2,0,1,1,2,-1,5,1,-1,4,2,1,1,1,1,1,1,1,2,-1,1,2,98,98,98,98,1,-9,1,-9,7,701,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999999,3,2,-2,2,-2,-2,0,96,97,999999997,97,97,999999997,97,97,999999997,97,1,3,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,999999999,5,2,2,3500,3,1,1,2000,3,5,3,10,96,8,2,2,-2,2,-2,24,0,-3,20,20,97,99999,9999999999,97,5,3,2,2,2,97,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,2014,1,21401,1,1,1,1,25,1,1,3,3,2,2,-1,1,1,-1,8,2,6,6,2,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,8,805,2,-2,-2,-2,-2,-2,-2,-2,25,4,1,-2,1,-3,731,1,2,2,1,1,2,2,2,2,8,6,450,1,3,236,1,1215013,3,2,-2,1,20000,1,0,96,28,280320001,2,15,151060001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,7,2,3,20000,1,1,1,20000,1,1,1,0,96,0,2,1,2,2,-2,30,0,-3,30,97,48,48201,4820135000,7,3,15,2,2,2,48,48201,4820135000,15,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2014,1,21401,1,1,1,2,31,1,1,3,3,2,2,-1,5,2,1,3,1,1,1,2,1,3,5,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,6,2,-2,1,999998,98,0,96,28,280320001,2,9,999999999,99,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,3,999998,98,2,98,99998,98,98,1,0,96,0,5,2,-2,2,-2,5,0,-3,5,0,48,48215,4821545384,3,2,11,2,2,2,48,48215,4821545384,11,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,20.32444272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,2014,1,21401,1,1,1,1,29,1,1,6,2,2,2,-1,3,1,-1,1,-1,-1,-1,-1,1,1,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,4,401,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,0,2,-2,2,-2,-2,2,14,28,280320001,2,30,301930001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,2,20000,1,2,1,800,3,8,3,0,96,0,2,1,1,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,7,3,11,2,2,2,48,48215,4821545384,11,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2014,1,21401,1,1,1,1,22,1,2,0,1,2,2,-1,6,2,2,11,4,2,2,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,6,601,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,0,96,28,280320001,2,30,301930001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,2,23000,1,1,1,1000,3,8,3,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,10,2,2,2,48,48215,4821545384,12,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,2014,1,21401,1,1,1,1,25,1,1,3,4,1,1,2,1,1,-1,3,1,2,2,1,1,1,5,1,2,-1,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,12,12086,1208667550,16,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,0,2,-2,2,-2,-2,2,13,28,280430078,1,9,999999999,99,28,280430078,1,10,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280330282,6,1,11,1800,3,2,1,1200,3,8,3,2,96,0,2,1,2,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,4,4,40,2,2,2,12,12086,1208667550,16,5,1,712,20,3,2,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,1997,11,1997,0,0,-4,1,-3,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,2014,1,21401,1,1,1,2,28,1,1,6,2,2,2,-1,5,2,1,6,1,2,2,2,1,3,8,1,2,-1,3,2,2,2,2,2,1,-9,1,-9,10,1001,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,1,3500,3,0,96,28,280320001,2,30,301930001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,8,2,3,3500,3,1,1,3500,3,7,1,2,96,0,2,1,2,2,-2,6,0,-3,6,1,48,48215,4821545384,3,3,11,2,2,2,48,48215,4821545384,13,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,20.32444272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,2014,1,21401,1,1,1,2,24,1,1,3,3,2,2,-1,5,1,-1,7,0,1,1,1,1,3,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,9,911,2,-2,-2,-2,-2,-2,-2,-2,24,4,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1215013,3,2,-2,1,15000,1,0,96,28,280320001,2,97,999999997,97,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,3,18000,1,2,1,15000,1,7,1,0,96,0,2,2,-2,2,-2,8,0,-3,8,8,99,99999,9999999999,7,3,20,2,2,2,99,99999,9999999999,20,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,20.32444272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,2014,1,31401,1,1,1,1,34,1,1,3,2,2,1,3,5,1,-1,4,2,1,1,1,8,3,5,3,1,2,2,2,2,2,2,2,1,-9,1,-9,9,914,2,-2,-2,-2,-2,-2,-2,-2,22,4,1,-2,1,-3,923,1,2,2,1,2,2,2,2,2,8,6,1250,1,3,112,1,1217001,3,2,-2,2,-2,-2,0,96,7,70890001,2,7,70400001,2,28,280320001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,2,4000,1,1,1,3000,2,3,3,0,96,0,2,1,2,2,-2,4,0,-3,4,4,48,48201,4820135000,7,4,7,2,2,2,48,48201,4820135000,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,1999,12,2013,0,0,-4,2,1,25.51903482,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,2014,1,31401,1,1,1,1,20,1,1,3,4,2,2,-1,1,2,2,3,0,1,1,2,3,8,3,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,12,1217,2,-2,-2,-2,-2,-2,-2,-2,20,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,4,2,-2,1,999997,97,0,96,30,301930001,2,28,280320001,2,28,280320001,2,11,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,3,3,999997,97,2,1,99997,97,5,1,15,96,0,2,1,2,2,-2,26,0,-3,97,97,48,48201,4820135000,7,3,6,2,2,2,48,48201,4820135000,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,12,2013,0,0,-4,1,-3,25.51903482,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,2014,1,31401,1,1,1,1,18,1,1,5,2,1,2,-1,6,2,2,2,0,1,1,1,1,1,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,12,1219,2,-2,-2,-2,-2,-2,-2,-2,18,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,6,2,-2,1,10000,1,0,96,28,280321050,1,97,999999997,97,28,280320001,2,13,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,7,2,3,12000,1,1,1,300,3,3,2,13,14,0,2,2,-2,2,-2,20,0,-3,20,97,48,48201,4820135000,8,2,6,2,2,2,48,48201,4820135000,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,12,2013,0,0,-4,2,2,25.51903482,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,2014,1,21401,1,1,1,1,31,1,1,1,2,2,2,-1,3,1,-1,6,2,3,3,1,1,8,1,1,2,-1,3,2,2,2,2,2,1,-9,1,-9,5,501,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,20000,1,3,4,9,999999999,99,24,999999997,97,28,280320001,2,3,4,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,4,2,20000,1,1,1,20000,1,7,2,13,14,3,3,1,2,2,-2,6,2,0,6,0,48,48479,4847941464,6,5,3,4,2,2,48,48479,4847941464,3,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,10,2013,0,0,-4,2,2,24.9802248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
