folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1,p2g,p2n,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,p11,p11_1d,p11_1m,P11_1u,p11_2e,p11_2m,P11_2l,P11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18,p18_1,p19e1,P19l1,P19u1,p19e2,P19l2,P19u2,p20e,P20l,P20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,P22_2l,P22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_1_9,p24_1_10,p24_1_11,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29,p29_1,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p34_1,p35es,p35cn,p35cd,p35_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_1_7,p35_2_1_8,p35_2_1_9,p35_2_1_10,p35_2_1_11,p35_3c,p35_3t,p35_4,p35_5,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p51,p51_1_1,p51_1_2,p51_1_3,p51_1_4,p51_1_5,p51_1_6,p51_1_7,p51_1_8,p51_1_9,p51_1_10,p51_1_11,filtro,ponfin3,t3mp1_1,t3mp1_2,t3mp1_3,t3mp1_4,t3mp1_5,t3mp1_6,t3mp2,t3mp3,t3mp4_1,t3mp4_2,t3mp4_3,t3mp4_4,t3mp4_5,t3mp4_6,t3mp4_7,t3mp5,t3mp6_1,t3mp6_2,t3mp6_3,t3mp6_4,t3mp6_5,t3mp6_6,t3mp7
719,2015,4,171511,1,1,1,1,35,1,1,3,3,2,2,2,2,-1,2,1,-1,3,3,2,1,8,5,3,1,1,3,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,8,8123,812332155,15,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,4,2,-2,1,10000,1,0,0,5,50250001,2,99,999999999,99,5,50250001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,50250001,1,3,1,8,10000,1,1,1,10000,1,4,2,2,0,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,8,99997,9999999999,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,2,1,1,8,99997,9999999999,15,5,1,524,8,7,9,3,1,814,7,300,6,4,1,0,-2,-2,-2,-2,1,-3,-3,5,2000,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,16.86947753, , , , , , , , , , , , , , , , , , , , , , , 
720,2015,3,141508,1,1,1,1,43,1,1,6,2,2,2,2,2,-1,5,1,-1,10,3,1,1,1,1,1,2,-1,2,2,2,2,1,2,1,1,19,1904,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,4,2,-2,1,5000,3,0,0,27,270040001,2,21,211140001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,7,2,1,3,3000,3,1,1,5000,3,6,1,0,0,1,2,1,1,2,-2,4,0,-3,-3,-3,0,4,0,48,48201,4820135000,7,3,2,2,2,1,2,2,2,1,2,2,2,3,2,1,1,48,48201,4820135000,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,28.51803463,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
721,2015,3,141508,1,1,1,1,27,1,1,2,4,2,2,2,2,-1,6,2,2,4,3,2,1,8,5,8,3,-2,2,2,1,2,2,2,1,1,21,2103,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705015,3,2,-2,1,20000,1,0,0,4,40030001,2,19,190390001,2,28,280270001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,4,2,1,4,20000,1,1,1,20000,1,1,1,0,0,0,2,2,-2,2,-2,16,1,3,-4,99,0,16,0,48,48479,4847941464,7,3,2,2,2,1,2,2,2,1,2,2,2,19,2,2,2,48,48479,4847941464,19,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2014,6,2015,0,0,-3,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,28.51803463,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
722,2015,4,171511,1,1,1,1,38,1,1,1,2,2,2,2,2,-1,5,1,-1,5,1,1,1,1,5,1,2,-1,2,2,1,2,2,2,1,1,10,1010,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,3,2,-2,1,12000,1,2,3,7,70270001,2,30,301930001,2,28,280320001,2,25,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,10,2,1,3,13500,1,1,1,12000,1,1,2,0,3,1,2,97,97,2,-2,7,0,-3,-3,-3,0,7,0,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,2,1,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,16.86947753, , , , , , , , , , , , , , , , , , , , , , , 
722,2015,3,141508,1,1,1,1,30,1,1,3,3,2,2,2,1,2,5,1,-1,2,2,1,1,3,1,8,3,-2,2,2,2,2,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,29,29095,2909535000,10,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,0,0,30,300280037,2,30,300390001,2,8,80370001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,80370001,1,4,1,4,15000,1,1,1,10000,1,2,3,0,0,0,2,1,1,2,-2,6,0,-3,-3,-3,0,6,0,29,29095,2909535000,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,1,1,29,29095,2909535000,10,5,1,713,11,6,100,3,2,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2005,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,28.51803463,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
723,2015,3,141508,1,1,1,1,25,1,1,4,2,2,2,2,2,-1,5,1,-1,4,2,1,1,1,5,1,2,-1,2,2,2,2,2,1,1,3,-3,-3,-3,-3,-3,-3,-3,27,27123,2712358000,10,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,6,2,-2,1,6000,3,0,0,21,211140001,2,9,999999999,99,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,3,6000,3,1,1,6000,3,1,1,0,0,1,2,1,2,2,-2,25,0,-3,-3,-3,0,25,0,27,27123,2712358000,2,4,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,27,27123,2712358000,10,5,1,713,10,6,8000,3,5,238,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2000,5,2001,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,28.51803463,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
723,2015,4,171511,1,1,1,1,22,1,1,1,2,2,2,2,1,3,1,1,-1,8,8,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,6,6037,603744000,8,4,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,3,2,-2,2,-2,-2,0,0,7,70090001,2,28,280320001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,2,4000,3,2,2,-2,-2,-2,-2,2,0,1,1,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,6,6037,603744000,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,4,1,1,6,6037,603744000,8,5,1,999,99,99,12.5,3,1,999,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,8,2008,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,16.86947753, , , , , , , , , , , , , , , , , , , , , , , 
725,2015,4,171511,1,1,1,1,23,1,1,6,2,2,2,2,2,-1,6,2,2,5,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,14,1406,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,541,1,1,1,2,1,2,2,2,2,10,7,1600,1,5,931,1,1305024,3,2,-2,1,70000,1,0,0,30,301930001,2,19,190390001,2,28,280320001,2,40,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,15,2,1,2,35000,1,1,1,70000,1,6,1,6,3,1,2,2,-2,2,-2,12,0,-3,-3,-3,0,4,0,48,48215,4821545384,7,3,2,2,2,1,2,2,2,1,2,2,2,7,2,2,2,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,10,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,16.86947753, , , , , , , , , , , , , , , , , , , , , , , 
734,2015,1,251502,1,1,1,1,28,1,2,0,1,2,2,2,1,2,6,1,-1,1,-1,-1,3,8,5,3,1,1,2,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,37,37129,3712974440,18,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,0,2,-2,2,-2,-2,0,0,28,999999999,99,98,999999998,98,98,999999998,98,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,999998,98,98,98,999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,23.74425739, , , , , , , , , , , , , , , , , , , , , , , 
734,2015,3,191508,1,1,1,1,22,1,1,2,4,1,1,2,2,-1,6,2,2,5,3,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,12,1209,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,0,2,-2,2,-2,-2,0,0,20,200670001,2,21,211140001,2,26,260040001,1,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,5,2,1,4,5000,1,1,1,1500,3,2,3,2,0,0,2,2,-2,2,-2,9,0,-3,-3,-3,0,9,0,4,4019,401977000,7,3,2,2,2,1,2,2,2,1,2,2,2,15,2,2,2,4,4019,401977000,15,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
735,2015,3,191508,1,1,1,1,36,1,1,3,3,2,2,2,2,-1,5,1,-1,4,1,1,8,1,1,1,2,-1,1,2,2,2,2,2,1,1,22,2201,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,35000,1,0,0,97,999999997,97,98,999999998,98,98,999999998,98,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,999998,98,98,98,999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,23.25058628,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
735,2015,1,251502,1,1,1,1,37,1,1,6,2,1,1,2,1,2,5,1,-1,4,2,1,1,3,5,3,1,2,2,2,2,2,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,45,45019,4501913330,15,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,4000,1,0,0,7,70270001,2,30,300280037,2,2,20040001,2,45,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20040001,2,2,1,2,4000,3,1,1,4000,3,1,1,0,0,0,2,1,2,2,-2,7,0,-3,-3,-3,0,7,0,45,45019,4501913330,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,998,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,23.74425739, , , , , , , , , , , , , , , , , , , , , , , 
736,2015,3,191508,1,1,1,1,29,1,1,3,3,2,2,2,2,-1,6,2,3,6,4,2,8,8,1,1,2,-1,2,2,2,2,2,2,1,1,1,131,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,2500,3,0,4,7,70270001,2,21,211140001,2,26,260040001,1,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,5,2,1,6,2500,3,1,1,2500,3,1,1,2,0,0,2,2,-2,2,-2,19,0,-3,-3,-3,0,17,0,4,4013,401355000,7,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,15,2,2,2,4,4013,401355000,15,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
737,2015,3,191508,1,1,1,1,37,1,1,6,2,2,2,2,1,3,5,2,3,6,6,2,1,1,5,1,2,-1,2,2,1,2,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,12,12097,1209736950,3,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,2,-2,-2,0,0,28,280320001,2,26,260040001,1,28,280320001,2,13,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,3,2,1,4,3000,1,1,1,700,3,2,3,0,0,0,2,2,-2,2,-2,22,0,-3,-3,-3,0,22,0,12,12097,1209736950,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,2,2,12,12097,1209736950,3,5,1,511,8,5,10,3,1,722,24,200,4,96,1,0,-2,-2,-2,-2,1,-3,-3,6,2012,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
738,2015,3,191508,1,1,1,1,23,1,1,3,2,2,2,2,1,2,6,1,-1,1,-1,-1,1,8,1,8,3,-2,2,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,48,48113,4811319000,7,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,4,2,-2,1,40000,1,0,0,7,70270001,2,28,280320001,2,28,280320001,2,16,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,4,2,1,4,20000,1,1,1,40000,1,6,1,2,0,5,2,1,97,2,-2,50,0,-3,-3,-3,0,25,0,48,48113,4811319000,3,3,2,2,2,1,2,2,2,1,2,2,2,69,2,2,2,48,48113,4811319000,8,5,1,712,12,6,9,3,1,236,12,500,4,96,2,0,-2,-2,-2,-2,1,-3,-3,2,2008,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
738,2015,1,251502,1,1,1,1,33,1,1,3,2,1,1,2,1,2,1,1,-1,1,-1,-1,1,1,5,1,2,-1,2,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,13,99998,9999999998,12,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,13000,1,0,0,26,260040001,1,99,999999999,99,26,260040001,1,1,3,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,1,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,1,3,1,2,13000,1,2,1,13000,1,1,1,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,13,99998,9999999998,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,12,5,2,2,13,99998,9999999998,12,5,1,712,8,7,12,3,1,236,3,99999,5,6,1,0,-2,-2,-2,-2,1,-3,-3,3,2003,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.74425739, , , , , , , , , , , , , , , , , , , , , , , 
739,2015,3,191508,1,1,1,1,18,1,1,6,2,1,1,2,2,-1,6,2,2,5,2,2,5,8,1,8,3,-2,2,2,2,2,2,2,1,1,14,1413,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,0,2,-2,1,50000,1,0,0,28,280320001,2,19,190390001,2,28,280320001,2,40,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,20,2,1,3,15000,1,1,1,50000,1,6,1,2,0,0,2,97,2,2,-2,10,0,-3,-3,-3,0,10,0,48,48215,4821545384,7,3,2,2,2,1,2,2,2,1,2,2,2,15,2,2,2,48,48215,4821545384,15,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,6,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
741,2015,3,191508,1,1,1,1,19,1,1,1,3,2,2,2,2,-1,6,2,2,7,2,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,1,14,1420,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999999,3,2,-2,2,-2,-2,0,0,26,260040001,1,99,999999999,99,99,999999999,99,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,20,2,1,4,12000,1,1,1,2500,3,4,3,0,0,0,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,4,4019,401977000,4,3,2,2,2,1,1,1,2,2,2,2,2,15,2,2,1,4,4019,401977000,15,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,8,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
742,2015,3,191508,1,1,1,1,19,1,1,6,2,1,1,2,2,-1,6,2,2,6,0,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,15,1501,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999998,0,2,-2,2,-2,-2,0,0,28,280320001,2,99,999999999,99,28,280320001,2,16,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,10,2,1,6,15000,1,1,1,3000,1,4,3,0,0,0,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,99,99999,9999999999,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,60,2,1,1,99,99999,9999999999,60,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,6,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
743,2015,3,191508,1,1,1,1,30,1,1,3,4,2,2,2,2,-1,2,1,-1,1,-1,-1,8,8,3,1,2,-1,2,2,2,2,2,2,1,1,12,1203,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999999,1,2,-2,1,10000,3,0,0,28,280320001,2,30,300280037,2,28,280320001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,17,2,1,8,7000,3,1,1,7000,3,6,2,0,0,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,4,2,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,6,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,23.25058628,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
