"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:552","El Salvador",873,33,"San Salvador",300033,131,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,25,1,1,5,2,2,1,4,4,4,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,3,2,3,3,5,4,3,6,6,3,1,3,3,1,3,6,2,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,7,7,5,2,6,3,NA,2,2,2,10,9,1,8,10,8,7,10,9,2,2,0,0,NA,NA,NA,0,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,5,3,4,4,NA,2,2,3,2,NA,NA,NA,0,3,1,1,NA,1,1,1,1,0,0,0,1,1,1,1,0,0,6,1,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:553","El Salvador",213,8,"Santa Ana",300008,31,"Urbano","Ciudad mediana",1,1,"Región 2 (Central 1)",NA,NA,46,2,1,2,3,3,2,3,1,4,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,3,2,2,3,5,6,4,6,7,6,6,5,6,2,4,5,6,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,5,6,6,3,3,NA,4,4,4,8,2,2,3,4,5,7,2,1,1,1,0,0,NA,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,5,1,4,2,2,3,2,NA,NA,NA,1,1,5,4,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,3,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:554","El Salvador",382,17,"Sonsonate",300017,54,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,28,1,3,4,3,3,2,2,4,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,4,2,3,4,7,5,4,6,6,4,5,3,3,5,6,4,5,5,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,5,7,5,4,4,2,NA,2,3,3,2,1,9,3,4,5,2,1,1,1,1,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,5,3,NA,1,2,3,3,NA,NA,NA,0,2,5,1,NA,0,0,1,0,0,0,0,1,0,0,0,1,0,5,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:555","El Salvador",277,11,"Santa Ana",300011,39,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,47,1,2,4,1,2,2,2,1,3,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,3,4,7,6,5,6,7,6,5,5,6,5,6,6,6,6,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,5,6,5,2,5,1,NA,3,4,2,10,6,5,4,4,1,1,4,1,1,2,0,0,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,3,NA,2,2,3,2,NA,NA,NA,5,2,5,2,NA,1,0,1,0,0,0,0,1,1,0,0,1,1,4,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:556","El Salvador",742,31,"San Salvador",300031,107,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,29,1,1,5,3,3,2,3,2,4,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,3,1,3,4,5,5,5,5,7,6,5,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,5,5,5,4,1,NA,3,3,3,7,4,4,5,7,5,6,2,2,2,2,0,0,NA,0,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,1,4,NA,NA,2,2,2,1,NA,NA,NA,1,2,5,1,NA,1,0,1,0,1,0,0,1,1,0,0,1,0,5,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:557","El Salvador",1099,43,"San Salvador",300043,166,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,28,1,2,1,3,3,2,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,4,2,2,3,4,3,5,6,7,4,6,5,6,6,5,6,6,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,7,6,5,4,3,NA,2,3,3,1,1,3,5,3,4,3,2,1,2,2,0,0,NA,NA,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,2,1,1,2,2,2,3,2,NA,NA,NA,0,1,5,1,NA,1,0,1,0,0,0,0,1,1,0,0,1,1,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:558","El Salvador",1388,57,"San Miguel",300057,204,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,26,1,1,5,2,2,2,3,1,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,4,NA,1,4,7,4,5,7,7,5,5,4,5,6,2,4,5,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,6,6,5,4,4,3,NA,2,2,1,1,5,7,6,6,4,4,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,1,1,1,4,2,NA,3,2,NA,NA,NA,0,NA,5,2,NA,0,0,1,0,0,0,0,1,0,0,0,1,0,5,2,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:559","El Salvador",330,14,"Sonsonate",300014,47,"Rural","Área rural",1,1,"Región 2 (Central 1)",NA,NA,19,1,4,1,3,3,1,3,2,2,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,2,3,2,3,4,2,2,7,2,4,4,2,7,2,5,5,5,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,7,3,2,3,4,NA,4,4,3,8,5,10,5,9,4,3,1,1,2,2,0,1,NA,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,1,1,2,2,2,1,4,3,NA,NA,NA,0,2,4,1,NA,0,0,1,0,0,0,0,0,0,0,0,1,1,6,1,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:560","El Salvador",337,14,"Sonsonate",300014,47,"Rural","Área rural",1,1,"Región 2 (Central 1)",NA,NA,64,2,2,5,3,2,2,2,1,2,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,3,1,4,7,5,7,3,7,4,7,4,7,7,1,7,7,7,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,5,7,7,1,2,NA,1,1,1,5,1,5,10,1,5,1,1,1,1,2,0,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,5,NA,2,2,4,2,NA,NA,NA,6,2,5,1,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,3,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:561","El Salvador",1327,54,"San Miguel",300054,195,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,19,2,2,5,3,2,2,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,3,3,2,2,3,2,3,4,6,4,5,4,4,5,1,4,3,4,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,4,5,3,4,4,2,NA,2,2,2,5,5,7,5,6,5,6,3,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,4,1,1,5,NA,2,2,3,2,NA,NA,NA,0,2,5,1,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,4,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:562","El Salvador",115,6,"Santa Ana",300006,16,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,47,2,1,1,3,3,2,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,1,2,4,1,4,1,1,4,7,1,1,1,1,7,3,7,1,3,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,3,7,3,1,1,3,NA,4,4,4,3,1,7,7,9,1,1,8,1,2,2,0,0,NA,0,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,3,1,1,3,NA,2,2,3,2,NA,NA,NA,3,1,5,5,NA,1,0,1,0,0,0,0,1,1,0,0,1,1,3,2,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:563","El Salvador",1496,64,"La Unión",300064,217,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,23,1,3,5,2,3,1,1,2,4,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,4,2,1,4,7,6,7,7,7,5,7,7,5,7,4,6,7,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,7,1,4,3,2,NA,1,1,2,7,1,1,10,6,1,5,1,1,2,2,0,0,NA,NA,0,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,1,1,1,4,1,2,3,2,NA,NA,NA,0,2,5,1,NA,1,1,1,0,0,0,0,1,1,0,0,1,0,6,1,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:564","El Salvador",1512,65,"La Unión",300065,218,"Urbano","Ciudad pequeña",1,1,"Región 4 (Oriental)",NA,NA,52,2,3,5,1,1,1,4,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,1,3,6,7,7,6,7,1,7,7,3,7,7,7,3,7,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,3,7,4,2,4,2,NA,3,3,4,10,2,8,6,7,3,5,2,1,2,2,0,0,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,1,1,5,NA,2,2,4,3,NA,NA,NA,6,1,5,1,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,3,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:565","El Salvador",1457,61,"Morazán",300061,212,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,23,1,1,5,3,1,2,2,4,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,1,3,4,5,5,5,5,7,4,4,3,4,4,3,4,5,4,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,5,5,1,3,2,NA,2,3,2,5,4,3,5,5,5,4,1,1,1,2,0,0,NA,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,5,3,4,4,NA,2,2,2,1,NA,NA,NA,0,2,1,2,NA,1,1,1,3,0,1,0,1,1,1,1,1,1,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:566","El Salvador",802,32,"San Salvador",300032,118,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,23,1,2,3,1,2,2,2,4,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,1,3,NA,NA,1,1,3,4,3,5,3,4,7,2,3,2,5,2,3,6,4,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,6,6,6,4,6,3,NA,2,4,2,9,5,7,5,9,7,7,7,7,2,2,0,0,NA,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,5,3,4,3,NA,2,2,1,2,NA,NA,NA,0,1,1,1,NA,1,1,1,0,1,0,0,1,1,1,1,1,0,1,2,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:567","El Salvador",1453,61,"Morazán",300061,211,"Urbano","Ciudad pequeña",1,1,"Región 4 (Oriental)",NA,NA,20,2,2,5,2,2,2,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,1,3,4,7,3,7,4,7,5,3,4,4,3,1,4,1,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,4,7,4,1,2,2,NA,4,4,4,6,5,1,5,8,5,4,10,4,2,2,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,5,2,4,5,NA,1,2,3,2,NA,NA,NA,0,2,5,2,NA,1,0,1,0,0,0,0,1,0,0,1,1,1,6,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:568","El Salvador",249,10,"Santa Ana",300010,36,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,23,1,3,3,2,3,2,3,1,2,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,2,1,5,6,4,3,5,7,6,7,7,6,2,4,6,5,6,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,5,7,5,3,5,3,NA,3,3,3,7,4,7,8,7,6,5,3,2,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,5,3,NA,2,1,4,3,NA,NA,NA,1,1,4,2,NA,0,0,0,0,0,0,0,1,1,0,0,1,0,5,1,2,3,NA,1,2010,NA,NA,NA,NA,NA
"1:569","El Salvador",599,29,"La Libertad",300029,82,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,45,2,3,5,3,2,2,2,1,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,2,1,3,6,4,6,5,7,6,6,6,5,6,4,6,6,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,7,4,5,4,3,NA,3,3,2,1,2,3,4,7,4,4,1,1,2,2,0,0,NA,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,5,5,NA,2,2,3,2,NA,NA,NA,4,2,5,2,NA,1,0,1,1,0,0,0,1,1,0,0,1,0,5,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:570","El Salvador",642,31,"San Salvador",300031,88,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,37,2,1,3,3,3,2,2,2,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,3,1,3,4,6,3,6,6,7,4,4,4,4,7,3,6,4,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,5,2,5,2,2,NA,3,3,3,7,6,10,5,6,6,6,5,1,1,1,0,0,NA,NA,NA,0,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,2,1,5,NA,2,2,4,3,NA,NA,NA,3,1,5,1,NA,1,1,1,0,0,0,0,1,1,0,0,1,0,3,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:571","El Salvador",1136,45,"Cuscatlán",300045,170,"Urbano","Ciudad mediana",1,1,"Región 2 (Central 1)",NA,NA,49,2,2,1,3,3,2,4,2,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,1,3,1,3,4,3,3,7,7,5,6,6,7,7,3,7,6,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,6,7,4,1,3,2,NA,4,4,4,8,7,6,1,8,1,1,1,1,1,2,0,0,NA,0,0,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,1,1,4,1,1,3,3,NA,NA,NA,4,1,5,4,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,3,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:572","El Salvador",1488,63,"La Unión",300063,215,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,46,2,3,3,2,2,2,4,4,2,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,NA,3,6,7,4,6,5,7,4,5,4,4,7,2,5,3,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,7,6,4,4,2,NA,1,3,4,3,1,7,7,6,7,7,1,1,2,2,0,0,NA,1,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,1,5,NA,2,2,4,2,NA,NA,NA,9,2,5,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:573","El Salvador",653,31,"San Salvador",300031,90,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,45,2,2,57,3,2,2,2,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,4,NA,3,5,7,4,5,5,7,5,5,5,5,4,5,6,7,6,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,4,7,4,5,3,3,NA,3,3,3,1,1,1,1,10,1,1,1,1,1,1,0,0,NA,0,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4,1,1,1,4,2,2,3,1,NA,NA,NA,1,2,5,1,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,4,1,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:574","El Salvador",294,12,"Sonsonate",300012,41,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,43,2,1,5,3,3,2,2,1,3,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,4,2,4,3,6,3,5,5,7,4,6,3,1,5,1,2,5,5,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,2,4,5,4,6,3,NA,4,4,3,5,1,5,5,5,5,5,5,1,2,2,0,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1,1,1,5,NA,2,2,3,3,NA,NA,NA,1,3,4,1,NA,1,1,1,0,0,1,0,1,1,1,0,1,1,4,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:575","El Salvador",148,6,"Santa Ana",300006,22,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,58,2,1,1,2,1,2,3,1,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,1,3,1,5,7,5,4,3,7,7,7,1,7,7,1,7,4,7,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,4,5,7,4,2,NA,3,4,4,1,1,4,1,4,1,1,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,1,5,NA,2,2,3,2,NA,NA,NA,5,1,5,1,NA,1,1,1,0,0,0,0,1,1,1,0,1,0,3,1,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:576","El Salvador",11,1,"Ahuachapán",300001,2,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,65,2,1,5,2,2,2,4,2,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,2,4,2,6,3,3,5,7,3,4,1,4,1,2,6,2,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,6,5,2,2,2,3,NA,2,4,4,2,2,1,8,2,2,2,1,1,2,2,0,0,NA,0,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,5,1,4,2,2,2,2,NA,NA,NA,3,2,5,1,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,7,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:577","El Salvador",1534,66,"La Unión",300066,221,"Urbano","Ciudad pequeña",1,1,"Región 4 (Oriental)",NA,NA,28,1,2,1,NA,2,1,2,1,4,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,NA,NA,NA,7,7,7,7,7,NA,7,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,4,4,4,6,2,6,NA,3,1,1,NA,NA,2,2,0,0,NA,1,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2,1,1,2,4,1,2,3,3,NA,NA,NA,4,2,4,2,NA,1,0,1,1,0,1,0,0,0,1,0,1,0,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
