"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:3035","El Salvador",591,3048,"Chalatenango",NA,57,"Urbano","Ciudad pequeña",1,1,"Región 2 (Central 1)",3,1932,79,1,1,NA,2,1,2,3,4,4,4,4,NA,2,0,NA,NA,NA,NA,0,1,NA,NA,6,2,1,2,2,2,NA,1,2,2,2,2,NA,2,0,0,2,3,3,4,3,3,3,7,4,5,7,7,5,6,5,5,6,4,6,5,5,5,NA,2,3,3,3,3,3,2,2,NA,5,6,5,4,4,2,2,NA,NA,NA,6,4,4,5,7,7,6,4,3,1,2,0,0,0,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,1,1,7,NA,2,2,NA,1,NA,2,NA,0,2,5,1,NA,1,1,1,0,0,1,0,1,1,1,1,1,0,3,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3036","El Salvador",36,30610,"San Salvador",NA,112,"Urbano","Ciudad mediana",1,1,"Región 2 (Central 1)",2,1954,58,1,3,1,2,2,1,2,4,4,1,2,NA,2,1,1,1,0,1,0,0,NA,NA,3,2,2,2,2,2,NA,2,2,2,2,2,NA,2,0,0,1,2,2,4,1,NA,5,7,4,5,6,7,5,6,4,6,7,2,5,7,5,5,NA,2,2,2,3,3,2,2,2,NA,5,7,7,4,4,NA,NA,NA,NA,NA,10,6,1,7,10,10,10,5,NA,2,2,0,0,0,NA,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,NA,NA,NA,NA,12,0,NA,3,1,1,1,1,1,2,2,2,NA,4,NA,3,2,4,2,NA,1,1,1,1,0,0,0,1,0,1,1,1,0,6,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3037","El Salvador",478,3036,"Sonsonate",NA,46,"Rural","Área rural",1,1,"Región 1 (Occidental)",2,1980,31,1,2,13,2,2,2,2,4,4,4,4,NA,3,1,0,0,1,0,0,0,NA,NA,1,2,2,2,2,2,NA,2,1,2,1,2,NA,2,1,0,3,3,3,3,2,4,2,5,3,5,5,7,5,5,4,5,2,2,5,6,6,1,NA,2,3,3,2,3,2,2,2,NA,6,6,5,2,4,NA,NA,NA,NA,NA,5,4,2,2,4,1,3,1,NA,2,2,0,0,0,NA,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,2,3,2,NA,NA,2,4,3,NA,NA,NA,NA,4,1,NA,5,2,4,2,2,1,2,2,2,NA,6,NA,3,2,5,2,NA,0,0,1,0,0,0,0,1,0,0,NA,0,0,5,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3038","El Salvador",45,3068,"San Salvador",NA,128,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1946,65,2,4,NA,3,3,2,3,2,2,4,4,4,1,0,NA,NA,NA,NA,1,0,NA,NA,9,2,NA,2,2,1,4,1,2,2,2,2,NA,2,1,0,1,3,3,3,3,4,4,7,6,6,7,7,7,7,7,4,5,7,4,6,5,6,NA,2,2,3,3,3,3,2,3,NA,3,7,5,5,4,3,1,NA,NA,NA,2,2,2,9,7,4,4,8,2,2,2,0,0,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,4,1,1,2,5,NA,2,1,3,2,NA,4,NA,3,1,5,4,NA,1,1,1,0,1,0,0,1,1,1,0,1,0,3,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:3039","El Salvador",870,3102,"San Vicente",NA,190,"Urbano","Ciudad pequeña",1,1,"Región 3 (Central 2)",3,1978,33,2,2,5,3,3,1,3,1,3,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,6,2,1,2,2,2,NA,1,2,2,2,2,NA,2,0,0,1,3,3,3,1,2,6,6,5,5,4,7,3,6,5,5,6,3,7,5,4,4,NA,2,3,3,2,3,1,2,3,NA,6,4,5,2,1,NA,NA,NA,NA,NA,10,5,2,2,5,3,5,2,NA,2,2,0,0,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,1,3,1,NA,NA,10,3,1,NA,NA,NA,NA,2,0,NA,2,1,1,5,NA,2,2,3,2,NA,4,NA,1,2,5,4,NA,1,0,0,0,0,0,0,1,1,0,NA,1,0,6,1,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:3040","El Salvador",233,3068,"San Salvador",NA,110,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1991,20,1,2,NA,2,1,2,2,4,2,4,3,NA,4,1,0,1,1,0,1,0,NA,NA,1,1,1,2,2,2,NA,NA,2,2,1,2,NA,1,0,0,1,2,2,1,2,4,7,7,1,1,7,7,1,4,1,1,5,5,7,4,6,6,NA,1,2,3,1,3,2,2,2,NA,3,5,4,4,3,2,2,NA,NA,NA,1,1,7,5,3,3,1,1,1,2,2,0,0,0,0,0,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2,5,1,4,2,2,1,1,1,1,NA,5,NA,0,2,1,1,NA,1,0,1,0,1,1,0,1,1,1,1,1,0,6,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3041","El Salvador",195,3011,"Ahuachapán",NA,1,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",1,1961,50,2,1,NA,3,3,2,2,2,4,4,4,4,2,1,0,0,0,0,0,0,NA,NA,10,2,2,2,2,2,NA,2,1,2,2,2,NA,2,0,0,3,1,1,3,1,1,4,6,4,5,6,7,4,5,5,7,7,2,6,7,5,4,NA,2,1,1,2,2,2,2,4,NA,2,7,4,6,3,2,1,NA,NA,NA,2,1,6,7,9,5,5,8,3,1,2,0,0,0,NA,1,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,1,1,5,NA,2,2,2,1,NA,4,NA,1,2,5,2,NA,0,0,1,0,0,0,0,0,0,0,NA,1,0,5,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:3042","El Salvador",841,3102,"San Vicente",NA,192,"Rural","Área rural",1,1,"Región 3 (Central 2)",3,1968,43,1,1,NA,3,2,2,4,1,2,1,4,NA,1,1,1,1,0,0,1,0,NA,NA,5,2,2,1,2,1,1,2,2,1,2,2,NA,2,1,1,3,2,2,3,2,4,4,7,5,6,6,7,4,7,5,2,1,1,6,6,7,6,NA,2,3,2,2,5,3,2,3,NA,1,7,7,5,3,2,2,NA,NA,NA,6,1,4,4,8,5,5,1,1,2,2,0,0,0,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,1,1,5,3,NA,2,2,4,2,NA,4,NA,2,1,5,5,NA,1,0,1,1,0,0,0,0,0,0,NA,1,0,2,2,3,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3043","El Salvador",597,3048,"Chalatenango",NA,59,"Rural","Área rural",1,1,"Región 2 (Central 1)",3,1976,35,1,1,NA,2,3,2,4,2,2,2,4,NA,1,1,1,1,1,1,0,0,NA,NA,1,2,1,2,2,2,NA,2,1,1,1,1,NA,2,0,0,2,2,2,4,1,1,3,7,4,3,5,7,6,5,2,6,6,4,6,6,4,5,NA,2,4,3,1,3,3,2,2,NA,7,7,7,3,6,2,2,NA,NA,NA,5,1,8,10,1,1,1,1,1,2,2,0,0,0,NA,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,5,1,1,1,1,4,1,2,3,3,NA,4,NA,2,2,4,1,NA,1,0,1,1,0,0,0,1,0,0,NA,1,0,4,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3044","El Salvador",769,3072,"Cabañas",NA,160,"Rural","Área rural",1,1,"Región 2 (Central 1)",2,1986,26,1,2,NA,3,2,2,2,2,4,4,3,NA,2,1,0,0,0,0,0,1,NA,NA,10,2,1,1,2,2,NA,2,2,2,2,2,NA,1,0,0,2,2,2,4,2,1,4,7,3,6,7,7,5,7,1,1,7,7,1,5,7,7,NA,3,3,3,4,4,3,3,3,NA,7,7,2,1,5,3,2,NA,NA,NA,7,1,6,6,7,5,5,4,1,2,2,0,0,0,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,3,3,1,1,1,NA,2,1,3,1,NA,3,NA,1,NA,5,1,NA,0,0,1,0,0,0,0,0,0,0,NA,1,0,5,1,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3045","El Salvador",388,3067,"San Salvador",NA,102,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1985,26,2,2,27,3,2,2,3,1,4,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,2,2,NA,2,2,2,2,2,NA,2,1,1,3,2,2,NA,3,2,5,5,2,4,6,6,4,6,6,5,4,4,4,5,6,5,NA,2,2,2,2,2,2,1,2,NA,4,7,6,6,5,NA,NA,NA,NA,NA,2,4,3,6,2,6,5,5,NA,2,2,0,0,0,NA,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,2,4,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,11,NA,NA,1,1,5,1,2,1,NA,2,2,NA,2,NA,0,2,1,1,NA,1,0,1,0,1,0,0,1,1,1,1,1,1,5,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:3046","El Salvador",668,3096,"Cuscatlán",NA,186,"Urbano","Ciudad mediana",1,1,"Región 3 (Central 2)",2,1990,21,1,1,14,3,3,2,3,1,4,4,4,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,2,2,NA,2,2,2,2,2,NA,2,0,0,3,1,1,2,NA,3,4,NA,4,1,1,6,7,1,1,1,7,1,1,NA,1,1,NA,2,3,4,3,NA,3,2,3,NA,3,7,3,4,4,NA,NA,NA,NA,NA,4,1,7,4,3,1,1,1,NA,2,2,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,4,NA,3,NA,NA,NA,NA,4,NA,NA,2,2,1,1,4,2,2,2,2,NA,2,NA,0,2,4,2,NA,1,1,1,0,0,0,1,1,1,1,1,1,0,5,1,3,3,NA,1,2012,NA,NA,NA,NA,NA
"1:3047","El Salvador",1074,3139,"Morazán",NA,234,"Rural","Área rural",1,1,"Región 4 (Oriental)",3,1951,60,2,2,27,3,3,2,NA,1,4,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,2,NA,2,2,2,2,1,NA,2,0,0,3,2,2,4,NA,1,NA,7,NA,NA,NA,7,3,NA,NA,NA,1,NA,4,6,5,1,NA,1,2,2,2,3,2,2,2,NA,NA,7,1,6,NA,NA,NA,NA,NA,NA,1,1,1,NA,10,1,10,7,NA,2,NA,0,0,0,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,12,5,NA,2,2,3,3,NA,4,NA,3,NA,5,2,NA,1,1,0,1,0,0,0,1,0,0,NA,1,0,5,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:3048","El Salvador",NA,37,"San Salvador",NA,145,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1973,41,1,1,5,2,2,2,2,1,3,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,8,2,2,2,2,2,NA,2,2,2,2,2,2,NA,NA,NA,3,3,2,3,2,3,5,6,4,5,6,NA,4,4,4,5,5,3,3,4,NA,5,5,NA,NA,NA,3,NA,2,2,2,2,1,4,7,3,4,2,2,3,3,3,4,3,1,10,6,10,9,6,1,2,NA,0,0,0,0,0,NA,0,0,0,1,1,3,3,4,5,3,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,301,1,2,NA,3,3,1,2,1,NA,2,3,3,2,2,12,2,NA,NA,1,5,1,1,2,2,2,1,2,4,0,2,1,1,2,2,1,1,1,1,1,0,0,1,1,1,1,1,0,3,1,3,3,2,1,2014,NA,NA,NA,NA,NA
"1:3049","El Salvador",NA,27,"San Salvador",NA,108,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1960,54,2,3,25,2,2,2,4,4,4,3,4,4,3,1,1,1,0,1,0,0,NA,NA,1,2,2,2,2,2,NA,1,2,2,2,2,3,NA,NA,NA,4,2,2,1,2,3,3,3,3,3,4,NA,7,5,6,3,3,7,7,1,NA,7,5,NA,NA,NA,1,NA,3,2,4,5,7,7,7,1,5,2,1,2,3,4,10,5,1,6,2,2,4,3,1,2,NA,0,0,0,NA,0,NA,NA,NA,0,3,2,3,3,4,2,3,4,1,2,2,2,NA,2,NA,0,0,1,1,1,302,2,1,NA,2,2,1,2,2,2,3,3,3,2,2,17,5,NA,NA,4,4,1,2,2,2,2,3,1,5,0,2,2,4,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,4,1,2,3,2,2,2014,NA,NA,NA,NA,NA
"1:3050","El Salvador",NA,20,"La Libertad",NA,80,"Rural","Área rural",1,1,"Región 2 (Central 1)",2,1991,23,2,2,1,3,1,1,2,1,4,4,4,4,2,1,0,0,0,0,0,0,NA,NA,5,2,2,1,2,2,NA,1,1,2,1,1,5,NA,NA,NA,2,2,2,2,1,1,3,6,2,6,5,NA,6,5,3,7,1,2,4,4,NA,5,6,NA,NA,NA,3,NA,2,2,3,4,1,7,3,2,5,2,1,4,4,4,1,2,1,4,4,1,1,1,1,1,NA,0,0,0,NA,NA,NA,NA,NA,0,2,5,5,4,4,4,4,5,1,3,2,2,NA,1,3,0,0,1,2,1,302,11,2,NA,2,2,1,2,2,NA,NA,3,3,2,2,11,1,NA,NA,1,5,5,NA,2,2,3,3,2,3,1,1,NA,5,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,5,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:3051","El Salvador",NA,50,"San Vicente",NA,199,"Rural","Área rural",1,1,"Región 3 (Central 2)",2,1976,38,1,1,5,2,2,1,4,1,2,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,2,2,2,NA,2,1,1,2,2,1,NA,NA,NA,1,3,3,3,1,3,3,7,3,3,4,NA,7,7,3,7,1,7,7,1,NA,7,4,NA,NA,NA,1,NA,1,1,1,1,7,7,6,7,7,2,1,2,3,3,10,1,1,10,1,1,1,7,1,2,NA,0,0,0,NA,NA,NA,0,0,0,1,2,5,3,5,2,5,5,2,NA,1,2,NA,2,NA,0,0,1,1,1,302,2,1,NA,4,2,1,2,10,2,1,3,3,2,2,9,2,NA,NA,1,5,7,NA,2,2,2,2,2,3,0,2,2,2,1,2,1,1,1,1,0,0,0,1,0,1,0,1,1,4,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:3052","El Salvador",NA,8,"Santa Ana",NA,32,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",1,1967,47,1,1,14,3,3,2,3,1,2,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,2,2,NA,2,2,2,2,2,1,NA,NA,NA,1,3,3,2,3,4,5,7,3,4,4,NA,6,5,6,3,7,4,4,2,NA,2,4,NA,NA,NA,2,NA,2,3,3,3,3,5,7,1,6,3,2,4,4,4,10,1,1,7,8,2,3,1,1,1,NA,0,0,0,0,0,0,0,0,0,2,4,3,5,5,5,2,5,1,2,2,2,NA,2,NA,0,0,1,1,1,301,4,2,NA,1,3,2,2,4,2,1,2,2,2,2,9,0,NA,NA,1,5,1,4,2,2,4,3,2,4,2,2,5,5,1,2,1,0,1,0,0,0,0,1,1,0,0,1,0,5,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:3053","El Salvador",NA,50,"San Vicente",NA,198,"Urbano","Ciudad mediana",1,1,"Región 3 (Central 2)",2,1959,55,2,1,5,3,2,2,2,1,4,4,4,4,1,1,0,0,0,0,NA,0,NA,NA,NA,2,1,1,2,2,NA,2,1,2,2,1,2,NA,NA,NA,4,3,NA,4,1,3,4,5,5,6,6,NA,5,7,6,6,7,4,6,7,NA,6,5,NA,NA,NA,2,NA,2,2,2,4,3,4,3,4,5,2,2,3,2,4,4,3,7,6,7,6,7,4,5,1,NA,0,0,0,NA,NA,NA,0,NA,0,2,5,5,NA,5,5,5,5,2,NA,2,2,NA,2,NA,1,0,1,1,2,NA,1,2,NA,4,1,2,2,1,2,1,3,2,2,2,6,NA,NA,NA,1,1,5,NA,1,2,4,1,5,1,0,2,2,1,1,2,1,0,1,0,0,1,0,1,1,0,0,1,1,4,2,4,3,2,2,2014,NA,NA,NA,NA,NA
"1:3054","El Salvador",NA,35,"San Salvador",NA,139,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1986,28,2,2,5,1,1,2,2,4,4,4,4,4,2,1,0,0,0,0,1,0,NA,NA,1,2,2,2,2,2,NA,2,1,2,1,2,1,NA,NA,NA,2,3,1,1,1,3,7,7,3,3,3,NA,7,7,3,7,7,7,7,3,NA,7,3,NA,NA,NA,1,NA,3,3,3,2,7,7,7,7,7,2,1,3,3,3,10,8,1,10,10,10,10,10,10,2,NA,0,0,0,NA,0,0,0,NA,0,1,1,1,2,1,5,5,5,2,NA,1,1,1,1,2,1,0,1,1,1,302,2,1,NA,1,2,1,2,10,1,3,3,3,2,2,17,4,NA,NA,2,1,1,2,2,1,2,1,1,3,0,0,2,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,0,3,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:3055","El Salvador",NA,37,"San Salvador",NA,148,"Rural","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1976,38,2,2,1,2,3,2,2,3,3,4,4,4,2,1,0,0,0,0,0,0,NA,NA,1,2,2,2,2,2,NA,1,2,2,2,1,5,NA,NA,NA,1,3,3,4,2,3,6,7,7,7,6,NA,7,7,7,6,7,1,7,7,NA,6,7,NA,NA,NA,2,NA,2,2,2,4,7,1,6,7,1,2,2,3,3,4,10,1,9,10,10,9,10,2,1,2,NA,0,0,0,NA,NA,NA,0,0,0,3,2,3,4,3,5,3,3,2,NA,2,2,NA,2,NA,0,0,1,1,1,301,1,2,NA,3,3,2,2,4,3,3,2,2,2,2,7,NA,NA,NA,1,1,5,NA,1,1,4,2,1,23,7,5,1,5,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,3,1,3,3,2,2,2014,NA,NA,NA,NA,NA
"1:3056","El Salvador",NA,23,"San Salvador",NA,92,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1948,66,1,2,1,3,2,2,3,1,2,4,4,NA,3,1,0,0,0,NA,NA,0,NA,NA,5,2,2,2,2,2,NA,2,2,2,2,2,2,NA,NA,NA,2,2,3,2,2,3,4,7,1,4,4,NA,4,5,1,3,1,1,1,4,NA,2,3,NA,NA,NA,3,NA,2,3,2,2,1,7,7,1,4,2,1,4,4,4,1,1,7,6,2,4,3,10,1,2,NA,0,0,0,NA,NA,NA,NA,0,0,3,1,1,1,3,3,4,4,2,NA,2,1,1,1,2,1,1,1,1,1,302,2,2,NA,4,1,1,2,2,3,3,3,3,2,2,8,1,NA,NA,1,2,1,4,2,2,2,2,3,6,2,3,2,5,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,5,1,2,3,2,1,2014,NA,NA,NA,NA,NA
"1:3057","El Salvador",NA,19,"La Libertad",NA,75,"Urbano","Ciudad mediana",1,1,"Región 2 (Central 1)",2,1961,53,2,1,1,2,3,2,3,1,2,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,1,5,NA,NA,NA,4,3,2,4,3,4,3,4,4,6,3,NA,2,1,1,1,5,4,2,3,NA,1,2,NA,NA,NA,3,NA,2,3,2,5,2,4,2,3,4,3,2,4,4,1,4,9,5,4,3,5,4,1,1,2,NA,0,1,0,NA,0,NA,NA,1,0,1,5,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,1,0,1,2,1,301,1,2,NA,4,NA,2,2,4,3,1,3,3,2,2,9,0,NA,NA,1,5,1,4,2,1,4,3,2,6,0,3,1,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:3058","El Salvador",NA,44,"La Paz",NA,173,"Urbano","Ciudad mediana",1,1,"Región 3 (Central 2)",2,1958,56,2,3,57,2,2,2,3,1,4,4,4,4,2,0,NA,NA,NA,NA,0,1,0,7,NA,2,2,1,2,2,NA,2,2,2,2,2,2,NA,NA,NA,2,3,2,2,3,2,1,7,1,5,1,NA,5,5,5,5,7,1,1,2,NA,4,3,NA,NA,NA,3,NA,2,2,2,4,7,7,6,6,1,3,2,4,4,4,10,1,10,7,10,5,7,1,1,1,NA,0,0,0,0,NA,NA,0,NA,0,1,2,5,5,5,5,5,3,2,NA,2,2,NA,2,NA,1,0,1,2,2,NA,1,2,NA,4,3,2,2,13,NA,2,3,3,2,2,3,0,NA,NA,1,1,6,NA,2,2,3,2,6,3,0,3,1,5,1,2,1,1,1,1,0,0,0,1,1,0,0,1,0,3,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:3059","El Salvador",NA,44,"La Paz",NA,174,"Urbano","Ciudad mediana",1,1,"Región 3 (Central 2)",2,1991,23,1,1,5,2,2,2,2,1,4,4,4,NA,2,1,0,0,0,0,1,0,NA,NA,1,2,2,2,2,1,2,1,2,2,2,1,3,NA,NA,NA,3,2,2,2,3,3,4,4,4,2,7,NA,7,6,3,4,3,2,4,4,NA,4,4,NA,NA,NA,2,NA,2,2,4,2,3,7,7,5,3,2,2,3,3,4,7,1,2,3,3,4,4,4,1,2,NA,0,0,0,0,NA,NA,NA,NA,0,1,1,2,4,4,3,1,4,1,3,2,2,NA,2,NA,1,0,1,1,1,NA,NA,1,NA,3,NA,1,2,10,3,3,3,3,2,2,14,4,NA,NA,1,2,4,NA,2,2,2,3,1,3,0,0,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,4,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:3060","El Salvador",NA,52,"Usulután",NA,207,"Rural","Área rural",1,1,"Región 4 (Oriental)",3,1992,22,1,4,5,2,2,1,3,4,4,1,1,NA,1,1,0,0,1,0,0,0,NA,NA,8,2,2,2,2,2,NA,1,2,2,1,1,2,NA,NA,NA,2,2,1,3,1,4,4,6,3,3,4,NA,2,4,4,5,6,4,2,6,NA,2,3,NA,NA,NA,2,NA,2,2,2,3,3,4,5,3,6,3,1,3,2,1,5,3,2,5,7,3,2,3,1,1,NA,0,0,0,NA,0,NA,0,NA,0,1,3,5,5,5,3,3,5,1,3,2,2,NA,1,3,0,0,1,1,1,NA,6,2,NA,2,3,1,2,4,2,2,3,3,2,2,11,2,NA,NA,2,4,1,4,2,1,2,2,1,4,0,0,1,1,2,2,1,0,1,0,0,0,1,1,1,0,0,1,1,4,2,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:3061","El Salvador",NA,26,"San Salvador",NA,102,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 5 (AMSS)",1,1960,54,2,1,5,3,2,2,3,1,3,4,4,2,3,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,2,1,2,NA,1,2,2,2,2,3,NA,NA,NA,3,3,1,1,3,4,3,7,6,6,1,NA,7,6,1,5,4,1,6,5,NA,7,4,NA,NA,NA,3,NA,3,2,3,6,7,7,7,1,5,3,2,3,4,3,2,1,1,8,9,2,3,7,1,2,NA,0,0,0,NA,0,NA,0,NA,0,1,1,1,3,1,2,1,1,2,NA,1,1,1,1,3,1,0,1,1,1,NA,NA,2,NA,3,1,2,2,4,2,3,3,3,2,2,9,1,NA,NA,1,2,1,2,2,2,2,3,5,2,0,2,2,2,2,2,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,5,3,2,2,2014,NA,NA,NA,NA,NA
