folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1,p2g,p2n,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,p11,p11_1d,p11_1m,P11_1u,p11_2e,p11_2m,P11_2l,P11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18,p18_1,p19e1,P19l1,P19u1,p19e2,P19l2,P19u2,p20e,P20l,P20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,P22_2l,P22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_1_9,p24_1_10,p24_1_11,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29,p29_1,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p34_1,p35es,p35cn,p35cd,p35_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_1_7,p35_2_1_8,p35_2_1_9,p35_2_1_10,p35_2_1_11,p35_3c,p35_3t,p35_4,p35_5,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p51,p51_1_1,p51_1_2,p51_1_3,p51_1_4,p51_1_5,p51_1_6,p51_1_7,p51_1_8,p51_1_9,p51_1_10,p51_1_11,filtro,ponfin3,t3mp1_1,t3mp1_2,t3mp1_3,t3mp1_4,t3mp1_5,t3mp1_6,t3mp2,t3mp3,t3mp4_1,t3mp4_2,t3mp4_3,t3mp4_4,t3mp4_5,t3mp4_6,t3mp4_7,t3mp5,t3mp6_1,t3mp6_2,t3mp6_3,t3mp6_4,t3mp6_5,t3mp6_6,t3mp7
350,2015,2,171504,1,1,1,1,39,1,1,6,2,2,2,2,2,-1,5,1,-1,4,1,1,1,1,5,1,2,-1,1,2,1,2,2,2,1,1,5,502,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,8,6,250,1,2,236,1,1705015,3,2,-2,2,-2,-2,0,3,7,70270001,2,9,999999999,99,9,999999999,99,15,2,2,2,-2,-2,-2,-2,-2,-2,1,1,1,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,50250001,2,2,1,8,4000,3,1,1,2500,3,2,3,0,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48029,4802965000,7,4,2,2,2,1,1,1,2,1,2,2,2,18,2,2,2,48,48029,4802965000,18,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.45334798, , , , , , , , , , , , , , , , , , , , , , , 
351,2015,2,171504,1,1,1,2,24,1,1,3,3,2,2,2,2,-1,6,2,2,3,2,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,1,15,1519,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,8000,3,0,0,97,999999997,97,97,999999997,97,97,999999997,97,25,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,4,8000,3,1,1,8000,3,1,1,0,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48201,4820135000,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,2,2,48,48201,4820135000,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,6.755795052, , , , , , , , , , , , , , , , , , , , , , , 
351,2015,1,221501,1,1,1,1,22,1,1,3,4,2,2,2,2,-1,6,2,2,4,1,2,1,8,1,1,2,-1,3,2,1,2,1,2,1,1,15,1503,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,5,2,-2,1,5000,3,0,3,7,70650001,2,27,270040001,2,30,300390001,2,19,2,2,2,-2,-2,-2,-2,-2,-2,2,1,1,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,2,2,1,8,5000,3,1,1,5000,3,1,1,0,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,2,2,1,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,6,3,2014,1,2015,3,3,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,10.98977578, , , , , , , , , , , , , , , , , , , , , , , 
352,2015,1,221501,1,1,1,2,19,1,1,2,3,2,2,2,2,-1,6,2,2,4,2,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,1,5,501,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,3,2,-2,1,6000,3,0,0,28,280220001,2,30,300280037,2,28,280220001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,2,2,2,-3,9000,3,1,1,9000,3,1,1,0,0,1,2,1,1,2,-2,2,0,-3,-3,-3,0,2,0,48,48215,4821545384,3,3,2,2,2,1,2,2,2,2,2,2,2,40,2,2,2,48,48215,4821545384,40,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,12,2014,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,5.450005827, , , , , , , , , , , , , , , , , , , , , , , 
353,2015,2,171504,1,1,1,1,19,1,1,3,4,2,2,2,1,3,6,2,2,2,1,1,1,8,1,8,3,-2,2,2,1,2,2,2,1,1,5,506,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,815,1,1,2,1,1,1,2,1,2,12,4,1700,1,3,315,1,9999997,3,2,-2,1,3000,3,0,0,9,999999999,99,4,40030001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,17,2,1,4,3500,3,1,2,-2,-2,-2,-2,0,0,1,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,7,3,2,2,2,1,2,2,2,2,2,2,2,7,2,2,1,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.45334798, , , , , , , , , , , , , , , , , , , , , , , 
353,2015,1,221501,1,1,1,1,35,1,1,3,3,2,2,2,2,-1,1,1,-1,3,1,1,1,3,5,1,2,-1,2,2,1,2,2,2,1,1,1,107,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,834,6,2,2,2,2,2,2,2,2,8,6,230,1,2,484,1,1217001,3,2,-2,2,-2,-2,0,0,7,70270001,2,30,300280037,2,7,70890001,2,18,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,4,2,1,1,1200,3,1,2,-2,-2,-2,-2,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48479,4847941464,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,2,2,1,48,48479,4847941464,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.98977578, , , , , , , , , , , , , , , , , , , , , , , 
354,2015,1,221501,1,1,1,1,20,1,1,2,4,2,2,2,1,3,6,2,2,6,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,15,1501,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,6,2,2,2,2,2,2,2,2,8,6,200,1,2,236,1,1705016,3,1,3,1,4500,3,0,0,28,280320001,2,9,999999999,99,28,280320001,2,45,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,30,2,1,4,4500,3,1,1,4500,3,1,2,0,0,5,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,6,3,2,2,2,1,2,2,2,2,2,2,2,1,3,2,1,48,48215,4821545384,1,3,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,10.98977578, , , , , , , , , , , , , , , , , , , , , , , 
355,2015,2,171504,1,1,1,1,26,1,1,5,2,2,2,2,2,-1,6,2,2,4,2,2,1,8,1,1,2,-1,2,2,1,2,2,2,1,1,18,1804,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,140,1,2,111,1,1705099,3,2,-2,2,-2,-2,0,3,7,70650001,2,30,300390001,2,28,280270001,2,23,2,2,2,-2,-2,-2,-2,-2,-2,2,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,2,2,2,2,2,5,280270001,2,2,1,6,4000,1,2,2,-2,-2,-2,-2,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48479,4847941464,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,2,2,2,48,48479,4847941464,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.45334798, , , , , , , , , , , , , , , , , , , , , , , 
355,2015,1,221501,1,1,1,1,31,1,1,6,2,2,2,2,2,-1,6,2,2,4,2,2,1,8,5,1,2,-1,2,2,2,2,2,2,1,1,14,1410,1,-2,-2,-2,-2,-2,-2,-2,7,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705099,3,2,-2,2,-2,-2,0,0,7,70650001,2,19,190390001,2,7,70650001,2,16,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,3,2,1,8,2000,3,2,1,1500,3,2,3,0,7,1,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,0,-4,-4,-4,-4,0,-3,2,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.98977578, , , , , , , , , , , , , , , , , , , , , , , 
356,2015,3,231507,1,1,1,1,20,1,2,3,2,2,2,2,2,-1,6,2,2,9,4,2,1,8,1,1,2,-1,2,2,2,2,2,2,1,1,3,318,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,3,2,-2,1,5000,3,0,0,9,999999999,99,28,280320001,2,9,999999999,99,60,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,9,2,1,8,5000,3,1,1,500,3,2,2,0,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,1,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,24.74088176,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
356,2015,1,221501,1,1,1,1,23,1,1,6,2,2,2,2,2,-1,1,1,-1,4,1,1,8,1,5,1,2,-1,2,2,1,2,2,2,1,1,14,1416,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,834,6,2,2,2,2,2,2,2,2,6,3,1000,1,2,484,1,1705016,3,2,-2,2,-2,-2,0,0,30,300280037,2,28,280380001,2,30,300280037,2,17,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,2,1,4,2000,3,1,2,-2,-2,-2,-2,0,0,0,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,2,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,1,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.98977578, , , , , , , , , , , , , , , , , , , , , , , 
356,2015,2,171504,1,1,1,1,38,1,1,6,2,2,2,2,1,2,1,1,-1,5,2,1,1,3,1,3,1,3,2,2,1,2,2,2,1,1,2,201,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,721,1,2,2,1,1,1,2,1,2,8,6,1200,1,5,332,1,9999997,3,2,-2,2,-2,-2,0,0,28,280270001,2,19,190390001,2,9,999999999,99,30,2,2,2,-2,-2,-2,-2,-2,-2,2,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,3,2,1,1,250,3,2,2,-2,-2,-2,-2,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48479,4847941464,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,5,2,1,48,48141,4814124000,2,5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,3,2005,6,2012,0,0,-3,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.45334798, , , , , , , , , , , , , , , , , , , , , , , 
357,2015,2,171504,1,1,1,1,25,1,1,3,4,2,2,2,2,-1,5,1,-1,4,1,1,1,1,5,1,2,-1,3,2,1,2,2,2,1,1,10,1010,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,6,4,150,1,2,111,1,1705015,3,2,-2,1,2000,3,0,0,5,50250001,2,7,70270001,2,7,70270001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,50250001,3,2,1,2,2000,3,1,2,-2,-2,-2,-2,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48029,4802965000,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,20,2,2,2,48,48029,4802965000,20,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.45334798, , , , , , , , , , , , , , , , , , , , , , , 
357,2015,1,221501,1,1,1,2,28,1,1,2,3,2,2,2,2,-1,5,2,2,3,1,1,5,8,5,1,2,-1,2,2,1,2,2,2,1,1,5,502,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,815,1,1,2,1,1,1,2,2,2,9,5,1200,1,3,315,1,9999997,3,2,-2,2,-2,-2,0,0,28,280320001,2,30,300280037,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,997,97,1,98,999998,98,98,98,999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,5.450005827, , , , , , , , , , , , , , , , , , , , , , , 
357,2015,3,231507,1,1,1,1,27,1,1,3,3,1,2,2,2,-1,6,2,2,6,3,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,6,613,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,3,1,2,2,2,2,2,2,2,6,5,0,0,0,111,1,1705099,3,2,-2,2,-2,-2,0,0,19,190390001,2,28,280270001,2,28,280270001,2,6,2,1,-2,28,28027,280270001,2,712,236,1,1,1,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,2,2,2,1,2,2,5,280270001,4,2,1,4,2000,3,1,2,-2,-2,-2,-2,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48479,4847941464,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,2,2,2,48,48479,4847941464,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,24.74088176,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
358,2015,3,231507,1,1,1,2,39,1,1,1,3,2,2,2,2,-1,1,1,-1,8,1,1,8,3,5,1,2,-1,3,2,2,2,2,2,1,1,5,501,2,-2,-2,-2,-2,-2,-2,-2,98,98,98,98,98,98,998,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,998,1,1705099,3,2,-2,2,-2,-2,0,0,7,70650001,2,28,280320001,2,28,280320001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,2,2,2,2,5,280320001,5,2,1,1,20000,1,1,2,-2,-2,-2,-2,0,0,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48479,4847941464,4,4,2,2,2,1,2,2,2,2,2,2,2,10,2,2,1,48,48479,4847941464,10,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,14.491906,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
358,2015,2,171504,1,1,1,1,21,1,1,5,2,2,2,2,2,-1,6,2,2,8,1,2,1,8,1,1,2,-1,2,2,2,2,2,2,1,1,3,301,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705015,3,2,-2,2,-2,-2,0,3,7,70650001,2,11,110070001,2,19,190390001,2,9,4,1,-2,19,19039,190390001,2,511,722,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,2,1,2,5,50250001,2,3,1,2,800,3,2,2,-2,-2,-2,-2,0,0,0,2,1,1,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48029,4802965000,3,3,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,48,48029,4802965000,2,4,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,2,2015,0,0,-3,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,10.45334798, , , , , , , , , , , , , , , , , , , , , , , 
359,2015,2,171504,1,1,1,2,33,1,1,6,2,2,2,2,2,-1,5,1,-1,3,1,2,1,3,1,1,2,-1,2,2,1,2,2,2,1,1,6,601,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,411,6,2,2,2,2,2,2,2,2,6,4,500,1,2,463,1,9999997,3,2,-2,1,7000,3,0,0,28,280320001,2,7,70270001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,2,2,2,1,2,2,5,280320001,15,2,1,3,7000,3,1,2,-2,-2,-2,-2,0,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,45,2,2,2,48,48215,4821545384,45,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,6.755795052, , , , , , , , , , , , , , , , , , , , , , , 
359,2015,3,231507,1,1,1,1,18,1,1,3,3,2,2,2,1,3,5,1,-1,3,1,1,3,1,5,1,2,-1,2,2,1,2,2,2,1,1,5,502,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,300,1,2,111,1,1705015,3,2,-2,1,6500,3,8,0,9,999999999,99,21,211140001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,998,98,1,4,6500,3,1,1,6500,3,1,2,0,0,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,4,2,2,2,1,2,2,2,2,2,2,2,7,2,2,1,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,24.74088176,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
360,2015,3,231507,1,1,1,2,23,1,1,3,4,2,2,2,1,3,6,2,2,4,1,2,1,8,1,8,3,-2,2,2,1,2,2,2,1,1,18,1804,1,-2,-2,-2,-2,-2,-2,-2,2,4,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1305024,3,2,-2,1,6000,3,8,0,28,280320001,2,9,999999999,99,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,1,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,12,2,1,4,6000,3,1,1,1000,3,2,2,0,0,5,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,2,1,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,14.491906,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
361,2015,2,151504,1,1,1,1,43,1,1,1,3,2,2,2,2,-1,6,2,2,4,3,2,1,8,1,8,3,-2,2,2,1,2,2,2,1,1,18,1804,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,7,4,100,1,2,111,1,1215013,3,2,-2,2,-2,-2,0,0,7,70890001,2,28,280380001,2,28,280380001,2,18,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,2,1,3,3000,3,1,1,2500,3,2,1,0,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,40,2,2,2,48,48215,4821545384,40,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2006,3,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,21.64883842, , , , , , , , , , , , , , , , , , , , , , , 
