folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
1005,2017,3,11709,1,1,1,1,37,1,2,3,-2,2,2,2,2,-3,6,2,2,5,2,2,1,0,1,1,2,-7,2,2,1,2,2,2,2,8,801,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1705016,3,2,-19,1,6500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280320001,2,28,280320001,2,18,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,6500,3,1,1,6500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,3,4,2,1,2,4,48,48215,4821545384,3,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,36.76750713
1006,2017,3,11709,1,1,1,1,30,1,2,3,-2,2,2,2,2,-3,6,2,2,6,2,2,1,0,5,1,2,-7,2,2,1,2,2,2,2,7,714,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,9,90030001,2,25,250060001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,269999999,3,2,1,3,1,7000,3,1,1,7000,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,6,6037,603744000,3,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,13,2,2,1,2,4,6,6037,603744000,13,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,36.76750713
1009,2017,3,11709,1,1,1,1,31,1,3,2,-2,2,2,2,2,-3,1,1,-4,3,1,1,1,1,5,1,2,-7,2,2,1,2,2,2,2,17,1709,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,9999997,3,2,-19,2,-20,-20,1,1,2,1,1,1,1,2,1,2,2,1,1,2,30,301930001,2,28,280320001,2,98,999999998,98,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,36.76750713
1010,2017,3,11709,1,1,1,2,22,1,6,1,1,2,2,2,2,-3,6,2,2,5,1,2,1,0,1,0,-6,-6,2,2,1,2,2,2,2,5,504,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,6,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,4,1,1705015,3,2,-19,1,8000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,28,280220001,2,28,280220001,2,28,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280220001,4,2,1,4,2,-29,-29,-29,-29,8000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,23.62137745
1011,2017,3,11709,1,1,1,2,25,1,3,3,-2,2,2,2,1,3,6,2,2,9,4,2,1,0,1,1,2,-7,2,1,1,2,1,2,2,8,801,2,-12,-12,-12,-12,-12,-12,-12,555,5,2,6,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1705099,3,2,-19,1,7500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,30,300390001,2,28,280270001,2,23,2,2,2,-22,-22,-22,-22,-22,-22,1,2,1,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,5,2,1,4,1,3000,3,2,2,7500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48479,4847941464,6,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3,1,1,2,4,48,48479,4847941464,3,3,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,23.62137745
1012,2017,3,11709,1,1,1,1,26,1,6,1,1,2,2,2,1,3,6,2,2,4,2,1,1,0,5,1,2,-7,2,2,2,2,2,2,2,3,306,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,6,2,2,2,2,2,2,2,2,6,5,200,1,2,111,2,1,96,1,1705099,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,240200196,1,28,280320001,2,28,280320001,2,2,4,2,2,-22,-22,-22,-22,-22,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,1,2,2,2,2,1,280320001,9,2,1,6,1,6000,3,2,3,6000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,1,0,-34,-34,-34,0,1,22,22121,9999999997,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,1,1,2,4,22,22121,9999999997,5,5,1,721,10,6,22,3,1,811,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,24,200,2,96,1,0,-45,-45,-45,-45,3,3,2005,5,2012,0,0,-51,3,1,2,1,36.76750713
1013,2017,3,11709,1,1,1,2,42,1,5,1,1,2,2,2,1,3,6,2,2,6,4,2,1,0,5,1,2,-7,2,2,2,2,2,2,2,5,512,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,815,1,2,2,1,1,1,2,1,2,8,6,600,1,3,315,2,1,96,1,9999997,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,1,28,280320001,2,28,280270001,2,28,280320001,2,30,2,2,2,-22,-22,-22,-22,-22,-22,1,1,1,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,998,98,1,4,1,3000,3,2,3,6000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,6,1,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,5,1,1,1,2,48,48215,4821545384,2,5,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,11,10,1998,3,2015,1,1,0,10,1,2,1,23.62137745
1086,2017,3,61709,1,1,1,1,24,1,6,1,1,2,2,2,2,-3,6,2,2,4,3,2,1,0,1,0,-6,-6,2,2,2,2,2,2,2,15,1501,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1705015,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,1,30,300390001,2,25,999999997,97,26,260170001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,1,2,2,2,5,260700001,2,2,1,1,2,-29,-29,-29,-29,500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,4,4013,401355000,6,1,4,1,2,2,1,1,1,2,1,2,2,2,2,2,1,3,4,1,1,2,4,4,4013,401355000,3,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,3,2015,5,2017,0,0,-51,3,1,2,1,39.8892766
1087,2017,3,61709,1,1,1,1,32,1,3,1,1,2,2,2,1,3,5,1,-4,3,1,1,1,3,5,3,1,2,2,2,2,2,2,2,5,-10,-10,-10,-10,-10,-10,-10,8,8031,803120000,15,4,1,-14,1,-16,712,6,2,2,2,2,2,2,2,2,13,6,200,3,2,236,2,1,96,1,1217001,3,2,-19,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,300390001,2,30,301740001,2,30,300390001,2,9,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,4,1,500,3,2,2,6500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,8,8031,803120000,3,4,3,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,1,1,2,4,8,8031,803120000,15,5,98,998,98,98,99998,98,98,998,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,15,500,4,5,1,0,-45,-45,-45,-45,2,2,2003,98,2003,0,0,-51,2,1,2,1,39.8892766
1088,2017,3,61709,1,1,1,2,20,1,3,3,-2,2,2,2,2,-3,6,2,2,4,1,2,1,0,5,0,-6,-6,2,2,1,2,2,2,2,3,314,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,9999997,3,2,-19,1,7000,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,28,280320001,2,7,70270001,2,28,280320001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,2,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,4,2,-29,-29,-29,-29,7000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,9,2,1,1,2,4,48,48215,4821545384,9,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2017,8,2017,0,0,-51,2,2,2,1,25.6269661
1091,2017,3,61709,1,1,1,1,22,1,3,2,-2,2,2,2,2,-3,6,2,2,7,2,2,1,0,1,0,-6,-6,2,2,1,2,2,2,2,18,1801,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,2,1,1705016,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,1,2,2,7,70650001,2,30,301930001,2,26,260040001,1,26,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,2,2,1,4,2,-29,-29,-29,-29,15000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,4,4013,401355000,4,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,11,2,2,1,2,4,4,4013,401355000,11,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,39.8892766
1092,2017,3,61709,1,1,1,1,27,1,3,3,-2,2,2,2,2,-3,6,2,2,6,2,2,1,0,5,0,-6,-6,2,2,1,2,2,2,2,3,313,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1705016,3,2,-19,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,28,280220001,2,30,300390001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,1,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,4,1,6000,3,1,1,6000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,16,2,2,1,2,4,48,48215,4821545384,16,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,39.8892766
1115,2017,3,81709,1,1,1,1,27,1,2,2,-2,2,2,2,2,-3,6,2,2,7,2,2,1,0,5,1,2,-7,2,2,1,2,1,2,2,2,210,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,1,2,2,2,2,2,2,2,2,9,6,250,1,2,236,2,1,96,1,1705016,3,2,-19,1,7000,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,27,270170001,2,30,300390001,2,24,240280001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,2,2,1,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,3,1,7000,3,1,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,12,2,2,1,2,4,48,48215,4821545384,12,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,40.67760222
1116,2017,3,81709,1,1,1,1,28,1,2,3,-2,2,2,2,1,2,6,2,2,1,-5,-5,3,0,5,0,-6,-6,2,2,1,2,1,2,2,2,204,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,4,1,1705016,3,2,-19,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,300390001,2,19,190390001,2,30,301930001,2,23,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,2,1,3,1,7000,3,1,1,7100,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-32,1,1,3,-35,1,0,1,48,48215,4821545384,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,21,2,1,1,2,4,48,48215,4821545384,21,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,40.67760222
1117,2017,3,81709,1,1,1,1,21,1,2,2,-2,2,2,2,1,3,6,2,2,1,-5,-5,1,0,5,1,2,-7,2,2,1,2,2,2,2,6,610,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70650001,2,27,270170001,2,28,280220001,2,27,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280220001,2,2,1,3,1,5000,3,5,1,6000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,48,48061,4806110768,3,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,10,2,2,1,2,4,48,48061,4806110768,10,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,40.67760222
1118,2017,3,81709,1,1,1,1,27,1,3,3,-2,2,2,2,2,-3,6,2,2,8,2,2,1,0,1,0,-6,-6,2,2,1,2,2,2,2,2,210,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,6,2,2,2,2,2,2,2,2,7,6,120,1,2,111,2,1,96,1,1312047,3,2,-19,1,6500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,19,190390001,2,28,280270001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,3,2,1,3,1,6500,3,1,1,6500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48479,4847941464,4,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,11,2,2,1,2,4,48,48215,4821545384,11,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2011,8,2017,0,0,-51,2,1,2,1,40.67760222
1119,2017,3,81709,1,1,1,1,59,1,2,1,2,2,2,2,2,-3,6,2,2,6,3,2,1,0,1,0,-6,-6,2,2,1,2,2,2,2,16,1619,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1705016,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,1,2,2,30,301930001,2,7,70270001,2,28,280320001,2,29,2,2,2,-22,-22,-22,-22,-22,-22,1,1,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,3000,3,2,3,3200,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,23,2,2,1,2,4,48,48215,4821545384,23,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,3,2006,8,2017,0,0,-51,1,-52,-52,1,40.67760222
1122,2017,3,81709,1,1,1,1,28,1,3,2,-2,2,2,2,1,3,1,1,-4,3,1,1,1,3,1,3,2,-7,2,2,1,2,2,2,2,5,502,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1705099,3,2,-19,1,8000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,28,280220001,2,28,280220001,2,29,2,2,2,-22,-22,-22,-22,-22,-22,1,2,1,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,4,2,-29,-29,-29,-29,8000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,40.67760222
1123,2017,3,81709,1,1,1,1,23,1,6,1,1,2,2,2,1,3,1,1,-4,4,1,1,1,3,1,0,-6,-6,2,2,1,2,1,2,5,-10,-10,-10,-10,-10,-10,-10,22,22071,2207155000,4,4,1,-14,1,-16,264,6,2,2,2,2,2,2,2,2,8,6,200,3,2,238,2,1,96,1,9999997,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,1,24,240280001,2,28,280320001,2,28,280320001,2,3,4,2,2,-22,-22,-22,-22,-22,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,1,2,2,2,5,280320001,45,2,1,4,1,2200,3,2,3,2200,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-32,0,-33,-33,-33,-33,-33,-33,22,22071,2207155000,2,2,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,4,1,1,2,4,22,22071,2207155000,4,5,98,998,98,98,99998,98,98,998,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,12,50,4,96,1,0,-45,-45,-45,-45,1,-48,-48,4,2013,0,0,-51,1,-52,-52,1,40.67760222
