"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:1761","Honduras",1447,2107,"Choluteca",NA,242,"Rural","Área rural",1,0.8930265,"Sur",3,1989,22,1,1,NA,2,2,1,1,1,2,1,1,1,2,1,1,1,1,4,4,4,NA,4,NA,2,4,1,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,3,3,4,2,4,2,1,3,3,7,1,3,4,7,2,4,3,5,5,4,4,4,4,2,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,NA,7,7,7,7,7,7,2,1,10,1,1,10,10,10,10,1,1,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,13,2,1,1,1,4,NA,1,2,3,3,NA,6,NA,0,2,5,2,1,0,1,1,0,1,1,0,0,1,1,1,0,0,NA,8,1,6,4,NA,1,2012,NA,NA,NA
"1:1762","Honduras",239,204,"Comayagua",NA,40,"Urbano","Ciudad mediana",1,1.214346,"Central B",2,1988,23,2,2,NA,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,3,4,3,3,4,4,4,NA,3,6,2,2,2,2,1,3,1,1,1,1,NA,4,NA,NA,1,4,5,2,1,1,1,2,1,7,1,1,1,5,5,1,3,3,1,NA,3,3,2,2,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,3,4,3,3,3,3,3,NA,6,2,4,4,5,4,3,2,4,2,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,1,NA,NA,NA,NA,NA,12,NA,NA,NA,2,1,2,2,2,2,2,NA,7,NA,0,1,5,5,1,1,1,0,0,1,1,1,1,1,0,1,0,1,NA,3,1,2,4,NA,2,2012,NA,NA,NA
"1:1763","Honduras",1384,4082,"Gracias a Dios",NA,231,"Rural","Área rural",1,0.986648,"Norte C + Oriental B",3,1979,32,1,1,22,3,1,2,1,1,2,2,NA,NA,NA,NA,NA,1,3,4,3,1,NA,4,NA,2,10,2,2,2,2,2,NA,2,1,0,1,NA,3,NA,NA,4,3,4,5,4,5,3,4,5,7,7,3,7,5,6,4,5,5,5,4,3,2,3,1,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,3,4,NA,5,5,7,1,5,7,NA,NA,8,3,5,5,1,3,4,6,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,1,2,NA,NA,14,NA,3,2,1,1,1,2,2,2,1,NA,4,NA,2,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,NA,5,2,7,4,NA,1,2012,NA,NA,NA
"1:1764","Honduras",606,409,"Cortés",NA,101,"Urbano","Ciudad pequeña",1,0.7869573,"Norte A",3,1990,21,2,1,13,2,2,2,2,NA,2,1,2,1,2,1,1,3,1,4,4,4,4,4,NA,3,5,2,1,1,2,1,NA,2,NA,1,1,NA,2,NA,NA,2,4,4,4,1,3,3,3,3,7,5,5,3,7,7,3,1,4,4,2,2,5,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,2,2,NA,4,4,4,3,4,5,NA,NA,4,5,3,4,4,3,2,1,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,16,NA,5,1,1,1,2,2,2,2,2,NA,7,NA,0,1,4,5,1,0,1,1,1,1,0,1,1,1,0,1,0,1,NA,2,1,2,4,NA,2,2012,NA,NA,NA
"1:1765","Honduras",220,201,"Comayagua",NA,37,"Rural","Área rural",1,0.571308,"Central B",2,1992,19,2,2,4,2,2,2,2,NA,2,1,2,2,2,1,1,4,1,1,4,4,4,4,NA,1,NA,2,1,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,4,3,3,2,1,2,2,4,7,3,1,4,7,7,1,1,4,2,1,3,1,1,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,1,7,4,1,4,5,NA,NA,1,5,10,5,3,NA,4,1,NA,1,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,2,2,NA,NA,3,NA,NA,3,NA,2,1,1,1,4,2,2,3,2,NA,6,NA,0,3,5,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,5,1,4,4,NA,2,2012,NA,NA,NA
"1:1766","Honduras",856,7032,"Yoro",NA,143,"Urbano","Ciudad grande",1,0.9847718,"Norte B",1,1968,43,1,1,19,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,3,4,4,NA,4,NA,3,1,2,1,1,2,1,1,2,1,0,0,NA,2,NA,NA,4,4,4,3,5,1,3,3,1,7,3,3,1,7,7,7,1,5,1,1,1,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,1,NA,7,7,7,7,1,7,NA,NA,1,1,1,1,1,1,1,1,NA,2,1,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,2,2,2,1,NA,1,NA,NA,NA,5,NA,5,1,1,7,NA,2,2,1,2,NA,8,NA,5,2,5,5,1,1,1,1,0,0,0,1,0,0,NA,1,0,0,NA,8,1,7,4,NA,1,2012,NA,NA,NA
"1:1767","Honduras",1560,505,"Atlántida",NA,260,"Rural","Área rural",1,0.8960258,"Norte B",3,1949,63,2,2,13,3,3,1,2,NA,3,2,NA,NA,NA,NA,NA,3,2,4,2,3,4,4,NA,2,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,2,NA,7,6,6,6,5,NA,7,5,NA,6,7,5,7,5,6,NA,5,6,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,3,2,3,NA,7,7,3,4,3,7,NA,NA,8,7,7,NA,NA,NA,NA,1,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,2,NA,NA,NA,NA,NA,3,NA,5,1,5,5,NA,2,2,4,3,NA,7,NA,5,2,5,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,NA,7,1,5,4,NA,2,2012,NA,NA,NA
"1:1768","Honduras",1323,1807,"El Paraíso",NA,221,"Rural","Área rural",1,0.9078682,"Oriental A",3,1977,34,1,1,NA,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,3,2,4,4,4,NA,4,NA,2,7,2,2,1,2,2,NA,2,2,0,0,NA,2,NA,NA,4,4,4,3,3,4,3,4,4,7,7,3,2,7,4,3,4,4,3,4,5,3,4,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,2,NA,5,6,3,1,4,7,NA,2,6,5,4,4,5,5,5,3,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,2,NA,NA,NA,NA,NA,3,0,2,1,1,1,4,2,2,3,3,NA,5,NA,2,2,5,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,6,2,5,4,NA,1,2012,NA,NA,NA
"1:1769","Honduras",534,405,"Cortés",NA,89,"Urbano","Ciudad pequeña",1,1.406864,"Norte A",2,1964,47,2,1,4,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,NA,2,4,2,1,1,NA,2,NA,2,2,1,1,NA,2,NA,NA,2,1,4,4,5,4,5,5,4,5,5,6,4,4,5,4,5,5,5,5,5,5,5,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,NA,3,2,4,2,3,3,NA,NA,3,5,3,4,3,4,3,2,NA,2,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,2,NA,3,NA,NA,NA,12,NA,5,3,1,3,NA,2,2,2,2,NA,6,NA,4,2,5,2,0,0,1,0,0,0,0,1,1,0,NA,1,0,1,NA,6,1,2,4,NA,2,2012,NA,NA,NA
"1:1770","Honduras",1671,1908,"Olancho",NA,279,"Rural","Ciudad pequeña",1,0.9078682,"Oriental A",3,1937,75,1,2,NA,2,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,4,4,2,1,1,2,2,NA,1,1,0,1,NA,4,NA,NA,NA,4,4,4,3,4,3,4,4,7,6,3,5,NA,7,5,5,3,4,5,4,3,2,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,3,NA,5,5,5,3,4,6,3,2,5,3,3,4,3,4,4,NA,3,2,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,3,NA,NA,NA,NA,NA,3,0,2,1,2,1,4,2,2,3,3,NA,6,NA,7,1,5,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,NA,3,2,5,4,NA,1,2012,NA,NA,NA
"1:1771","Honduras",1624,1105,"Lempira",NA,271,"Rural","Área rural",1,0.8764808,"Occidental",3,1987,25,1,2,13,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,2,4,4,4,NA,4,NA,1,NA,2,NA,NA,NA,2,NA,2,1,0,0,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2,2,4,1,NA,NA,NA,NA,NA,0,NA,4,1,1,1,4,2,NA,2,2,NA,3,NA,0,2,5,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,8,1,7,4,NA,1,2012,NA,NA,NA
"1:1772","Honduras",124,1016,"Francisco Morazán",NA,21,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,1977,34,1,1,5,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,3,4,4,NA,4,NA,2,6,2,1,1,2,1,1,2,1,1,0,NA,2,NA,NA,2,4,3,5,2,3,3,3,1,7,6,4,5,7,7,2,3,3,3,3,1,3,3,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,2,2,NA,1,7,5,4,7,6,NA,NA,5,5,1,5,4,4,3,4,NA,1,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,1,1,2,3,3,NA,2,1,NA,NA,15,NA,3,1,2,1,1,2,NA,NA,2,NA,3,NA,1,2,4,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:1773","Honduras",371,4013,"Cortés",NA,62,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1958,53,1,1,NA,1,3,2,2,NA,3,2,NA,NA,NA,NA,NA,2,2,4,4,NA,NA,4,NA,3,10,2,2,2,2,2,NA,2,1,1,1,NA,2,NA,NA,1,3,5,3,1,3,3,5,4,6,4,4,4,3,6,5,5,5,3,4,2,6,6,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,NA,2,4,3,3,2,5,2,2,4,5,7,4,6,5,10,4,2,2,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,2,2,4,1,NA,NA,NA,NA,NA,3,0,4,NA,1,1,2,2,2,3,3,NA,3,NA,1,3,4,1,1,1,1,0,0,1,0,1,0,0,NA,1,0,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:1774","Honduras",910,704,"Yoro",NA,152,"Rural","Área rural",1,0.8960258,"Norte B",3,1976,35,1,1,18,3,2,2,2,NA,4,1,1,1,1,2,1,4,1,4,4,3,NA,4,NA,1,1,2,1,1,2,2,NA,2,2,1,0,NA,1,NA,NA,4,4,5,7,1,1,7,1,7,7,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,NA,1,7,7,1,7,7,NA,NA,10,10,1,1,1,1,1,1,NA,2,1,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,6,NA,1,1,1,1,4,2,2,1,2,NA,4,NA,2,2,5,5,1,0,1,0,0,0,0,1,1,0,NA,1,0,0,NA,9,1,7,4,NA,1,2012,NA,NA,NA
"1:1775","Honduras",1347,1902,"Olancho",NA,225,"Urbano","Ciudad mediana",1,1.122898,"Oriental A",2,1980,31,1,1,NA,2,3,1,1,0,4,1,1,2,1,1,1,1,1,2,2,4,NA,4,NA,1,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,4,3,4,2,4,2,4,2,7,5,2,1,1,7,2,2,5,1,1,1,1,1,1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,3,2,3,NA,NA,3,7,1,4,7,3,1,10,1,5,6,10,10,10,1,1,1,1,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,4,4,1,1,2,1,1,2,NA,3,1,NA,5,NA,3,1,5,2,1,1,1,1,0,1,0,0,0,0,NA,1,0,0,NA,2,1,6,4,NA,1,2012,NA,NA,NA
"1:1776","Honduras",12,1011,"Francisco Morazán",NA,2,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,1961,50,1,1,13,2,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,2,2,1,2,1,NA,1,NA,1,1,2,1,1,2,2,NA,2,1,0,0,NA,2,NA,NA,3,3,1,1,1,4,4,3,5,6,4,4,4,4,3,7,5,3,3,5,4,3,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,NA,1,2,3,5,3,2,NA,NA,1,3,1,6,4,3,6,2,NA,2,1,1,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,2,1,NA,NA,10,NA,NA,2,NA,1,NA,2,1,4,3,NA,5,NA,4,2,5,5,1,0,1,0,0,0,0,1,1,0,NA,1,0,1,NA,4,1,6,4,NA,1,2012,NA,NA,NA
"1:1777","Honduras",1098,140502,"Copán",NA,183,"Rural","Área rural",1,0.6693614,"Occidental",2,1951,60,2,2,11,3,3,2,2,NA,2,1,1,1,1,1,1,3,4,4,4,4,4,4,NA,3,10,2,2,2,1,2,NA,2,1,0,0,NA,3,NA,NA,4,4,4,4,4,4,4,4,4,7,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,NA,7,7,7,1,2,7,NA,NA,3,10,10,4,4,4,3,1,NA,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,NA,2,NA,NA,8,NA,5,NA,4,5,NA,2,2,2,2,NA,4,NA,4,1,5,1,1,0,1,1,1,1,0,1,1,0,NA,1,1,0,NA,3,2,5,4,NA,2,2012,NA,NA,NA
"1:1778","Honduras",1687,2107,"Choluteca",NA,282,"Rural","Área rural",1,0.8930265,"Sur",3,1988,23,1,2,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,1,4,4,NA,4,NA,2,7,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,4,4,1,1,1,2,1,1,2,7,1,1,1,7,6,1,2,2,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,NA,7,7,NA,1,NA,NA,NA,2,10,1,1,1,1,1,1,1,1,2,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,1,4,1,NA,NA,NA,NA,NA,6,0,2,1,1,1,4,2,2,3,3,NA,4,NA,1,2,5,4,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,NA,6,2,5,4,NA,1,2012,NA,NA,NA
"1:1779","Honduras",540,405,"Cortés",NA,90,"Rural","Área rural",1,0.6671109,"Norte A",2,1952,59,2,1,4702,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,NA,4,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,3,2,4,3,4,3,3,4,5,4,2,6,5,6,6,6,5,3,4,4,5,5,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,3,2,3,4,2,3,NA,NA,5,4,4,3,3,4,4,4,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,3,NA,2,2,NA,NA,11,NA,NA,NA,1,2,2,2,2,3,2,NA,12,NA,5,2,5,5,1,1,1,0,1,0,0,0,0,0,NA,1,0,0,NA,6,1,2,4,NA,2,2012,NA,NA,NA
"1:1780","Honduras",313,4011,"Cortés",NA,53,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1991,20,2,1,NA,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,2,10,2,2,2,2,2,NA,2,1,0,0,NA,2,NA,NA,3,2,5,5,6,5,4,5,5,7,5,5,2,6,4,2,3,7,5,5,4,3,7,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,2,NA,5,5,6,3,3,4,3,2,5,4,4,6,6,6,6,6,8,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,12,0,1,1,1,5,NA,2,NA,1,2,NA,4,NA,0,2,2,4,1,0,1,0,0,1,0,1,0,1,0,1,1,0,NA,5,2,5,4,NA,2,2012,NA,NA,NA
"1:1781","Honduras",1117,907,"Intibucá",NA,187,"Urbano","Ciudad pequeña",1,1.283405,"Occidental",2,NA,20,2,3,NA,2,3,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,4,5,2,2,2,2,1,1,2,2,0,0,NA,3,NA,NA,4,1,4,4,5,3,4,4,3,2,2,2,2,2,7,2,2,2,2,2,2,3,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,NA,5,4,2,2,2,7,3,2,10,5,1,2,5,4,5,4,5,2,0,1,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,1,3,1,NA,NA,NA,NA,NA,12,3,2,1,1,1,2,2,1,3,3,NA,5,NA,1,2,3,5,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,NA,5,2,5,4,NA,2,2012,NA,NA,NA
"1:1782","Honduras",550,405,"Cortés",NA,92,"Rural","Área rural",1,0.6671109,"Norte A",2,1984,28,2,1,14,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,1,4,4,4,4,NA,3,5,2,1,2,2,2,NA,2,2,0,0,NA,2,NA,NA,1,3,4,4,3,3,6,4,4,7,3,3,2,5,6,3,4,2,2,4,3,4,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,2,NA,3,7,4,4,3,7,NA,NA,4,3,3,4,3,5,4,3,NA,1,0,0,0,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,1,1,2,3,3,NA,2,2,NA,NA,10,NA,2,1,1,1,1,2,2,2,2,NA,3,NA,1,2,2,2,1,1,1,0,1,1,0,1,1,0,NA,1,0,1,NA,4,1,4,4,NA,2,2012,NA,NA,NA
"1:1783","Honduras",458,40201,"Cortés",NA,77,"Urbano","Ciudad mediana",1,1.04373,"Norte A",1,1993,18,1,2,12,3,3,2,2,NA,3,1,2,2,2,2,2,4,4,4,4,4,NA,4,NA,1,NA,2,1,1,2,1,NA,2,2,0,0,NA,2,NA,NA,3,3,2,6,7,5,5,5,3,7,3,6,5,7,4,5,5,5,5,5,5,5,5,5,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,5,6,5,2,2,7,NA,NA,4,10,10,5,5,5,5,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,3,NA,1,1,NA,NA,12,NA,2,2,1,4,NA,1,2,2,1,NA,4,NA,0,2,1,4,1,0,1,0,0,1,0,1,1,1,1,1,1,0,NA,6,2,5,4,NA,1,2012,NA,NA,NA
"1:1784","Honduras",1623,1105,"Lempira",NA,271,"Rural","Área rural",1,0.8764808,"Occidental",3,1993,18,2,3,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,NA,1,NA,2,NA,NA,NA,2,NA,2,2,NA,0,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,0,NA,3,2,1,5,NA,2,2,NA,NA,NA,6,NA,0,1,5,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,4,1,7,4,NA,2,2012,NA,NA,NA
"1:1785","Honduras",884,7033,"Yoro",NA,148,"Rural","Área rural",1,1.086293,"Norte B",1,1940,71,2,2,13,3,3,2,1,0,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,3,NA,2,1,1,2,2,NA,2,2,1,0,NA,2,NA,NA,3,2,6,5,4,4,4,5,NA,7,7,6,3,7,7,4,6,5,4,4,5,4,NA,NA,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,3,3,7,NA,NA,9,6,1,6,4,4,NA,1,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,3,NA,3,2,NA,NA,2,NA,2,1,1,5,NA,2,2,3,3,NA,9,NA,5,2,5,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,5,1,3,4,NA,2,2012,NA,NA,NA
"1:1786","Honduras",294,301,"La Paz",NA,49,"Urbano","Ciudad pequeña",1,0.8990247,"Central B",3,1965,47,1,1,13,2,2,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,4,6,2,NA,2,2,2,NA,2,1,1,0,NA,2,NA,NA,3,3,4,3,6,5,4,3,3,4,3,3,3,5,4,3,4,3,5,4,5,5,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,3,3,NA,3,3,6,4,2,3,NA,NA,6,4,10,4,4,5,3,3,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,4,NA,NA,1,NA,NA,4,NA,2,1,5,1,5,2,2,2,2,NA,NA,NA,2,2,5,5,0,0,1,0,0,1,1,1,1,0,NA,1,0,1,NA,6,1,2,4,NA,1,2012,NA,NA,NA
"1:1787","Honduras",598,408,"Cortés",NA,100,"Urbano","Ciudad mediana",1,1.406864,"Norte A",2,1978,33,2,2,13,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,3,2,4,4,4,4,4,NA,4,7,2,2,1,2,1,2,2,2,0,0,NA,2,NA,NA,2,2,5,3,3,3,2,1,2,7,7,2,3,7,5,2,NA,2,2,1,1,2,3,3,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,NA,2,NA,6,6,2,2,NA,7,NA,NA,6,3,6,6,4,3,2,4,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,NA,NA,NA,1,NA,NA,12,NA,2,1,1,1,1,2,2,2,3,NA,7,NA,0,2,5,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,1,NA,4,2,5,4,NA,2,2012,NA,NA,NA
"1:1788","Honduras",737,603,"Colón",NA,123,"Urbano","Ciudad pequeña",1,1.161738,"Norte B",3,1950,61,1,2,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,2,NA,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,3,2,4,4,5,5,5,5,2,7,3,4,4,7,7,4,4,4,4,3,4,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,2,3,3,2,2,4,2,2,4,5,4,6,6,5,6,4,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,2,1,2,2,1,5,NA,1,2,3,2,NA,5,NA,6,2,5,1,1,0,0,0,0,0,0,1,0,0,NA,1,0,1,NA,4,1,3,4,NA,1,2012,NA,NA,NA
