folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19e1,p19l1,p19u1,p19e2,p19l2,p19u2,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
338,2016,4,211610,1,1,1,2,19,1,6,1,1,1,1,2,2,-1,6,2,2,4,1,2,5,0,1,0,-1,-1,2,2,2,2,2,1,1,9,909,1,-2,-2,-2,-2,-2,-2,-2,555,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1312047,3,2,-2,1,55000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,30,301930001,2,28,280320001,2,27,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,20,2,1,3,15000,1,1,1,55000,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-2,7,0,-3,-3,-3,0,7,48,48215,4821545384,6,2,2,2,2,2,2,2,2,7,2,2,2,2,48,48215,4821545384,7,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,11.57695115
339,2016,3,201607,1,1,1,1,32,1,3,3,-1,2,2,2,1,3,6,1,-1,1,-1,-1,1,0,5,0,-1,-1,3,2,2,2,2,1,1,1,101,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,5000,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,30,301930001,2,12,120610001,2,28,280220001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,1,3,1,2,5000,3,1,1,5000,3,6,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,97,97,2,-2,10,2,3,-4,5,0,10,97,99997,9999999997,4,2,2,2,2,2,2,2,2,4,5,1,1,1,6,6071,607100296,4,5,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2003,8,2012,0,0,-3,2,1,2,1,24.03059903
339,2016,4,211610,1,1,1,2,23,1,4,1,1,2,2,2,2,-1,1,2,1,4,1,2,1,3,1,1,2,-2,3,2,2,2,2,1,1,18,1805,1,-2,-2,-2,-2,-2,-2,-2,555,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1305024,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,30,301930001,2,28,280320001,2,14,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,4,1500,2,1,1,1100,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-2,7,0,-3,-3,-3,0,7,48,48215,4821545384,4,3,2,2,2,2,2,2,2,3,2,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,1,1,1,1,-3,-3,1,11.57695115
340,2016,3,201607,1,1,1,1,22,1,3,3,-1,2,2,2,1,3,6,2,2,3,2,1,1,0,1,0,-1,-1,2,2,2,2,2,1,1,9,920,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,4,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,8,80190001,2,8,80370001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,80370001,3,1,2,-3,3000,1,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,-2,0,-2,-2,-2,-2,-2,-2,48,48141,4814124000,4,2,2,2,2,2,2,2,2,5,4,1,1,1,48,48141,4814124000,5,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,24.03059903
340,2016,4,211610,1,1,1,1,21,1,3,4,-1,2,2,2,2,-1,1,1,-1,3,2,1,1,1,5,1,2,-2,2,2,2,2,2,1,1,16,1604,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,6,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,220140001,2,5,50270001,2,28,280320001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,1,1,2,1800,3,1,1,4000,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-2,2,0,-3,-3,-3,0,2,48,48215,4821545384,6,2,2,2,2,2,2,2,2,3,2,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,16.63668578
341,2016,3,201607,1,1,1,1,33,1,3,3,-1,2,2,2,1,3,1,1,-1,3,1,1,1,3,1,3,1,1,2,2,2,2,2,1,1,12,1215,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1215013,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,70270001,2,9,999999999,99,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,3,1,2,4800,1,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,13,2,1,2,2,48,48215,4821545384,13,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2016,0,0,-3,1,-3,-3,1,24.03059903
341,2016,4,211610,1,1,1,1,27,1,6,1,1,2,2,2,2,-1,1,1,-1,5,2,1,1,1,5,1,2,-2,2,2,1,2,2,1,1,17,9999,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,411,6,2,2,2,2,2,2,2,2,8,6,75,1,2,722,2,1,1705004,6,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70650001,2,27,270040001,2,28,280320001,2,16,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,10,2,1,2,3000,1,1,1,300,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,12,0,-3,-3,-3,0,12,48,48201,4820135000,6,3,2,2,2,2,2,2,2,5,2,2,2,2,48,48201,4820135000,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,3,3,2011,10,2016,0,0,-3,3,1,2,1,16.63668578
342,2016,3,201607,1,1,1,1,22,1,3,3,-1,2,2,2,2,-1,6,2,2,5,1,2,1,0,1,0,-1,-1,2,2,1,2,2,1,1,16,1615,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,35,1,2,111,2,1,1705016,4,2,-2,2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,27,270160001,2,28,280320001,2,40,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,1,2,-3,10000,1,1,1,1000,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,48,48479,4847941464,4,2,2,2,2,2,2,2,2,11,2,1,2,2,48,48479,4847941464,11,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,7,2016,0,0,-3,1,-3,-3,1,24.03059903
342,2016,4,211610,1,1,1,2,31,1,3,2,-1,2,2,2,2,-1,5,2,1,2,1,2,1,1,1,1,2,-2,2,2,2,2,2,1,1,9,920,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,60000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,30,301930001,2,28,280320001,2,42,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,12,2,1,4,20000,1,1,1,60000,1,6,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,97,97,2,-2,10,0,-3,-3,-3,0,10,48,48201,4820135000,4,2,2,2,2,2,2,2,2,4,2,2,2,2,48,48201,4820135000,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,11.57695115
343,2016,3,201607,1,1,1,1,40,1,1,1,1,1,1,2,2,-1,5,1,-1,6,2,1,1,1,5,1,2,-2,3,2,2,2,2,1,1,7,713,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,2,-2,1,3000,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,21,211140001,2,30,301930001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,2,2,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,10,2,1,2,3000,3,1,1,3000,3,6,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,-2,32,0,-3,-3,-3,0,32,48,48479,4847941464,4,2,2,2,2,2,2,2,2,8,2,1,2,2,48,48479,4847941464,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2008,7,2016,0,0,-3,2,1,2,1,24.03059903
343,2016,4,211610,1,1,1,1,23,1,3,4,-1,2,2,2,2,-1,6,2,2,4,3,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,9,917,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,28,280320001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,10,2,1,3,2500,3,1,1,6000,3,6,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,97,97,2,-2,6,0,-3,-3,-3,0,6,48,48201,4820135000,4,2,2,2,2,2,2,2,2,3,2,2,2,2,48,48201,4820135000,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,16.63668578
344,2016,3,201607,1,1,1,1,21,1,1,1,1,2,2,2,2,-1,6,2,2,7,7,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,18,1804,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,15000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,7,70270001,2,28,280250001,2,17,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280330282,1,3,1,2,16000,1,1,1,15000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-2,2,-2,4,0,-3,-3,-3,0,4,97,99997,9999999997,4,2,2,2,2,2,2,2,2,12,2,2,2,2,97,99997,9999999997,12,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2016,0,0,-3,1,-3,-3,1,24.03059903
353,2016,1,271601,1,1,1,1,30,1,0,0,2,2,2,2,2,-1,1,1,-1,2,2,1,0,3,5,3,1,2,2,2,2,2,2,1,1,99,9999,99,-2,-2,-2,-2,-2,-2,-2,18,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,99,9999999,3,2,-2,1,8000,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,99,999999999,99,26,260040001,1,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,2,2,1,4,8000,1,1,1,8000,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,26,99997,9999999997,2,2,2,2,2,2,2,2,2,3,4,2,2,2,26,99997,9999999997,18,5,1,263,14,4,14,3,1,811,2,-4,-4,-4,-4,-4,-4,-4,2,400,4,2,1,0,-2,-2,-2,-2,1,-3,-3,2,1998,0,0,-3,1,-3,-3,1,9.298373361
354,2016,1,271601,1,1,1,1,38,1,3,1,1,1,1,2,2,-1,6,1,-1,1,-1,-1,1,0,1,0,-1,-1,2,2,2,2,2,1,5,-3,-3,-3,-3,-3,-3,-3,47,47157,4715748000,8,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,0,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280220001,2,9,999999999,99,28,280220001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,8,1,2,-3,3000,1,2,1,99999,99,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,47,47157,4715748000,4,2,2,2,2,2,2,2,2,2,4,2,2,2,47,47157,4715748000,8,5,1,524,8,5,9,3,1,561,2,-4,-4,-4,-4,-4,-4,-4,20,100,6,2,2,0,-2,-2,-2,-2,1,-3,-3,8,2007,0,0,-3,1,-3,-3,1,9.298373361
355,2016,1,271601,1,1,1,1,22,1,3,3,-1,2,2,2,1,2,5,1,-1,3,2,1,1,3,1,3,1,1,2,2,2,2,2,1,5,-3,-3,-3,-3,-3,-3,-3,46,46103,4610331100,6,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,2,3,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,1,2,-3,2000,3,2,1,2000,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,46,99999,9999999999,2,2,2,2,2,2,2,2,2,2,4,1,1,2,46,99999,9999999999,6,5,1,960,8,6,99999,99,99,561,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2009,0,0,-3,1,-3,-3,1,9.298373361
356,2016,1,271601,1,1,1,1,35,1,6,1,1,2,2,2,2,-1,5,1,-1,4,1,1,1,1,5,1,2,-2,2,2,2,2,2,1,1,5,511,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,299,1,2,2,2,2,2,2,2,2,12,6,1800,1,4,332,2,1,1312047,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,3,3,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,3,2,1,8,7000,1,1,1,2000,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,49,49035,4903567000,4,2,2,2,2,2,2,2,2,1,4,1,1,2,49,49035,4903567000,1,4,1,819,8,5,10,3,1,434,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,-3,1,9.298373361
357,2016,1,271601,1,1,1,1,40,1,0,0,2,1,1,2,2,-1,5,1,-1,6,2,1,1,3,5,3,3,-3,2,2,2,2,2,1,1,13,1325,98,-2,-2,-2,-2,-2,-2,-2,20,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,1,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,9,999999999,99,26,260040001,1,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,2,2,1,2,800,1,2,1,1000,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4019,401977000,4,2,2,2,2,2,2,2,2,6,4,1,1,2,4,4019,401977000,6,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,1999,8,2015,0,0,-3,1,-3,-3,1,9.298373361
358,2016,1,271601,1,1,1,1,19,1,1,1,98,1,1,2,2,-1,6,1,-1,1,-1,-1,1,0,1,0,-1,-1,2,2,2,2,2,1,1,14,1401,98,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,0,2,-2,2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,30,301930001,2,26,260040001,1,2,4,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,1,3,1,2,99999,99,1,1,3000,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,4,99997,9999999997,6,2,2,2,2,2,2,2,2,30,2,1,1,2,4,99997,9999999997,30,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,9.298373361
359,2016,1,271601,1,1,1,1,41,1,3,1,1,1,1,2,2,-1,2,1,-1,4,1,1,1,0,1,1,2,-2,2,2,2,2,2,1,1,13,1312,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,10,3,75,1,2,236,2,1,1312047,4,1,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,99,999999999,99,26,260040001,1,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,4,1,2,-3,3500,2,1,1,3000,3,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4013,401355000,6,2,2,2,2,2,2,2,2,20,2,1,2,2,4,4013,401355000,20,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,6,2000,2008,1,1,1,-3,-3,12,2015,0,0,-3,1,-3,-3,1,9.298373361
360,2016,1,271601,1,1,1,2,21,1,3,3,-1,1,1,2,2,-1,6,2,2,3,1,2,3,0,5,0,-1,-1,3,2,2,2,2,1,1,13,1317,98,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,0,2,-2,1,99997,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20040001,2,20,200670001,2,20,200670001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20040001,5,2,1,3,99999,99,2,1,99999,99,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,4,97,2,2,-2,3,0,-3,-3,-3,0,3,6,6073,607366000,4,3,1,2,2,2,2,2,2,4,4,1,1,1,6,6073,607366000,4,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,10,2015,0,0,-3,1,-3,-3,1,6.142174343
363,2016,1,271601,1,1,1,1,25,1,1,1,98,1,1,2,1,3,1,1,-1,2,1,1,1,3,5,0,-1,-1,2,2,2,2,1,1,5,-3,-3,-3,-3,-3,-3,-3,25,25025,2502507000,10,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,4,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,120610001,2,25,999999997,97,2,20020001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20020001,1,2,2,-3,7000,3,1,1,3000,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,97,97,2,-2,6,0,-3,-3,-3,0,6,25,25025,2502507000,1,2,2,2,2,2,2,2,2,1,4,2,1,2,25,25025,2502507000,10,5,1,712,9,6,1000,3,3,236,2,-4,-4,-4,-4,-4,-4,-4,8,1000,3,96,1,0,-2,-2,-2,-2,2,2,2006,3,2006,0,0,-3,1,-3,-3,1,9.298373361
