folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19e1,p19l1,p19u1,p19e2,p19l2,p19u2,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
589,2016,4,141610,1,1,1,1,35,1,1,2,-1,2,2,2,2,-1,1,1,-1,5,1,1,1,1,5,1,2,-2,2,2,2,2,2,1,1,12,1209,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,9999999,0,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,3,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,1,2,-3,5000,1,1,1,5000,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48029,4802965000,6,2,2,2,2,2,2,2,2,7,2,2,1,2,48,48029,4802965000,7,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2000,10,2016,0,0,-3,1,-3,-3,1,36.80004227
590,2016,1,121602,1,1,1,1,21,1,5,1,1,2,2,2,2,-1,6,1,-1,1,-1,-1,1,0,5,0,-1,-1,3,2,2,2,2,1,1,17,1701,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,611,1,2,2,2,2,2,2,2,2,8,6,50,1,2,111,2,1,1217001,0,2,-2,1,55000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280250001,2,9,999999999,99,28,280250001,2,13,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280330282,2,1,2,-3,20000,1,2,1,20000,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-2,41,0,-3,-3,-3,0,41,48,48215,4821545384,2,2,1,2,2,2,2,2,2,80,2,1,1,2,48,48215,4821545384,80,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,-3,1,21.30277488
590,2016,2,101605,1,1,1,1,21,1,3,3,-1,2,2,2,2,-1,6,2,2,6,3,2,5,0,1,0,-1,-1,2,2,2,2,2,1,1,10,1001,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,25,2,1,3,2000,3,1,1,5000,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-2,13,0,-3,-3,-3,0,13,48,48215,4821545384,6,1,2,2,2,2,2,2,2,4,2,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,23.94219817
590,2016,4,141610,1,1,1,1,28,1,4,1,1,1,1,2,2,-1,6,1,-1,1,-1,-1,1,0,5,1,2,-2,2,2,2,2,2,1,1,9,924,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705099,0,2,-2,1,60000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,99,999999999,99,99,999999999,99,99,999999999,99,35,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,999999999,8,2,1,3,99999,99,1,1,60000,1,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,6,0,-3,-3,-3,0,6,99,99999,9999999999,6,2,2,2,2,2,2,2,2,4,2,2,1,2,99,99999,9999999999,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,36.80004227
591,2016,1,121602,1,1,1,2,25,1,3,2,-1,2,2,2,2,-1,2,1,-1,4,1,1,1,0,5,1,2,-2,2,2,2,2,2,1,1,17,1707,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,4,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280400001,2,19,190390001,2,75,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,999999999,45,2,1,4,50000,1,1,1,1100,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,27,1,3,-4,5,0,24,48,99997,9999999997,4,2,2,2,2,2,2,2,2,10,2,2,1,2,48,99997,9999999997,10,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,12,2015,0,0,-3,1,-3,-3,1,14.07185453
591,2016,2,101605,1,1,1,1,25,1,3,2,-1,2,2,2,2,-1,1,1,-1,4,1,1,1,1,1,1,2,-2,2,2,2,2,2,1,1,11,1107,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280380001,2,4,40040001,2,28,280320001,2,25,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,17,2,1,2,2000,3,1,1,800,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-2,6,0,-3,-3,-3,0,6,48,48215,4821545384,7,3,2,2,2,2,2,2,2,7,2,2,2,2,48,48215,4821545384,7,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2016,0,0,-3,1,-3,-3,1,23.94219817
591,2016,3,41608,1,1,1,1,18,1,2,2,-1,1,1,2,2,-1,6,2,2,14,4,1,1,0,5,0,-1,-1,2,2,2,2,2,1,1,9,911,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,2,-2,1,70000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280270001,2,21,211140001,2,28,280270001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,2,3,1,3,20000,1,1,1,70000,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,60,0,-3,-3,-3,0,60,48,48479,4847941464,6,2,2,2,2,2,2,2,2,3,4,1,1,2,48,48479,4847941464,3,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,25.44046862
592,2016,1,121602,1,1,1,1,53,1,0,0,2,1,1,2,2,-1,2,1,-1,17,3,1,0,0,1,1,2,-2,2,2,2,2,2,1,1,9,921,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,65000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,19,190390001,2,26,260040001,1,16,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,8,2,1,3,20000,1,1,1,20000,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,14,0,-3,-3,-3,0,14,4,4019,401977000,6,2,2,2,2,2,2,2,2,13,2,2,1,2,4,4019,401977000,16,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,21.30277488
592,2016,2,101605,1,1,1,1,18,1,1,3,-1,2,2,2,2,-1,1,1,-1,2,1,1,1,1,1,0,-1,-1,2,2,1,2,2,1,1,9,921,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,0,2,-2,1,50000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,12,2,1,4,20000,1,1,1,50000,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,11,0,-3,-3,-3,0,11,48,48215,4821545384,6,3,2,2,2,2,2,2,2,10,2,2,2,2,48,48215,4821545384,10,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2016,0,0,-3,1,-3,-3,1,23.94219817
592,2016,3,41608,1,1,1,2,23,1,2,3,-1,2,2,2,2,-1,6,1,-1,8,2,1,1,0,1,1,2,-2,2,2,2,2,2,1,1,12,1221,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,999,99,2,2,2,2,2,2,2,2,99,99,99999,99,99,999,2,1,9999999,3,2,-2,1,7500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,999999999,99,99,999999999,99,99,999999999,99,4,2,1,-2,99,99999,999999999,99,999,999,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,999999999,4,2,1,3,3500,3,1,1,7500,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,40,5,3,-4,5,0,40,48,99997,9999999997,6,3,2,2,2,2,2,2,2,4,2,2,2,2,48,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,7,2016,0,0,-3,1,-3,-3,1,13.61559233
593,2016,1,121602,1,1,1,1,21,1,2,3,-1,2,2,2,2,-1,6,2,5,7,3,2,3,0,1,0,-1,-1,2,2,2,2,2,1,1,10,1001,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,310,1,2,2,2,2,2,2,2,2,7,7,900,1,4,931,2,1,1312047,4,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,21,211140001,2,26,260040001,1,999,99,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,2,2,1,4,10000,1,2,1,500,3,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,0,4,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4019,401977000,3,3,2,2,2,2,2,2,2,40,2,1,1,2,4,4019,401977000,40,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2012,1,2016,0,0,-3,2,1,2,1,21.30277488
593,2016,2,101605,1,1,1,1,23,1,2,3,-1,2,2,2,2,-1,6,2,2,3,1,1,5,0,1,0,-1,-1,2,2,2,2,2,1,1,9,917,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,40000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,999999999,99,11,110200001,2,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,3,10000,1,1,1,40000,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-2,10,0,-3,-3,-3,0,10,48,48201,4820135000,4,2,2,2,2,2,2,2,2,5,2,2,2,2,48,48201,4820135000,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,23.94219817
593,2016,3,41608,1,1,1,1,26,1,3,2,-1,2,2,2,2,-1,6,2,2,9,4,2,5,0,1,0,-1,-1,2,2,2,2,2,1,1,11,1104,98,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,65000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280250001,2,30,301930001,2,28,280250001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280330282,15,2,1,3,32000,1,1,1,65000,1,4,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,99997,9999999997,4,2,2,2,2,2,2,2,2,4,2,1,1,2,48,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,2,2016,7,2016,0,2,2,2,2,2,1,25.44046862
594,2016,1,121602,1,1,1,1,22,1,3,2,-1,1,1,2,2,-1,1,1,-1,13,3,1,1,1,5,1,2,-2,2,2,2,2,2,1,1,11,1109,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,1,2,2,-2,-2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,21,211140001,2,26,260040001,1,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,9,2,1,6,10000,1,1,1,800,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4019,401977000,6,3,1,2,2,2,2,2,2,9,2,1,1,2,4,4019,401977000,9,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,21.30277488
595,2016,1,121602,1,1,1,1,18,1,6,1,1,2,2,2,2,-1,6,2,2,7,3,2,1,0,1,0,-1,-1,2,2,1,2,2,1,1,19,1901,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,922,1,2,2,2,2,2,2,2,2,10,6,75,1,2,236,2,1,9999999,0,2,-2,1,50000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,28,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,21.30277488
595,2016,2,101605,1,1,1,1,18,1,1,4,-1,2,2,2,2,-1,1,1,-1,2,1,1,1,1,1,0,-1,-1,2,2,1,2,2,1,1,9,921,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,50000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,32,320560001,2,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,12,2,1,3,20000,1,1,1,50000,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,11,0,-3,-3,-3,0,11,99,99999,9999999999,4,3,2,2,2,2,2,2,2,12,2,2,1,2,99,99999,9999999999,12,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,23.94219817
595,2016,4,141610,1,1,1,1,19,1,6,1,1,2,2,2,2,-1,5,1,-1,3,1,1,1,1,5,1,2,-2,2,2,2,2,2,1,1,9,914,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,735,1,2,2,2,2,2,2,2,2,10,6,700,1,3,316,2,1,1209084,3,2,-2,1,60000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,20,200670001,2,26,260040001,1,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,7,2,1,4,17000,1,1,1,60000,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,6,0,-3,-3,-3,0,6,4,99997,9999999997,6,2,2,2,2,2,2,2,2,7,2,2,2,2,4,99997,9999999997,7,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,36.80004227
596,2016,2,101605,1,1,1,1,20,1,3,2,-1,2,2,2,2,-1,6,2,2,7,0,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,15,1502,98,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,999,99,2,2,2,2,2,2,2,2,99,99,99999,99,99,999,2,1,1305024,3,2,-2,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,28,280090001,2,28,280320001,2,32,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,20,2,1,3,3000,3,1,1,7000,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,6,0,-3,-3,-3,0,6,48,48215,4821545384,2,2,2,2,2,2,2,2,2,10,2,1,1,2,48,48215,4821545384,10,2,2,-5,-5,-5,-5,-5,-5,-5,99,2,2,2,2,2,2,-7,0,-4,-4,-4,2,0,-2,-2,-2,-2,2,2,2014,4,2016,0,0,-3,1,-3,-3,1,23.94219817
596,2016,3,41608,1,1,1,1,30,1,1,1,1,2,2,2,2,-1,1,1,-1,4,1,1,1,1,5,1,2,-2,2,2,2,2,2,1,1,12,1208,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,30,301930001,2,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,4,14000,1,1,1,2000,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,-2,4,0,-3,-3,-3,0,4,48,48215,4821545384,4,2,2,2,2,2,2,2,2,8,2,1,2,2,48,48215,4821545384,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,3,2007,7,2016,0,0,-3,3,1,2,1,25.44046862
596,2016,4,141610,1,1,1,1,20,1,3,3,-1,1,1,2,2,-1,6,2,2,7,2,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,9,903,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,0,2,-2,1,60000,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,30,301930001,2,21,211140001,2,26,260040001,1,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,5,2,1,3,10000,1,1,1,60000,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-2,17,0,-3,-3,-3,0,17,4,99997,9999999997,6,4,1,1,2,2,2,2,2,8,2,2,2,2,4,99997,9999999997,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,36.80004227
597,2016,1,121602,1,1,1,2,22,1,6,1,1,2,2,2,2,-1,6,2,2,13,6,2,1,0,7,0,-1,-1,2,2,2,2,2,1,1,16,1601,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,511,1,2,2,2,2,2,2,2,2,10,5,1000,1,5,722,2,1,1705015,3,2,-2,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,999999999,99,14,999999997,97,14,999999997,97,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,1,4,1,3,99997,97,97,1,99997,97,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,97,2,-2,50,97,3,-4,5,0,97,48,48479,4847941464,6,2,2,2,2,2,2,2,2,14,2,2,1,2,48,48479,4847941464,14,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,12,2015,0,0,-3,1,-3,-3,1,14.07185453
