Folio,year,Trim,Unidad,cd_mue,punt_mue,turno,p1,p2,p3,p4g,p4n,p5,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3,p9_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p10,P10_Otro,p11,P11_Otro,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3e,p11_3c,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p13_1,p14,p15,p15_1,p16,p17,p17_1,p17_2,p17_2_1,p17_3,p18,p19,p19_1c,p19_1u,p19_2,p20,p21e1,p21c1,P21U1,p21e2,p21c2,P21U2,p22_1,p22_2,p23e,p23m,p23c,P23U,p24_1,p24_2,p24_3,p24_4,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2,p26,p27,p28,p28_1,p29e,p29m,p29c,P29U,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,P30_Otro,p30_1,p31,p31_1,p31_2,p32,p33,p34,p34_1,p35,p36,p36_1,p37c,p37t,p38,p38_1,p38_2,p38_3,p39,p40c,p40t,p41c,p41u,p41_1,p42,p43e,p43m,p43c,P43U,p44,p45,p45_1,p46c,p46t,p47,p48,p48_1,p49,p50,p50_1,p51,p52m,p52a,p53,p54,p55,p56,p57,p58,p59_1,p59_2,p59_3,p59_4,p59_5,p59_6,p60_1,p60_2,p60_3,p60_4,p60_5,p60_6,p60_7,Ponfin3,filtro,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m4_7,m4_8,m4_9,m4_10,m4_11,m5,m6,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_7,m7_8,m7_9,m7_10,m7_11
700,2014,4,311410,1,1,1,1,37,2,0,1,2,2,-1,5,1,-1,3,0,2,2,1,1,3,5,1,2,1,2,2,1,-9,1,-9,7,701,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,9,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,3,280320001,2,-5,36,1,1,5,4,1,2,1,2,1,2,2,500,3,2,4,7,7089,70890001,2,2,2,1,2,2,1,0,-2,-2,1,0,2010,10,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.41661648,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,1,2,2,1,2,2,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
707,2014,1,121403,1,1,1,1,27,1,3,4,2,2,-1,5,2,1,3,2,1,1,2,1,1,1,1,2,1,2,2,1,-9,1,-9,6,614,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70690001,2,7,70890001,2,8,10,7,7089,70890001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,36,1,1,0,6,1,2,1,1,1,11,2,2000,3,2,4,7,7089,70890001,2,1,1,2,3,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.385134,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
708,2014,1,121403,1,1,1,1,41,1,1,4,2,2,-1,6,2,2,4,0,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,4,417,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,7,70090001,2,27,270170001,2,0,96,27,27017,270170001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,1,3,6,1,2,0,5,1,2,1,2,2,2,2,150,3,2,7,27,27017,270170001,2,2,2,1,7,2,1,0,-2,-2,1,1,2013,3,2013,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.385134,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
710,2014,1,121403,1,1,1,1,34,2,0,1,2,2,-1,5,1,-1,4,2,1,1,1,1,1,5,1,2,1,2,2,1,-9,1,-9,11,1123,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,6,5,0,0,0,111,1,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,7,70890001,2,27,270040001,2,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,36,1,2,4,4,1,2,1,2,3,3,2,250,3,2,7,27,27004,270040001,2,2,2,1,4,2,1,0,-2,-2,3,2,2002,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.385134,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
712,2014,3,71408,1,1,1,1,69,1,3,2,2,2,-1,6,1,-1,5,1,2,2,1,1,8,1,3,2,1,2,2,1,-9,1,-9,12,1218,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,48,1,1,0,5,1,2,1,1,2,3,2,600,3,1,4,7,7089,70890001,2,1,1,2,6,2,1,0,-2,-2,1,1,2014,8,2014,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.942807044,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
714,2014,1,121403,1,1,1,1,26,1,2,3,2,2,-1,6,2,2,6,3,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,11,1122,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,2,2,0,-3,2,1,2,-2,-2,-2,3,7,70090001,2,97,999999997,97,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,1,3,6,1,2,0,5,1,2,1,2,3,4,2,250,3,2,7,7,7009,70090001,2,2,2,1,3,2,1,0,-2,-2,1,0,2010,3,2010,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.385134,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
720,2014,1,141403,1,1,1,1,27,1,3,3,2,2,-1,6,2,2,4,0,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,14,1414,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,9,6,0,0,0,111,2,1,1,1705016,2,-2,1,2,1,0,-3,1,3,2,-2,-2,-2,3,27,270170001,2,97,999999997,97,0,96,27,27017,270170001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,1,3,53,1,1,0,5,1,2,1,1,2,2,2,600,3,2,3,27,27017,270170001,2,2,2,2,2,2,1,0,-2,-2,2,2,2001,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.242116,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
731,2014,1,141403,1,1,1,1,24,1,3,3,2,2,-1,1,2,5,11,5,4,4,2,1,1,5,1,2,1,2,2,1,-9,1,-9,14,1412,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,8,14,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,1,3,53,1,1,0,5,1,2,1,1,2,8,2,200,3,2,4,7,7089,70890001,2,1,1,2,4,2,1,0,-2,-2,2,1,2013,3,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.242116,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
741,2014,1,141403,1,1,1,1,29,1,1,3,2,2,-1,6,2,5,3,1,1,1,2,1,8,1,8,2,1,2,2,1,-9,1,-9,14,1416,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1312047,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,30,300490123,1,30,301310001,2,0,96,30,30131,301310001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,48,1,1,0,6,1,2,1,1,1,9,2,500,3,2,4,30,30131,301310001,2,4,4,2,2,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.242116,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
753,2014,1,151403,1,1,1,1,34,1,1,4,2,2,-1,6,2,5,4,2,2,2,2,1,8,1,1,2,1,2,2,1,-9,1,-9,6,602,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,21,211140001,2,97,999999997,97,2,3,21,21114,211140001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,12,1,1,0,5,1,2,1,1,1,7,2,3000,3,1,7,21,21114,211140001,2,1,1,1,15,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.724661,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
765,2014,1,171403,1,1,1,1,39,1,3,2,2,2,-1,3,1,-1,5,0,3,3,1,1,8,1,1,2,1,2,2,1,-9,1,-9,11,1123,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,300,3,5,236,3,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,71010001,2,24,240280001,2,0,96,24,24028,240280001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,1,3,48,1,2,0,5,1,2,1,1,2,15,2,600,3,2,3,24,24028,240280001,2,2,2,1,16,2,1,0,-2,-2,2,2,1998,2,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.538428,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
775,2014,1,171403,1,1,1,1,33,1,3,3,2,2,-1,6,2,5,2,0,1,1,1,1,8,1,1,2,1,2,2,1,-9,1,-9,12,1217,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,28,280160001,1,28,280320001,2,10,14,28,28032,280320001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,53,1,1,0,6,1,2,1,1,1,8,2,2500,3,1,4,28,28032,280320001,2,1,1,1,13,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.538428,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
776,2014,1,171403,1,1,1,1,21,1,2,4,2,2,-1,6,2,2,3,1,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,11,1120,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,6,3,0,0,0,111,4,1,1,1217001,2,-2,1,2,2,0,-3,2,1,2,-2,-2,-2,3,28,280220197,1,28,280320001,2,8,14,28,28032,280320001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,48,1,1,0,5,1,2,1,1,2,6,2,4000,3,1,4,28,28032,280320001,2,1,1,1,13,2,1,0,-2,-2,2,1,2013,3,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.538428,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
783,2014,1,171403,1,1,1,1,23,1,3,2,2,2,-1,1,1,-1,2,1,1,1,1,1,1,1,8,2,1,2,2,1,-9,1,-9,4,408,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,8,5,0,0,0,111,3,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,21,210840001,1,97,999999997,97,0,96,21,21084,210840001,1,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,36,1,1,3,4,1,2,1,1,1,5,2,300,3,2,4,21,21084,210840001,1,1,1,1,15,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.538428,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
786,2014,1,181403,1,1,1,1,45,1,3,3,2,2,-1,6,2,2,5,1,3,3,2,1,8,5,5,2,1,2,2,1,-9,1,-9,9,905,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,9,6,0,0,0,111,1,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,71010001,2,11,110070001,2,0,96,11,11007,110070001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,1,1,48,1,1,0,5,1,2,1,2,1,11,2,150,3,2,3,11,11007,110070001,2,2,2,2,8,2,1,0,-2,-2,2,2,1988,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
790,2014,4,41411,1,1,1,1,27,1,3,2,2,2,-1,6,2,2,3,0,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,5,503,1,-2,-2,-2,-2,-2,-2,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,1,1217001,2,-2,1,2,1,0,-3,1,1,2,-2,-2,-2,3,7,70890001,2,7,70090001,2,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,51,1,2,0,5,1,1,-5,-5,1,4,2,500,3,2,4,7,7009,70090001,2,3,3,1,5,2,1,0,-2,-2,1,0,2008,10,2014,1,2,6,-3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,6.679793837,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,2,2,2,1,2,2,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
795,2014,1,181403,1,1,1,1,21,1,1,4,2,2,-1,6,2,2,6,3,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,3,315,1,-2,-2,-2,-2,-2,-2,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70090001,2,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,1,3,48,1,2,0,5,1,2,1,2,1,6,2,150,3,2,7,7,7009,70090001,2,3,3,1,4,2,1,0,-2,-2,98,1,2005,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
796,2014,1,181403,1,1,1,1,32,1,3,2,2,2,-1,5,1,-1,3,0,2,2,1,1,1,5,8,2,1,2,2,1,-9,1,-9,9,908,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,6,5,3,2,111,1,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,6,1,2,0,5,1,2,1,2,3,9,2,150,3,2,7,7,7089,70890001,2,2,2,1,6,2,1,0,-2,-2,3,2,1997,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
798,2014,1,181403,1,1,1,1,33,1,6,2,2,2,-1,6,2,2,4,2,1,1,2,1,8,5,8,2,1,2,2,1,-9,1,-9,8,821,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,834,2,2,2,2,2,2,2,2,2,8,6,12,3,2,485,2,1,1,1217001,2,-2,1,2,1,0,-3,1,1,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,1,3,48,1,2,3,4,1,2,1,2,1,8,2,175,3,2,4,7,7089,70890001,2,1,2,1,8,2,1,0,-2,-2,1,0,2007,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
799,2014,1,181403,1,1,1,1,24,1,4,2,2,2,-1,6,2,2,3,0,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,3,301,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,7,70090001,2,28,280320001,2,0,96,28,28032,280320001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,1,2,0,5,1,2,1,2,2,5,2,200,3,2,7,28,28032,280320001,2,3,3,1,5,2,1,0,-2,-2,2,1,2007,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
801,2014,1,181403,1,1,1,1,31,1,3,4,2,2,-1,1,1,-1,5,3,2,2,1,1,1,5,1,2,1,2,2,1,-9,1,-9,12,1201,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,922,2,2,2,2,2,2,2,2,2,8,6,8,3,2,236,2,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,7,70890001,2,9,90030001,2,0,96,9,9003,90030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,48,1,2,0,5,1,2,1,2,1,4,2,150,3,2,7,9,9003,90030001,2,3,3,1,6,2,1,0,-2,-2,1,0,2003,3,2014,1,2,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
803,2014,1,181403,1,1,1,1,32,1,3,2,2,2,-1,1,1,-1,2,0,1,1,1,1,1,5,8,2,1,2,2,1,-9,1,-9,1,108,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1312047,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,36,1,2,0,5,1,2,1,2,1,6,2,150,3,2,4,7,7089,70890001,2,3,3,1,6,2,1,0,-2,-2,1,0,2004,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.531671,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
807,2014,1,201403,1,1,1,1,43,1,6,2,2,2,-1,1,1,-1,3,0,2,2,1,1,1,1,1,2,1,2,2,1,-9,1,-9,2,202,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,9,6,0,0,0,111,4,1,1,1705016,2,-2,1,2,2,0,-3,2,3,2,-2,-2,-2,3,27,270170001,2,97,999999997,97,0,96,27,27017,270170001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,98,20040001,1,3,6,1,1,3,4,1,2,1,1,1,5,2,210,3,1,3,27,27017,270170001,2,3,3,2,3,2,1,0,-2,-2,1,1,2008,3,2014,1,2,6,-3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2.483108,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
808,2014,1,201403,1,1,1,1,48,1,3,4,2,2,-1,1,1,-1,3,0,2,2,1,1,1,1,1,2,1,2,2,1,-9,1,-9,12,1218,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,8,6,0,0,0,111,2,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7038,70400001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,24,1,2,3,4,1,2,1,1,1,2,2,300,3,1,3,7,7038,70400001,2,3,3,1,5,2,1,0,-2,-2,1,1,1988,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.483108,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
813,2014,4,51411,1,1,1,1,23,1,1,4,2,2,-1,6,2,2,5,0,2,2,2,1,8,1,1,2,1,2,1,1,-9,1,-9,5,516,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1705015,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70090001,2,27,270040001,2,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,36,1,1,0,5,1,2,1,2,2,3,2,700,3,1,3,7,7101,71010001,2,2,2,1,3,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.574621017,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
814,2014,1,201403,1,1,1,1,46,1,3,3,2,2,-1,5,1,-1,3,0,2,2,1,1,1,5,8,2,1,2,2,1,-9,1,-9,6,602,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,263,2,2,2,2,2,2,2,2,2,8,6,4,3,2,811,2,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,7,70090001,2,27,270040001,2,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,36,1,2,0,5,1,2,1,2,1,7,2,150,3,2,7,27,27004,270040001,2,5,5,1,4,2,1,0,-2,-2,1,0,2006,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2.483108,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
