Folio,year,Trim,Unidad,cd_mue,punt_mue,turno,p1,p2,p3,p4g,p4n,p5,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3,p9_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p10,P10_Otro,p11,P11_Otro,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3e,p11_3c,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p13_1,p14,p15,p15_1,p16,p17,p17_1,p17_2,p17_2_1,p17_3,p18,p19,p19_1c,p19_1u,p19_2,p20,p21e1,p21c1,P21U1,p21e2,p21c2,P21U2,p22_1,p22_2,p23e,p23m,p23c,P23U,p24_1,p24_2,p24_3,p24_4,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2,p26,p27,p28,p28_1,p29e,p29m,p29c,P29U,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,P30_Otro,p30_1,p31,p31_1,p31_2,p32,p33,p34,p34_1,p35,p36,p36_1,p37c,p37t,p38,p38_1,p38_2,p38_3,p39,p40c,p40t,p41c,p41u,p41_1,p42,p43e,p43m,p43c,P43U,p44,p45,p45_1,p46c,p46t,p47,p48,p48_1,p49,p50,p50_1,p51,p52m,p52a,p53,p54,p55,p56,p57,p58,p59_1,p59_2,p59_3,p59_4,p59_5,p59_6,p60_1,p60_2,p60_3,p60_4,p60_5,p60_6,p60_7,Ponfin3,filtro,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m4_7,m4_8,m4_9,m4_10,m4_11,m5,m6,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_7,m7_8,m7_9,m7_10,m7_11
217,2014,1,191401,1,1,1,1,30,1,1,2,2,2,-1,1,1,-1,3,1,1,1,1,1,1,5,1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.564461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
701,2014,1,121403,1,1,1,1,25,1,6,2,2,2,-1,1,2,1,6,3,2,2,2,2,1,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.385134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
925,2014,2,121404,1,1,1,1,44,1,3,3,2,2,-1,5,1,-1,6,1,2,2,1,1,1,8,1,2,1,2,2,1,-9,1,-9,14,1416,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,4,10,3,2,111,2,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,28,280350001,2,30,300030001,2,10,14,30,30003,300030001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,48,1,1,5,4,1,2,1,1,2,3,2,2000,3,1,4,30,30003,300030001,2,1,1,1,7,2,1,0,-2,-2,2,1,2013,4,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.892563763,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2062,2014,3,301409,1,1,1,1,23,1,2,4,2,2,-1,6,2,2,4,2,2,1,2,1,8,1,8,2,1,2,2,1,-9,1,-9,9,903,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,9999997,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,98,999999998,98,98,999999998,98,98,98,98,99998,999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,999999998,98,98,98,998,998,98,98,98,98,98,98,98,98,999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,98,99998,999999998,98,98,98,98,98,98,98,998,98,9998,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4.832003378, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
261,2014,4,141410,1,1,1,1,32,1,2,4,2,2,-1,5,1,-1,4,2,1,1,1,1,1,5,1,2,1,2,2,1,-9,1,-9,1,103,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7038,70380001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,98,99998,999999998,98,98,98,98,98,98,98,998,98,9998,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,6.325684285,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
808,2014,4,51411,1,1,1,1,28,1,2,4,2,2,-1,5,1,-1,3,0,3,3,1,1,1,1,1,2,1,2,2,1,-9,1,-9,6,619,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1305024,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70190001,2,7,71010001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,1,2,0,5,1,2,1,2,2,98,98,99998,98,98,98,98,99998,999999998,98,98,98,98,98,98,98,998,98,9998,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4.574621017,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
1261,2014,4,211411,1,1,1,1,38,1,2,4,2,2,-1,5,1,-1,3,1,2,2,1,8,1,1,1,2,1,2,1,1,-9,1,-9,12,1208,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,30,300030001,2,7,70090001,2,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,51,1,2,0,5,1,2,1,1,1,98,98,99998,98,98,98,98,99998,999999998,98,98,98,98,98,98,98,998,98,9998,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5.323715209,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
21,2014,4,21410,1,1,1,1,26,1,3,4,2,2,-1,5,1,-1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,2,204,99,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,7,71010001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,1,3,6,1,1,3,4,1,2,1,1,1,4,2,200,3,1,4,7,7101,71010001,2,2,2,1,5,2,1,0,-2,-2,0,-2,-2,-2,-2,97,97,97,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.116437731,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
279,2014,1,11402,1,1,1,1,45,1,1,3,2,2,-1,6,2,5,2,1,2,1,2,1,8,1,1,2,1,2,2,1,-9,1,-9,6,614,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,13,130090001,1,13,130480001,2,8,14,13,13048,130480001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,6,2,100,3,2,4,13,13048,130480001,2,1,1,1,15,2,1,0,-2,-2,0,-2,-2,-2,-2,7,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.462837,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
846,2014,3,121408,1,1,1,1,28,1,3,2,2,1,3,1,1,-1,1,-1,-1,-1,1,3,3,3,3,2,2,2,1,1,-9,1,-9,3,311,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,7,70090001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,3,280320001,2,-5,24,1,2,0,6,1,1,-5,-5,1,7,2,50,3,2,4,7,7089,70890001,2,2,2,1,7,2,1,0,-2,-2,4,0,2005,4,2005,4,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.776312491,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
211,2014,1,191401,1,1,1,1,37,1,2,4,2,2,-1,6,1,-1,3,1,1,1,1,1,8,5,8,2,1,2,2,1,-9,1,-9,6,614,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,264,2,2,2,2,2,2,2,2,2,8,6,300,3,5,238,2,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,14,140390001,2,0,96,14,14039,140390001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,-2,14,14039,140390001,2,15,1,922,236,2,2,-9,-2,-2,-2,-2,1,260430001,2,-5,6,1,2,4,4,1,2,1,2,2,26,2,300,3,2,7,14,14039,140390001,2,3,3,1,9,2,1,0,-2,-2,4,1,2001,1,2014,3,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.564461,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1539,2014,2,141406,1,1,1,1,26,1,3,4,2,2,-1,5,1,-1,3,1,1,1,1,5,1,1,1,2,1,2,2,1,-9,1,-9,5,519,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,834,2,2,2,2,2,2,2,2,2,15,6,18,3,2,485,6,1,1,1217001,2,-2,1,2,1,0,-3,1,2,2,-2,-2,-2,3,7,70890001,2,97,999999998,98,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,50,3,2,3,7,7089,70890001,2,3,4,2,8,2,1,0,-2,-2,0,-2,-2,-2,-2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.798594089,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
118,2014,1,221401,1,1,1,1,40,1,6,2,2,2,-1,1,1,-1,5,1,1,1,2,1,1,5,1,2,1,2,2,1,-9,1,-9,8,821,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,10,6,0,0,0,111,2,1,1,1215013,2,-2,1,2,1,0,-3,1,3,2,-2,-2,-2,3,7,70510001,2,7,70690001,2,0,96,7,7069,70690001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,1,3,6,1,1,6,4,1,2,1,1,2,1,3,100,3,2,3,7,7069,70690001,2,2,2,2,6,2,1,0,-2,-2,3,2,1990,1,2014,2,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.386823,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
127,2014,4,81410,1,1,1,1,38,1,6,2,2,2,-1,1,2,5,3,1,1,1,1,1,1,1,1,2,1,2,1,1,-9,1,-9,2,210,2,-2,-2,-2,-2,-2,-2,1,-2,2,1,997,97,2,2,2,2,2,2,2,2,97,97,99997,97,97,997,1,1,1,1217001,2,-2,2,2,2,0,-3,2,3,2,-2,-2,-2,3,7,70400001,2,7,70090001,2,0,96,7,7009,70090001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,51,2,-5,0,5,1,2,1,2,2,3,2,1000,3,2,4,7,7069,70690001,2,2,2,2,5,2,1,0,-2,-2,2,2,2007,9,2014,2,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.117158916,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,2014,4,81410,1,1,1,1,35,1,2,4,2,1,4,6,1,-1,1,-1,-1,-1,1,1,8,1,8,2,1,2,2,1,-9,1,-9,14,1412,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,713,1,2,2,2,2,2,2,2,2,8,6,150,3,3,236,6,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70370001,1,97,999999997,97,0,96,7,7037,70370001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,48,1,1,0,5,1,2,1,1,2,4,2,300,3,2,4,7,7037,70370001,1,2,2,2,3,2,1,0,-2,-2,6,2,2000,9,2014,2,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.117158916,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
131,2014,4,81410,1,1,1,1,26,1,3,3,2,1,3,5,1,-1,5,2,0,-2,1,5,1,5,5,2,1,2,2,1,-9,1,-9,13,9999,99,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,13,130030001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,48,1,2,0,5,1,2,1,1,1,72,1,300,3,1,7,7,7037,70370001,1,2,2,1,2,2,1,0,-2,-2,2,2,1988,9,2014,2,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.117158916,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,2014,1,31402,1,1,1,1,46,1,1,2,2,2,-1,6,2,2,2,0,1,1,1,1,8,1,8,2,1,2,2,1,-9,1,-9,3,311,2,-2,-2,-2,-2,-2,-2,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,28,280270001,2,97,999999997,97,14,96,28,28027,280270001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,3,280270001,1,3,53,1,1,0,5,1,2,1,1,2,5,2,1400,3,1,4,28,28027,280270001,2,1,1,1,9,2,1,0,-2,-2,0,-2,-2,-2,-2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.775238,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1020,2014,4,121411,1,1,1,1,60,1,1,3,2,2,-1,5,1,-1,1,-1,-1,-1,1,1,3,5,3,2,1,2,2,1,-9,1,-9,6,619,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1312047,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,48,1,1,5,4,1,1,-5,-5,1,3,2,250,3,2,4,7,7089,70890001,2,2,2,2,3,2,1,0,-2,-2,3,1,1978,11,2014,2,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.531035598,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1,2014,4,11410,1,1,1,1,37,1,3,3,2,2,-1,2,1,-1,3,1,1,1,1,1,8,5,1,2,1,2,2,1,-9,1,-9,1,108,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,411,2,2,2,2,2,2,2,2,2,12,6,12,3,3,461,2,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,1,97,999999997,97,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,1,3,28,1,2,4,4,1,1,-5,-5,1,1,2,400,3,1,4,7,7089,70890001,2,2,2,2,3,2,1,0,-2,-2,2,2,2005,9,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.004358143,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1,2014,1,21401,1,1,1,1,19,1,2,4,2,2,-1,6,2,5,6,1,0,-2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,5,512,2,-2,-2,-2,-2,-2,-2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,2,2,1,0,2,1,2,-2,-2,-2,3,5,50230168,1,5,50250001,2,8,14,5,5025,50250001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,8,280320001,2,-5,6,1,2,2,4,2,-5,1,2,2,10,2,100,3,2,4,5,5025,50250001,2,1,1,2,6,2,1,0,-2,-2,2,1,2013,12,2013,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.26401,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,2014,1,21401,1,1,1,1,31,1,3,3,2,2,-1,5,1,-1,5,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,10,1002,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,8,5,0,0,0,111,4,1,1,1217001,2,-2,1,2,3,0,-3,3,1,2,-2,-2,-2,3,7,70400001,2,7,70510001,2,0,96,7,7051,70510001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,12,1,2,5,4,1,2,1,2,4,9,2,200,3,2,4,7,7051,70510001,2,1,1,2,8,2,1,0,-2,-2,3,3,2010,12,2013,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2.26401,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,2014,3,11407,1,1,1,1,35,1,2,4,2,2,-1,1,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,1,1,-9,1,-9,10,1003,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,511,1,2,2,1,1,1,2,2,2,8,6,150,3,4,722,6,1,1,1705016,2,-2,1,2,1,1,1,1,4,2,-2,-2,-2,3,27,270040001,2,97,999999997,97,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,1,3,48,1,1,3,4,1,2,1,2,3,5,2,500,3,2,7,27,27004,270040001,2,3,3,2,5,2,1,0,-2,-2,3,2,2006,6,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.132282362,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,2014,1,41401,1,1,1,1,32,1,3,3,2,1,3,6,1,-1,1,-1,-1,-1,1,1,8,5,8,2,1,2,2,1,-9,1,-9,6,619,2,-2,-2,-2,-2,-2,-2,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,71010001,2,24,240280001,2,13,14,24,24028,240280001,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,1,3,18,1,1,0,5,1,1,-5,-5,1,10,2,200,3,2,4,24,24028,240280001,2,2,2,2,10,2,1,0,-2,-2,1,1,1999,12,2013,1,2,6,-3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2.702205,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,2014,1,41401,1,1,1,1,53,1,4,2,2,2,-1,6,2,2,5,0,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,6,612,2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,97,999999997,97,0,96,7,7089,70890001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,7,20040001,1,3,48,1,2,0,5,1,2,1,2,2,6,2,100,3,2,7,7,7089,70890001,2,3,2,2,5,2,1,0,-2,-2,2,1,2001,1,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.702205,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34,2014,1,41401,1,1,1,1,22,1,1,4,2,2,-1,3,2,3,5,2,2,2,2,1,8,5,8,2,1,2,2,1,-9,1,-9,3,315,2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70090001,2,13,14,7,7009,70090001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,7,280220001,2,-5,10,1,2,6,4,1,2,1,2,2,1,2,100,3,2,4,7,7009,70090001,2,3,2,1,4,2,1,0,-2,-2,2,1,2007,1,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.702205,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
