FOLIO,year,TRIM,UNIDAD,CIUDAD,PUNTO,TURNO,SEXO,EDAD,PASMEX,p1,P2G,p2n,p3,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3,p7_4,p7_5_1,p7_5_2,p7_5_3,p7_5_4,p7_6,p7_6_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,P10_OTRO,p11,P11_OTRO,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p19e1,p19c1,P19U1,p19e2,p19c2,P19U2,p20e,p20c,P20U,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2c,P22_2U,p22_4,p22_5,p23_1,p23_2,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_2,p24_3,p24_4,p25,p25_1c,p25_1t,p25_2,p26c,p26u,p26_1,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28_0_1,p28_0_2,p28_1,p29,p29_1,p29_2,p30,p30_1,p31,p31_1,p31_2,p31_3,p31_4,p32es,p32cn,p32cd,p32_1,p32_2,p32_3c,p32_3t,p32_4,p32_5,p33es,p33cn,p33cd,p34c,p34t,p35,p35_2,p35_3c,p35_3u,p35_3t,p35_4,p36,p36_1,p36_2_1,p36_2_2,p37,p38,p39a,p40a,p40_1,p40_2,p41,p41_1,p42a,p43m,p43a,p44,p45,p45_1,p46,p46_1,Ponfin3,filtro,MP1_1,MP1_2,MP1_3,MP1_4,MP1_5,MP1_6,MP1_7,MP1_8,MP1_9,MP1_10,MP1_11,MP1_12,MP1_13,MP2,MP3,MP4_1,MP4_2,MP4_3,MP4_4,MP4_5,MP4_6,MP4_7,MP4_8,MP4_9,MP4_10,MP4_11,MP5,MP6,MP7_1,MP7_2,MP7_3,MP7_4,MP7_5,MP7_6,MP7_7,MP7_8,MP7_9,MP7_10,MP7_11
1,2014,1,21401,1,1,1,1,60,1,1,0,1,2,1,2,3,1,-1,1,-1,-1,-1,-1,1,8,5,5,2,-1,3,2,2,1,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,35,35001,9999999999,40,4,1,-2,1,-3,712,1,1,2,2,2,2,2,2,2,8,5,18,3,2,238,1,1217001,7,2,-2,2,-2,-2,0,96,26,260190116,1,21,210300003,1,26,260190116,1,13,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,80370001,1,2,2,2000,1,1,2,-2,-2,-2,-2,0,96,3,1,2,-2,2,-2,0,-2,-2,-2,-2,35,35001,9999999999,3,3,2,4,1,1,35,35001,9999999999,40,5,1,712,18,3,2,238,12,300,6,7,1,0,-2,-2,-2,-2,1,1,1968,97,1973,0,0,-4,2,1,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2014,1,21401,1,1,1,1,22,1,1,3,3,2,2,-1,6,2,2,5,3,2,2,1,3,8,1,8,3,-2,1,2,2,1,2,2,1,-9,1,-9,7,702,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,263,1,2,2,2,2,2,2,2,2,8,6,240,3,5,811,1,1217001,1,2,-2,1,2500,3,0,96,7,70890001,2,21,210840001,1,28,280320001,2,2,2,2,2,-2,-2,-2,-2,-2,-2,3,4,1,1,1,2,2,2,2,2,2,1,2,1,280320001,1,2,1,5100,3,1,1,2500,3,7,2,2,3,3,1,2,-2,2,-2,8,0,-3,8,8,48,48215,4821545384,4,3,2,4,1,2,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,2014,1,21401,1,1,1,1,35,1,2,0,1,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,5,1,2,-1,3,2,98,98,98,98,1,-9,1,-9,14,1408,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,8,6,0,0,0,111,1,1217001,1,2,-2,1,3500,3,0,96,7,70650001,2,27,270040001,2,28,280320001,2,24,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,10,2,2,7000,3,1,1,3500,3,7,2,0,96,3,1,1,2,2,-2,22,5,0,22,0,48,48215,4821545384,4,2,6,4,1,1,48,48215,4821545384,6,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2001,6,2013,0,0,-4,2,1,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,2014,1,21401,1,1,1,1,22,1,1,3,3,98,1,2,6,1,-1,1,-1,-1,-1,-1,3,8,3,8,3,-2,3,2,2,1,2,2,1,-9,1,-9,10,1009,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,1,2,-2,2,-2,-2,0,96,7,70890001,2,28,280320001,2,28,280320001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,5,2000,3,2,1,1500,3,7,1,0,96,3,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,7,4,6,4,1,1,48,48215,4821545384,6,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,1998,5,2013,0,0,-4,2,1,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,2014,1,21401,1,1,1,1,25,1,2,0,1,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,1,2,2,1,2,2,1,-9,1,-9,4,416,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,4,5,0,0,0,111,1,9999997,3,2,-2,2,-2,-2,0,96,28,280320001,2,7,70090001,2,28,280320001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,3,2000,3,1,1,1500,3,3,1,0,96,7,1,1,1,2,-2,12,0,-3,12,1,48,48215,4821545384,2,3,2,4,1,2,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,98,0,-2,-2,-2,-2,3,3,2005,9,2013,0,0,-4,3,1,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,2014,1,21401,1,1,1,1,24,1,1,2,4,2,2,-1,5,1,-1,4,2,2,2,1,1,1,5,1,2,-1,3,2,2,1,2,1,1,-9,1,-9,7,702,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,1,2,2,1,1,2,2,2,2,12,7,325,3,5,238,1,1215013,3,2,-2,2,-2,-2,0,96,16,160340001,2,21,210840001,1,28,280320001,2,6,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,2,5,600,3,2,2,-2,-2,-2,-2,0,96,3,2,2,-2,2,-2,2,0,-3,2,0,48,48215,4821545384,3,2,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,98,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,2014,1,21401,1,1,1,1,28,1,1,3,3,2,2,-1,5,1,-1,5,3,1,1,1,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,11,1111,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,8,3,15,3,1,238,1,1217001,3,2,-2,2,-2,-2,0,96,21,210840001,1,28,280320001,2,28,280320001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,8,2,2,999997,97,2,2,-2,-2,-2,-2,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,2,2,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,10,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,2014,1,21401,1,1,1,1,22,1,1,2,3,2,2,-1,1,1,-1,3,1,1,1,1,1,1,1,1,2,-1,2,2,2,1,2,1,1,-9,1,-9,3,305,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,4,1,2,2,2,2,2,2,2,6,4,6,3,2,111,1,1217001,3,2,-2,2,-2,-2,0,96,28,280320001,2,9,999999999,99,28,280320001,2,39,2,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,5,2,2,1000,3,2,2,-2,-2,-2,-2,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,9,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,2014,1,21401,1,1,1,1,36,1,1,3,2,2,1,3,6,1,-1,1,-1,-1,-1,-1,1,8,1,3,1,1,2,2,2,1,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,48,48439,4843904000,13,3,1,-2,1,-3,834,1,2,2,2,2,2,2,2,2,8,5,300,3,3,485,1,1217001,3,2,-2,2,-2,-2,0,96,28,280320001,2,19,190390001,2,28,280320001,2,1,3,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,2,2,500,3,2,2,-2,-2,-2,-2,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,2,6,4,1,1,48,48215,4821545384,13,4,1,834,300,3,3,485,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2012,12,2012,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2014,1,21401,1,1,1,1,38,1,1,2,3,2,2,-1,6,2,2,2,0,2,2,1,1,8,1,2,2,-1,2,2,2,1,2,1,1,-9,1,-9,6,619,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,263,1,2,2,2,2,2,2,2,2,8,6,200,3,5,811,1,1312047,3,2,-2,2,-2,-2,0,96,7,70090001,2,7,70890001,2,28,280320001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,3,2,500,3,1,2,-2,-2,-2,-2,0,96,2,1,1,1,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,65,2,1,1,48,48215,4821545384,65,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,2014,1,21401,1,1,1,1,23,1,1,2,3,2,2,-1,6,2,2,10,2,3,3,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,9,909,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,3,1,1,2,2,2,2,2,2,8,5,0,0,0,111,1,1217001,3,2,-2,1,3000,3,0,96,19,190390001,2,28,280320001,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,3,3000,3,1,1,3000,3,7,1,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,10,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,2014,1,21401,1,1,1,1,18,1,1,2,4,2,2,-1,6,2,2,5,1,2,2,2,1,8,1,8,3,-2,1,2,2,1,2,2,1,-9,1,-9,9,909,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1217001,3,2,-2,2,-2,-2,0,96,28,280320001,2,7,70890001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,2,2,2,1400,3,1,1,1000,3,4,3,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,2014,1,21401,1,1,1,1,20,1,1,2,3,2,2,-1,6,2,5,4,0,2,2,2,1,8,1,8,3,-2,1,2,2,1,2,2,1,-9,1,-9,6,609,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,1,2000,3,0,96,9,999999999,99,28,280320001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,3,2,3,2000,3,2,1,2000,3,7,1,0,96,2,1,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,39,2,1,1,48,48215,4821545384,39,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,2014,1,21401,1,1,1,1,22,1,1,2,4,2,2,-1,6,2,2,3,0,1,1,2,1,8,8,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,6,617,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,3000,3,0,96,7,70090001,2,9,999999999,99,28,280320001,2,26,2,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,3,3,3000,3,1,1,3000,3,7,1,0,96,3,9,1,1,2,-2,2,0,-3,2,0,48,48215,4821545384,4,2,40,2,1,1,48,48215,4821545384,40,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,16.182857,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2014,1,71401,1,1,1,1,34,1,1,2,4,2,2,-1,5,1,-1,2,0,2,2,1,1,1,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,6,602,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,713,1,2,2,2,2,2,2,2,2,8,5,12,3,2,238,1,1217001,1,2,-2,2,-2,-2,0,96,28,280320001,2,27,270040001,2,28,280320001,2,28,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,8,2,4,500,3,1,2,-2,-2,-2,-2,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,99,3,2,4,1,2,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,10,2013,0,0,-4,1,-3,10.347692,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,2014,4,11410,1,1,1,1,37,1,1,2,4,2,2,-1,1,2,5,3,1,1,1,2,5,1,5,1,2,-1,2,2,2,1,2,1,1,-9,1,-9,8,815,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,4000,3,0,96,7,70650001,2,28,280320001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,2,2,2,4000,3,1,1,4000,3,1,1,0,96,3,2,1,2,1,2,0,-2,-2,-2,-2,6,6007,9999999999,4,1,3,4,1,1,6,6007,9999999999,3,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,1,1,1,-3,16.7962142,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
16,2014,1,71401,1,1,1,1,19,1,1,1,4,2,2,-1,6,2,2,7,3,2,2,2,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,14,1404,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1215013,3,2,-2,2,-2,-2,0,96,7,71010001,2,15,151000017,1,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,7,2,2,800,3,1,2,-2,-2,-2,-2,0,96,2,1,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,3,1,4,1,1,48,48215,4821545384,1,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,10.347692,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,2014,4,11410,1,1,1,1,33,1,2,3,4,2,2,-1,1,2,5,3,1,1,1,2,8,3,1,5,1,1,1,2,2,1,2,1,2,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.7962142, ,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
17,2014,1,71401,1,1,1,1,25,1,1,2,4,2,2,-1,5,1,-1,5,2,1,1,1,1,1,1,1,2,-1,1,2,2,1,2,2,1,-9,1,-9,12,1211,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,4,5,99999,99,99,111,1,1305024,3,2,-2,2,-2,-2,2,3,28,280320001,2,30,301930001,2,30,301930001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,1,2,2,1000,3,1,2,-2,-2,-2,-2,2,3,0,1,2,-2,2,-2,8,2,1,8,0,48,48215,4821545384,3,3,2,4,1,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,10,2013,0,0,-4,1,-3,10.347692,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,2014,4,11410,1,1,1,1,25,1,1,2,5,2,2,-1,6,2,2,4,2,1,1,2,1,8,5,8,3,-2,2,2,2,1,2,1,1,-9,1,-9,2,210,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1217001,3,2,-2,1,2500,3,0,96,7,70780001,2,30,300340001,2,28,280320001,2,9,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,1,2,2,2500,3,1,1,2500,3,1,1,0,96,3,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,4,4,4,1,1,48,48215,4821545384,4,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,6,2014,0,1,1,1,-3,16.7962142,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,2,2,1,2,2,2,1,2,2
18,2014,1,71401,1,1,1,1,18,1,1,1,4,2,2,-1,6,2,2,10,6,2,2,2,1,8,5,8,3,-2,1,2,2,1,2,1,1,-9,1,-9,12,1210,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,1,3000,3,0,96,20,200140001,2,21,210300001,1,21,211160034,1,1,4,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,25,2,3,6000,3,1,1,3000,3,7,1,0,96,2,1,2,-2,2,-2,10,0,-3,8,1,48,48215,4821545384,7,3,3,4,1,1,48,48215,4821545384,3,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,9,2013,0,0,-4,1,-3,10.347692,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,2014,4,11410,1,1,1,1,23,1,1,2,4,2,2,-1,5,2,5,3,1,1,1,2,1,1,5,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,2,201,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,1,3000,3,0,96,12,120010001,2,28,280320001,2,28,280320001,2,14,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,5,2,2,3000,3,1,1,3000,3,1,1,0,96,3,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48113,4811319000,4,3,2,4,1,1,48,48113,4811319000,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,7,2014,0,1,1,1,-3,16.7962142,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,2,2,1,2,2,2,1,2,2
19,2014,1,71401,1,1,1,1,35,1,1,6,2,2,2,-1,5,1,-1,6,2,2,2,1,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,8,822,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,951,6,2,2,2,2,2,2,2,2,8,6,50,3,3,463,1,1217001,1,2,-2,2,-2,-2,0,96,28,280320001,2,26,260300001,2,14,140390001,2,28,2,2,2,-2,-2,-2,-2,-2,-2,0,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280320001,10,2,7,3000,3,1,1,1500,3,3,1,0,96,3,1,1,2,2,-2,3,0,-3,3,0,48,48201,4820135000,4,4,1,4,2,1,48,48201,4820135000,1,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2013,11,2013,0,0,-4,1,-3,10.347692,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,2014,4,11410,1,1,1,2,33,1,1,6,2,2,2,-1,6,2,5,12,1,5,1,2,1,8,5,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,9,903,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,2,-2,-2,0,96,28,280320001,2,97,999999997,97,97,999999997,97,8,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,2,2,2,3000,3,1,2,-2,-2,-2,-2,0,96,2,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,4,4,1,2,48,48215,4821545384,4,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,1,1,1,-3,12.00955829,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
20,2014,1,71401,1,1,1,2,34,1,1,1,3,2,2,-1,6,2,2,5,1,1,1,1,1,8,1,1,2,-1,1,2,2,1,2,2,1,-9,1,-9,9,902,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,1,2,-2,1,3500,3,0,96,20,200140001,2,28,280270001,2,28,280270001,2,25,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,99,280270001,8,2,2,7000,3,1,1,3500,3,7,2,0,96,3,1,1,2,2,-2,12,1,0,8,0,48,48215,4821545384,3,2,46,2,1,1,48,48215,4821545384,46,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2013,10,2013,0,0,-4,1,-3,10.347692,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
