"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"1:1002","Guatemala",275,20110,"Guatemala",200110,40,"Rural","Área rural",2,1,"Nororiente",NA,36,2,2,2,5,2,2,2,2,1,4,4,4,4,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,4,4,3,NA,NA,NA,NA,7,NA,NA,1,1,1,4,6,NA,4,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,7,4,NA,NA,NA,NA,1,1,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,1,1,4,2,2,4,2,NA,NA,NA,2,3,5,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1003","Guatemala",581,20401,"Chimaltenango",200401,81,"Rural","Área rural",2,1,"Noroccidente",NA,43,1,2,2,5,3,1,2,5,1,2,2,2,NA,2,NA,2,NA,2,2,2,2,NA,NA,NA,NA,3,NA,NA,3,4,5,6,3,5,5,7,5,6,3,4,4,5,5,4,3,NA,4,5,6,NA,3,3,NA,NA,NA,NA,5,6,NA,1,2,NA,NA,4,2,8,3,2,1,1,1,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,1,1,5,1,1,1,2,1,2,NA,NA,NA,2,3,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,NA,5,1,6,NA,1,2010,NA,NA,NA
"1:1004","Guatemala",1102,22004,"Chiquimula",202004,146,"Rural","Área rural",2,1,"Nororiente",NA,22,1,2,2,4,1,3,2,4,4,4,3,4,NA,2,5,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,4,4,4,5,4,4,4,7,5,5,3,2,2,NA,3,NA,5,NA,5,4,5,NA,2,4,NA,NA,NA,NA,NA,7,6,NA,5,NA,NA,7,1,3,3,1,2,8,NA,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,2,4,1,4,2,2,4,3,NA,NA,NA,0,3,5,2,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,7,1,7,NA,1,2010,NA,NA,NA
"1:1005","Guatemala",1057,20803,"Totonicapán",200803,141,"Rural","Área rural",2,1,"Noroccidente",NA,37,1,2,1,5,3,3,2,2,1,4,2,4,NA,2,8,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,4,1,5,7,6,5,7,7,7,7,5,6,4,5,6,4,6,NA,5,6,7,NA,3,3,NA,NA,NA,NA,5,6,5,4,3,3,NA,4,9,6,7,4,4,2,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,5,1,4,2,2,2,2,NA,NA,NA,3,3,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,7,1,6,NA,1,2010,NA,NA,NA
"1:1006","Guatemala",1345,21505,"Baja Verapaz",201505,173,"Rural","Área rural",2,1,"Nororiente",NA,28,2,2,1,5,NA,3,1,3,4,4,4,4,4,1,5,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,4,1,NA,NA,NA,5,6,7,6,NA,6,3,NA,6,6,4,5,NA,NA,4,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,7,9,4,4,3,NA,1,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,1,5,5,NA,2,2,2,3,NA,NA,NA,3,2,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,3,2,3,NA,2,2010,NA,NA,NA
"1:1007","Guatemala",1431,20206,"El Progreso",200206,182,"Rural","Área rural",2,1,"Nororiente",NA,28,2,2,4,4,3,3,2,4,1,2,4,4,4,1,5,2,NA,1,1,1,2,NA,NA,NA,NA,1,NA,NA,4,3,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,NA,1,2,2,NA,2,3,NA,NA,NA,NA,6,6,3,1,2,3,NA,4,4,3,4,6,5,2,1,1,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,1,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,1,1,1,4,2,2,3,3,NA,NA,NA,9,3,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1008","Guatemala",1337,21505,"Baja Verapaz",201505,173,"Rural","Área rural",2,1,"Nororiente",NA,34,1,2,1,27,3,3,2,2,1,2,2,4,NA,1,6,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,4,3,4,7,NA,NA,7,7,NA,NA,7,3,3,5,7,4,4,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,8,NA,1,10,2,NA,2,1,1,0,0,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,1,1,1,2,2,3,1,NA,NA,NA,3,2,5,3,1,0,1,0,1,1,1,1,1,1,0,1,0,NA,3,1,3,NA,1,2010,NA,NA,NA
"1:1009","Guatemala",87,6,"Guatemala",200101,13,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",NA,35,2,2,2,1,3,2,2,2,1,3,4,4,4,2,5,2,NA,1,1,2,2,NA,NA,NA,NA,1,NA,NA,4,4,2,7,2,2,5,7,3,NA,5,1,5,1,3,5,6,NA,3,3,NA,NA,5,3,NA,NA,NA,NA,1,7,NA,1,4,3,NA,1,10,5,5,5,5,9,6,2,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,2,1,3,NA,2,2,2,2,NA,NA,NA,2,2,5,2,1,1,1,0,0,0,0,1,1,1,0,1,0,NA,2,1,5,NA,2,2010,NA,NA,NA
"1:1010","Guatemala",859,20314,"Sacatepéquez",200314,114,"Urbano","Ciudad mediana",2,1,"Noroccidente",NA,37,2,2,1,13,3,1,1,2,4,2,4,4,4,2,6,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,2,4,3,6,4,5,7,7,5,5,4,3,3,6,5,6,5,NA,6,6,3,NA,3,3,NA,NA,NA,NA,5,7,3,1,3,3,NA,3,1,1,3,2,2,1,1,2,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,2,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,1,5,1,2,2,2,1,1,NA,NA,NA,2,2,2,1,1,0,1,1,1,1,1,1,1,1,0,1,0,NA,5,2,4,NA,2,2010,NA,NA,NA
"1:1011","Guatemala",814,21420,"Quiché",201420,110,"Rural","Área rural",2,1,"Noroccidente",NA,55,1,2,2,1,3,3,2,3,2,2,3,3,NA,3,5,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,1,3,4,5,4,3,5,7,3,1,5,4,3,7,4,7,7,NA,3,5,NA,NA,3,3,NA,NA,NA,NA,4,5,3,3,2,3,NA,5,9,3,1,2,3,1,1,1,0,1,NA,NA,0,NA,1,0,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1,1,4,2,1,2,3,NA,NA,NA,6,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,1,3,NA,1,2010,NA,NA,NA
"1:1012","Guatemala",555,21008,"Suchitepéquez",201008,76,"Urbano","Ciudad mediana",2,1,"Suroriente",NA,45,2,2,3,1,3,1,2,2,4,4,3,3,4,1,6,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,4,2,2,1,2,NA,7,3,2,1,1,3,2,3,4,6,NA,3,3,5,NA,4,4,NA,NA,NA,NA,1,2,7,6,5,2,NA,10,10,9,9,8,8,10,10,2,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,3,1,1,1,4,2,2,2,3,NA,NA,NA,1,2,1,2,1,1,1,0,0,0,0,1,1,1,1,1,0,NA,6,2,4,NA,2,2010,NA,NA,NA
"1:1013","Guatemala",317,20102,"Guatemala",200102,45,"Urbano","Ciudad grande",2,1,"Metropolitana",NA,30,2,2,2,5,2,3,2,3,4,3,3,4,4,3,8,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,3,3,2,4,1,2,3,6,2,1,1,1,1,2,5,1,1,NA,2,2,4,NA,3,4,NA,NA,NA,NA,7,7,7,2,4,3,NA,10,10,10,10,6,10,1,1,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2,1,1,1,2,1,1,3,3,NA,NA,NA,2,2,5,1,0,0,1,0,0,0,1,1,1,0,0,1,0,NA,3,1,4,NA,2,2010,NA,NA,NA
"1:1014","Guatemala",948,21225,"San Marcos",201225,126,"Rural","Área rural",2,1,"Noroccidente",NA,30,2,2,1,57,1,2,1,2,4,2,2,3,4,1,7,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,4,1,5,6,7,4,2,7,1,1,NA,7,1,1,7,6,1,NA,7,7,NA,NA,2,2,NA,NA,NA,NA,6,7,4,5,2,2,NA,10,6,9,9,9,9,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,11,5,NA,2,2,3,2,NA,NA,NA,3,2,5,2,0,0,1,0,0,0,0,1,1,0,0,1,1,NA,5,1,4,NA,2,2010,NA,NA,NA
"1:1015","Guatemala",999,20706,"Sololá",200706,133,"Rural","Área rural",2,1,"Noroccidente",NA,34,2,2,1,55,1,2,2,2,1,4,1,4,1,2,NA,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,1,7,7,NA,NA,NA,7,7,5,7,7,7,7,7,7,7,NA,7,7,7,NA,2,3,NA,NA,NA,NA,NA,NA,7,7,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,5,1,4,1,1,3,2,NA,NA,NA,2,3,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,6,1,3,NA,2,2010,NA,NA,NA
"1:1016","Guatemala",410,20505,"Escuintla",200505,59,"Rural","Área rural",2,1,"Suroriente",NA,37,2,2,2,4,2,1,1,4,4,2,4,2,2,3,NA,2,NA,1,1,2,2,NA,NA,NA,NA,3,NA,NA,4,3,3,NA,4,5,5,7,NA,4,3,2,2,5,2,2,4,NA,5,NA,NA,NA,2,3,NA,NA,NA,NA,2,7,6,2,NA,3,NA,4,7,4,3,3,5,NA,1,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,1,1,5,NA,2,2,3,1,NA,NA,NA,4,3,5,2,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,6,1,7,NA,2,2010,NA,NA,NA
"1:1017","Guatemala",438,20509,"Escuintla",200509,62,"Urbano","Ciudad mediana",2,1,"Suroriente",NA,23,1,2,2,57,2,2,2,3,1,4,4,4,NA,2,7,2,NA,1,1,2,1,1,NA,NA,NA,3,NA,NA,4,4,5,3,5,5,5,6,4,5,5,3,2,4,7,4,5,NA,7,3,4,NA,3,3,NA,NA,NA,NA,1,7,5,7,5,2,NA,9,9,9,7,5,5,6,1,2,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,1,1,1,2,2,2,2,2,NA,NA,NA,0,2,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,NA,7,1,3,NA,1,2010,NA,NA,NA
"1:1018","Guatemala",51,4,"Guatemala",200101,8,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",NA,39,1,2,2,27,3,2,2,2,1,3,4,4,NA,3,7,2,NA,1,1,1,2,NA,NA,NA,NA,3,NA,NA,2,3,4,6,5,5,5,7,3,5,1,3,4,3,6,5,4,NA,4,5,6,NA,2,4,NA,NA,NA,NA,3,7,5,3,5,2,NA,9,8,5,5,5,5,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,1,1,2,2,2,2,2,NA,NA,NA,2,2,5,2,1,1,0,0,0,0,0,1,1,0,0,1,0,NA,4,1,5,NA,1,2010,NA,NA,NA
"1:1019","Guatemala",1441,21805,"Izabal",201805,183,"Rural","Área rural",2,1,"Nororiente",NA,52,1,2,2,5,3,3,2,3,2,2,3,4,NA,2,8,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,2,4,2,2,2,4,7,5,1,1,3,2,4,3,5,4,NA,2,4,4,NA,3,5,NA,NA,NA,NA,1,7,7,4,5,4,NA,10,1,10,5,10,5,10,1,2,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,3,2,7,NA,2,2,3,3,NA,NA,NA,0,2,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,NA,6,1,3,NA,1,2010,NA,NA,NA
"1:1020","Guatemala",740,20922,"Quetzaltenango",200922,99,"Rural","Área rural",2,1,"Noroccidente",NA,56,2,2,1,57,3,1,2,2,1,4,2,4,4,1,NA,2,NA,1,1,2,2,NA,NA,NA,NA,1,NA,NA,4,4,1,7,3,3,6,7,6,5,3,2,3,3,6,5,4,NA,6,5,1,NA,3,4,NA,NA,NA,NA,1,2,7,1,7,3,NA,1,1,8,1,1,1,1,1,2,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,2,1,4,2,2,1,3,NA,NA,NA,3,7,1,5,1,1,1,3,1,1,0,1,1,1,1,1,1,NA,8,2,4,NA,2,2010,NA,NA,NA
"1:1021","Guatemala",273,20110,"Guatemala",200110,40,"Rural","Área rural",2,1,"Nororiente",NA,20,2,2,4,4,3,3,2,5,1,4,4,4,4,4,1,1,1,2,2,2,2,NA,NA,NA,NA,2,NA,NA,3,3,4,7,2,6,6,7,7,1,6,6,3,4,2,2,4,NA,3,4,5,NA,3,5,NA,NA,NA,NA,2,7,7,1,6,3,NA,10,4,6,6,9,5,6,1,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2,2,1,1,4,2,2,3,3,NA,NA,NA,2,3,5,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,5,1,5,NA,2,2010,NA,NA,NA
"1:1022","Guatemala",556,21008,"Suchitepéquez",201008,76,"Urbano","Ciudad mediana",2,1,"Suroriente",NA,72,2,2,1,57,1,3,2,3,1,4,4,4,4,3,NA,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,1,4,1,3,1,2,NA,7,3,1,1,1,NA,NA,5,3,6,NA,2,2,7,NA,3,4,NA,NA,NA,NA,7,6,NA,1,1,2,NA,1,1,10,9,3,3,3,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,5,5,NA,1,1,2,2,NA,NA,NA,11,2,5,2,1,1,1,0,0,0,0,1,1,0,0,1,0,NA,5,2,4,NA,2,2010,NA,NA,NA
"1:1023","Guatemala",1193,22203,"Jutiapa",202203,156,"Rural","Área rural",2,1,"Suroccidente",NA,26,1,2,1,57,3,2,2,3,4,2,2,4,NA,2,3,2,NA,1,1,2,1,4,NA,NA,NA,3,NA,NA,4,3,5,2,5,3,6,7,6,7,6,1,5,5,4,5,4,NA,4,4,5,NA,3,3,NA,NA,NA,NA,2,5,6,6,3,1,NA,1,10,9,2,3,7,3,1,2,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,1,NA,1,4,2,2,3,2,NA,NA,NA,1,2,5,2,0,0,1,0,0,1,0,1,1,0,0,1,1,NA,5,2,3,NA,1,2010,NA,NA,NA
"1:1024","Guatemala",811,21420,"Quiché",201420,110,"Rural","Área rural",2,1,"Noroccidente",NA,23,1,2,1,5,2,1,2,3,4,4,4,4,NA,3,1,2,NA,1,2,2,2,NA,NA,NA,NA,2,NA,NA,4,4,4,NA,3,4,6,7,5,4,5,3,3,4,4,5,5,NA,5,NA,NA,NA,3,3,NA,NA,NA,NA,5,6,5,NA,3,2,NA,8,5,7,8,5,5,7,8,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,4,3,1,1,4,2,2,2,1,NA,NA,NA,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,5,2,3,NA,1,2010,NA,NA,NA
"1:1025","Guatemala",1171,22212,"Jutiapa",202212,153,"Rural","Área rural",2,1,"Suroccidente",NA,18,2,2,1,4,3,1,2,3,1,4,4,4,4,3,NA,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,2,3,6,3,2,1,7,4,1,1,1,1,1,4,2,5,NA,3,NA,NA,NA,3,3,NA,NA,NA,NA,1,7,NA,7,NA,3,NA,5,1,1,8,NA,1,1,1,2,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,1,5,4,NA,1,2,2,2,NA,NA,NA,0,2,5,2,1,0,1,1,0,0,0,1,1,0,0,1,1,NA,6,1,3,NA,2,2010,NA,NA,NA
"1:1026","Guatemala",1425,20206,"El Progreso",200206,182,"Rural","Área rural",2,1,"Nororiente",NA,19,1,2,2,5,3,2,2,3,4,4,4,4,NA,2,NA,2,NA,2,2,1,1,1,NA,NA,NA,1,NA,NA,4,4,2,5,NA,NA,3,7,4,7,1,1,2,3,1,5,7,NA,3,NA,NA,NA,4,4,NA,NA,NA,NA,1,5,4,1,1,3,NA,10,1,NA,NA,NA,NA,1,1,1,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,2,1,3,NA,2,2,3,2,NA,NA,NA,0,2,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1027","Guatemala",99,9,"Guatemala",200101,15,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",NA,38,1,2,1,1,3,2,2,2,1,3,4,4,NA,3,6,2,NA,2,2,1,2,NA,NA,NA,NA,3,NA,NA,3,3,5,6,4,5,5,7,5,3,2,2,4,5,6,5,6,NA,5,5,7,NA,3,3,NA,NA,NA,NA,1,5,2,3,5,2,NA,8,1,8,8,7,7,9,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,2,1,4,2,2,2,2,NA,NA,NA,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,5,1,3,NA,1,2010,NA,NA,NA
"1:1028","Guatemala",191,20108,"Guatemala",200108,27,"Urbano","Ciudad grande",2,1,"Metropolitana",NA,42,2,2,3,13,3,3,2,3,3,3,3,3,3,3,6,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,4,3,4,4,4,4,4,2,3,3,3,1,4,4,2,2,5,NA,2,2,4,NA,2,3,NA,NA,NA,NA,3,2,4,4,3,3,NA,4,4,6,7,5,5,5,6,2,1,0,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,3,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,2,1,1,2,2,2,2,2,NA,NA,NA,4,2,3,1,1,1,1,1,0,1,0,1,1,0,0,1,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:1029","Guatemala",131,18,"Guatemala",200101,20,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",NA,36,1,2,1,57,3,2,2,2,1,4,4,4,NA,3,NA,2,NA,1,2,1,2,NA,NA,NA,NA,1,NA,NA,4,2,3,3,3,3,5,7,5,6,4,6,4,5,7,1,7,NA,2,2,4,NA,2,4,NA,NA,NA,NA,6,6,7,1,4,2,NA,5,7,5,1,1,5,5,1,2,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,2,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,2,1,4,1,2,1,1,NA,NA,NA,4,2,5,1,1,0,1,2,0,1,0,1,1,0,0,1,1,NA,5,1,3,NA,1,2010,NA,NA,NA
"1:1030","Guatemala",234,20108,"Guatemala",200108,34,"Urbano","Ciudad grande",2,1,"Metropolitana",NA,21,1,2,2,1,3,3,2,4,1,4,3,4,NA,3,5,2,NA,2,2,2,2,NA,NA,NA,NA,4,NA,NA,3,4,1,5,1,1,3,7,4,4,1,1,2,1,7,3,5,NA,1,4,4,NA,3,5,NA,NA,NA,NA,7,7,5,1,2,4,NA,10,9,10,10,6,5,1,1,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,2,NA,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,1,2,3,NA,2,2,3,3,NA,NA,NA,1,2,4,2,1,0,1,0,0,0,1,1,1,0,0,1,0,NA,6,1,4,NA,1,2010,NA,NA,NA
"1:1031","Guatemala",614,20407,"Chimaltenango",200407,84,"Urbano","Ciudad mediana",2,1,"Noroccidente",NA,26,2,2,1,1,3,3,2,3,1,4,4,4,4,3,NA,2,NA,1,1,2,1,3,NA,NA,NA,3,NA,NA,1,3,4,4,3,2,3,7,3,3,4,5,1,4,3,5,6,NA,4,5,3,NA,3,3,NA,NA,NA,NA,2,7,NA,2,5,2,NA,10,2,1,2,2,2,1,1,2,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,4,2,1,3,3,NA,NA,NA,1,3,4,1,0,1,1,0,0,0,0,1,1,0,0,1,0,NA,6,1,3,NA,2,2010,NA,NA,NA
"1:1032","Guatemala",242,20117,"Guatemala",200117,36,"Urbano","Ciudad grande",2,1,"Metropolitana",NA,34,1,2,2,1,1,3,2,2,4,4,4,4,NA,4,5,2,NA,1,1,1,1,3,NA,NA,NA,2,NA,NA,3,4,3,3,2,4,3,4,3,7,1,1,3,3,3,4,4,NA,5,5,5,NA,4,4,NA,NA,NA,NA,4,3,4,1,3,3,NA,2,1,4,4,4,4,1,1,1,1,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5,3,NA,1,4,1,1,3,3,NA,NA,NA,1,2,5,1,1,0,1,1,0,0,1,1,1,1,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:1033","Guatemala",618,20403,"Chimaltenango",200403,85,"Rural","Área rural",2,1,"Noroccidente",NA,34,1,2,3,27,3,2,2,4,1,3,4,4,NA,3,4,1,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,3,3,2,2,2,2,3,7,3,4,3,1,3,2,2,5,4,NA,5,1,5,NA,3,3,NA,NA,NA,NA,NA,4,6,4,3,3,NA,7,7,NA,3,NA,NA,NA,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,1,1,4,2,2,3,3,NA,NA,NA,3,3,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,5,1,3,NA,1,2010,NA,NA,NA
"1:1034","Guatemala",713,21316,"Huehuetenango",201316,96,"Rural","Área rural",2,1,"Noroccidente",NA,24,1,2,1,57,1,1,2,2,1,4,2,1,NA,1,9,2,NA,1,1,1,2,NA,NA,NA,NA,2,NA,NA,4,1,6,7,4,5,3,7,2,1,7,7,7,7,7,7,6,NA,4,5,5,NA,2,2,NA,NA,NA,NA,7,7,5,4,7,4,NA,2,2,2,3,4,1,5,4,2,0,0,NA,1,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,1,5,1,4,1,1,3,1,NA,NA,NA,1,3,5,2,0,1,1,0,0,0,0,1,0,0,0,1,1,NA,6,1,4,NA,1,2010,NA,NA,NA
