"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"1:2496","Guatemala",277,110,"Guatemala",NA,47,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",2,36,1,2,2,NA,3,3,2,3,4,3,4,4,NA,3,5,2,NA,1,1,2,2,NA,1,0,0,3,NA,NA,2,4,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,3,NA,NA,NA,2,6,2,2,1,3,1,9,7,8,8,8,8,3,2,1,1,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,4,3,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,11,2,5,3,4,1,4,2,2,2,2,NA,4,NA,2,2,4,2,1,1,1,1,0,1,0,1,1,0,NA,1,0,1,4,2,4,NA,1,2012,NA,NA,NA
"1:2497","Guatemala",183,106,"Guatemala",NA,31,"Rural","Área rural",2,1,"Metropolitana",2,66,1,2,2,NA,3,3,2,5,2,4,4,4,NA,1,NA,2,NA,1,1,NA,2,NA,2,0,0,3,NA,NA,2,4,3,3,3,3,3,3,3,2,2,3,5,3,3,3,3,3,3,3,NA,2,5,5,3,NA,NA,NA,4,6,3,2,2,3,1,7,3,8,3,4,4,2,1,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,4,1,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,1,3,NA,2,2,4,3,NA,5,NA,5,3,5,5,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,8,2,4,NA,1,2012,NA,NA,NA
"1:2498","Guatemala",41,NA,"Guatemala",NA,7,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,33,2,2,1,NA,3,2,2,3,2,2,4,4,4,4,6,2,NA,1,1,2,2,NA,2,0,0,2,NA,NA,3,2,4,5,4,5,7,7,3,2,4,2,3,2,4,3,2,4,2,2,2,5,3,3,4,4,4,NA,3,3,3,5,4,1,2,6,4,6,5,5,4,6,1,2,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,3,1,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,9,1,2,3,5,5,NA,2,2,3,3,NA,5,NA,3,3,3,1,1,0,1,0,0,0,0,0,0,0,NA,1,0,1,4,2,4,NA,2,2012,NA,NA,NA
"1:2499","Guatemala",404,203,"El Progreso",NA,68,"Rural","Área rural",2,1,"Nororiente",3,33,2,2,2,5,2,2,2,3,1,2,4,4,4,2,8,2,NA,1,1,2,2,NA,2,1,0,2,NA,NA,4,4,4,5,3,6,4,6,4,6,2,2,2,3,3,4,5,3,3,3,5,NA,3,3,2,2,3,NA,2,6,6,3,5,NA,NA,2,2,7,7,7,7,7,NA,2,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,12,NA,2,1,1,1,4,2,2,2,2,NA,4,NA,2,2,5,1,0,0,1,0,0,0,0,1,1,0,NA,1,0,0,5,1,4,NA,2,2012,NA,NA,NA
"1:2500","Guatemala",1022,1304,"Huehuetenango",NA,171,"Rural","Área rural",2,1,"Noroccidente",3,39,1,2,3,58,3,2,1,5,2,3,3,4,NA,2,5,2,NA,2,2,2,2,NA,1,0,0,2,NA,NA,4,4,4,6,4,4,6,7,5,4,3,2,2,4,2,4,6,4,3,3,3,NA,3,3,4,3,3,NA,3,6,5,2,3,NA,NA,8,7,7,7,7,6,2,NA,2,1,0,0,0,0,NA,0,0,1,NA,NA,NA,NA,1,1,1,2,4,2,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,3,NA,2,1,1,1,4,1,2,4,2,NA,6,NA,4,3,5,2,0,0,1,1,0,0,0,1,0,0,NA,0,0,0,5,1,4,NA,1,2012,NA,NA,NA
"1:2501","Guatemala",43,NA,"Guatemala",NA,8,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,25,1,2,2,NA,3,3,2,4,1,4,4,4,NA,3,8,2,NA,1,1,2,1,2,2,1,0,2,NA,NA,1,3,1,4,3,5,4,1,2,2,2,1,2,3,1,3,2,1,2,2,1,2,3,3,3,3,3,NA,4,5,6,4,4,3,2,4,3,5,6,5,4,6,1,2,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1,2,2,3,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,12,2,1,1,5,4,NA,1,1,3,2,NA,8,NA,6,2,3,2,1,1,1,0,0,0,0,1,1,0,NA,1,0,1,3,2,4,NA,1,2012,NA,NA,NA
"1:2502","Guatemala",321,115,"Guatemala",NA,54,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,38,1,2,1,1,2,2,1,3,2,2,4,4,NA,2,4,1,1,2,2,2,1,1,2,0,1,4,NA,NA,1,3,4,7,5,5,5,7,6,5,4,2,5,5,5,5,6,4,5,6,6,NA,2,3,3,3,3,NA,5,7,4,2,5,NA,NA,6,2,7,6,5,3,6,NA,2,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,1,1,1,2,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,11,NA,1,1,5,1,1,2,1,2,1,NA,5,NA,3,2,5,1,1,0,1,0,0,0,1,1,1,0,NA,1,0,1,5,1,4,NA,1,2012,NA,NA,NA
"1:2503","Guatemala",55,NA,"Guatemala",NA,10,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,21,1,2,1,NA,2,2,2,3,4,4,4,4,NA,2,5,2,NA,1,2,2,1,1,1,0,0,3,NA,NA,2,1,5,4,3,4,5,7,5,6,4,3,5,5,4,5,6,4,5,4,5,2,2,3,2,2,2,NA,4,7,4,2,4,2,1,7,2,7,5,5,5,6,3,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,4,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,12,2,2,1,1,4,NA,2,2,2,1,NA,4,NA,0,2,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3,1,4,NA,1,2012,NA,NA,NA
"1:2504","Guatemala",359,116,"Guatemala",NA,60,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",2,39,2,2,1,NA,1,1,2,2,2,1,4,4,4,3,4,2,NA,2,2,2,2,NA,2,0,0,1,NA,NA,1,1,4,3,4,3,4,6,6,6,6,6,3,6,5,6,6,6,6,6,6,5,2,2,2,2,2,NA,5,5,5,5,6,2,1,5,7,5,7,6,6,5,6,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,2,1,2,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,9,0,2,2,1,2,1,2,2,3,2,NA,3,NA,1,2,1,1,1,0,1,0,0,0,0,1,1,0,NA,1,1,1,4,2,4,NA,2,2012,NA,NA,NA
"1:2505","Guatemala",1479,2202,"Jutiapa",NA,247,"Rural","Área rural",2,1,"Sur",3,72,1,2,1,NA,3,3,2,2,4,4,4,4,NA,1,5,2,NA,2,2,2,2,NA,2,0,0,1,NA,NA,3,3,3,4,6,5,4,2,4,3,3,4,3,3,4,4,3,2,3,3,4,3,2,3,2,3,3,NA,4,4,4,4,3,1,1,5,5,4,5,4,3,4,3,1,0,0,0,NA,0,NA,1,1,0,NA,NA,NA,NA,2,2,2,2,4,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,5,1,2,7,NA,2,2,3,1,NA,2,NA,9,2,5,5,1,0,1,1,0,0,0,1,1,0,NA,0,0,1,6,2,5,NA,1,2012,NA,NA,NA
"1:2506","Guatemala",657,701,"Sololá",NA,110,"Rural","Área rural",2,1,"Noroccidente",2,47,1,2,2,NA,3,2,2,3,1,4,2,4,NA,2,4,1,2,1,1,1,1,1,1,1,0,1,NA,NA,4,2,4,5,5,5,5,5,4,5,4,3,2,2,4,5,4,3,3,3,1,2,3,3,3,3,3,NA,7,5,7,2,2,3,1,10,5,10,10,10,10,5,1,2,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,1,2,1,2,4,3,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,7,0,2,1,5,2,4,1,1,3,3,NA,8,NA,6,3,5,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,0,6,2,5,NA,1,2012,NA,NA,NA
"1:2507","Guatemala",113,NA,"Guatemala",NA,19,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,43,1,2,2,NA,2,2,2,1,1,2,4,4,NA,1,2,2,NA,1,1,2,2,NA,1,0,0,1,NA,NA,3,3,2,2,2,3,4,4,3,3,3,1,4,3,4,6,3,3,3,3,2,3,3,3,2,3,4,NA,2,6,5,3,1,2,1,9,4,9,8,8,8,9,5,1,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,3,3,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,15,3,2,1,5,1,4,2,2,2,2,NA,5,NA,3,2,3,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,5,2,4,NA,1,2012,NA,NA,NA
"1:2508","Guatemala",474,413,"Chimaltenango",NA,79,"Urbano","Ciudad pequeña",2,1,"Noroccidente",3,35,2,2,1,57,3,3,2,3,2,2,4,4,4,3,3,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,3,4,2,4,4,7,4,4,4,4,4,4,3,5,4,4,4,4,6,5,6,NA,3,3,1,2,2,NA,7,7,4,3,3,NA,NA,2,4,8,5,8,6,8,NA,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,4,3,NA,NA,NA,NA,NA,2,NA,NA,3,2,NA,NA,12,NA,2,1,1,5,NA,2,2,2,2,NA,4,NA,2,2,3,3,1,0,1,1,0,1,0,1,1,0,NA,1,0,1,4,1,6,NA,2,2012,NA,NA,NA
"1:2509","Guatemala",1020,1304,"Huehuetenango",NA,170,"Rural","Área rural",2,1,"Noroccidente",3,60,2,2,1,4,3,3,2,4,2,4,4,4,4,1,NA,2,NA,NA,NA,NA,2,NA,2,1,0,1,NA,NA,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,NA,4,4,3,3,3,NA,4,7,NA,1,1,NA,NA,7,7,1,1,1,1,3,NA,NA,0,0,0,NA,NA,NA,1,NA,0,NA,NA,NA,NA,1,2,1,2,4,4,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0,NA,2,1,1,7,NA,1,2,3,3,NA,9,NA,7,3,NA,2,0,0,1,0,0,1,0,1,1,0,NA,1,0,1,6,2,5,NA,2,2012,NA,NA,NA
"1:2510","Guatemala",613,602,"Santa Rosa",NA,103,"Rural","Área rural",2,1,"Sur",3,27,1,2,1,NA,2,2,2,3,4,4,4,4,NA,3,4,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,3,4,4,3,3,3,4,7,4,4,3,5,3,6,5,3,4,3,3,4,2,3,2,4,2,2,3,NA,4,4,4,4,4,2,2,5,2,9,6,7,6,6,5,1,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,1,1,1,4,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,9,1,4,1,1,1,4,2,2,3,2,NA,2,NA,0,2,5,5,0,0,1,0,0,0,0,1,0,0,NA,0,0,1,5,2,5,NA,1,2012,NA,NA,NA
"1:2511","Guatemala",250,NA,"Guatemala",NA,42,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,45,2,2,1,15,2,2,2,2,1,4,4,4,4,3,4,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,2,2,4,4,4,4,4,6,4,4,6,4,6,6,6,4,4,4,4,4,6,NA,2,2,2,3,3,NA,4,4,3,3,4,NA,NA,6,5,5,5,5,5,5,NA,1,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,2,1,NA,NA,NA,NA,NA,4,NA,NA,2,2,NA,NA,9,NA,2,2,1,1,NA,2,2,2,3,NA,5,NA,3,2,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,4,2,4,NA,2,2012,NA,NA,NA
"1:2512","Guatemala",1212,1606,"Alta Verapaz",NA,202,"Rural","Área rural",2,1,"Nororiente",3,53,2,2,1,18,3,2,2,3,1,2,2,2,2,3,3,2,NA,2,2,2,2,NA,2,0,0,1,NA,NA,2,2,3,4,2,5,2,7,3,6,4,5,1,2,7,3,4,6,7,7,7,NA,NA,NA,1,2,1,NA,3,3,2,3,3,NA,NA,4,3,2,4,1,4,1,NA,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,1,5,5,NA,2,2,NA,NA,NA,4,NA,9,3,NA,3,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,3,2,3,NA,2,2012,NA,NA,NA
"1:2513","Guatemala",687,806,"Totonicapán",NA,115,"Rural","Área rural",2,1,"Noroccidente",3,51,1,2,1,NA,2,2,1,2,1,3,4,4,NA,1,9,2,NA,2,2,NA,2,NA,2,0,0,1,NA,NA,4,NA,4,6,6,5,4,4,4,4,4,4,1,2,3,4,4,5,4,4,NA,3,3,NA,2,2,2,NA,4,6,NA,3,1,2,2,3,3,8,6,5,6,1,2,1,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,2,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,7,0,1,1,5,1,4,2,2,3,2,NA,5,NA,2,3,5,4,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,5,1,4,NA,1,2012,NA,NA,NA
"1:2514","Guatemala",219,NA,"Guatemala",NA,37,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,74,1,2,2,5,2,3,2,3,1,4,4,4,NA,2,8,NA,NA,2,2,2,2,NA,2,1,0,2,NA,NA,4,4,5,7,2,5,7,7,7,7,1,6,NA,7,7,2,6,7,7,5,3,NA,2,3,4,3,3,NA,3,6,5,5,7,NA,NA,1,3,3,2,3,3,4,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,2,NA,NA,2,4,NA,NA,9,NA,1,1,1,6,NA,2,2,2,3,NA,4,NA,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,6,1,5,NA,1,2012,NA,NA,NA
"1:2515","Guatemala",1494,2211,"Jutiapa",NA,249,"Urbano","Ciudad pequeña",2,1,"Sur",3,46,2,2,1,19,2,2,2,2,2,3,4,4,4,3,NA,2,NA,1,1,2,2,NA,2,0,0,3,NA,NA,3,3,2,5,1,1,5,7,2,6,2,2,1,2,4,2,2,2,5,NA,NA,NA,3,3,2,2,3,NA,2,7,6,1,1,NA,NA,9,5,6,10,6,5,1,NA,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,1,1,5,NA,2,2,3,2,NA,9,NA,13,2,5,2,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,6,2,3,NA,2,2012,NA,NA,NA
"1:2516","Guatemala",1,NA,"Guatemala",NA,1,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,23,2,2,1,NA,3,3,2,3,1,4,4,4,4,3,2,2,NA,1,1,2,1,1,1,0,0,3,NA,NA,2,4,3,2,2,4,3,5,3,3,3,1,2,2,3,3,2,2,2,2,2,1,3,4,2,3,4,NA,1,2,4,2,1,3,1,8,1,6,7,9,9,10,7,1,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,2,4,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,1,3,NA,2,1,2,3,NA,3,NA,0,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,4,NA,2,2012,NA,NA,NA
"1:2517","Guatemala",1467,2201,"Jutiapa",NA,245,"Rural","Área rural",2,1,"Sur",2,46,1,2,2,NA,1,1,2,3,1,2,2,2,NA,2,7,2,NA,2,2,2,2,NA,1,0,0,2,NA,NA,4,3,6,5,3,5,6,7,6,6,5,4,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,NA,6,6,6,4,5,3,2,7,3,3,7,3,2,1,1,2,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,2,2,2,4,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,1,1,4,2,1,3,2,NA,8,NA,7,2,5,2,0,0,1,1,0,0,0,0,0,0,NA,1,0,0,4,1,6,NA,1,2012,NA,NA,NA
"1:2518","Guatemala",429,301,"Sacatepéquez",NA,72,"Rural","Área rural",2,1,"Noroccidente",3,57,1,2,1,NA,3,2,2,3,1,3,3,4,NA,2,5,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,4,2,5,6,5,7,7,7,5,5,4,5,5,5,6,5,4,5,5,6,NA,4,2,3,2,3,3,NA,5,6,5,4,4,NA,2,8,2,4,6,4,3,1,1,2,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,3,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,9,1,1,1,1,NA,NA,2,2,NA,NA,NA,6,NA,4,3,5,1,0,0,1,0,0,0,0,1,0,0,NA,1,0,1,4,2,3,NA,1,2012,NA,NA,NA
"1:2519","Guatemala",1269,1614,"Alta Verapaz",NA,212,"Rural","Área rural",2,1,"Nororiente",3,64,1,2,2,NA,2,3,2,3,1,3,1,4,NA,3,6,2,NA,NA,2,2,2,NA,1,0,0,3,NA,NA,3,1,4,4,3,2,6,7,4,5,5,3,1,NA,5,4,3,4,5,4,2,2,3,3,2,2,2,NA,4,4,3,4,3,2,2,3,4,4,3,2,3,2,1,2,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,1,2,1,1,3,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,6,0,1,1,1,1,4,2,2,NA,NA,NA,8,NA,6,2,5,NA,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,3,1,3,NA,1,2012,NA,NA,NA
"1:2520","Guatemala",223,NA,"Guatemala",NA,38,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,46,2,2,1,NA,2,3,2,2,1,4,4,4,4,2,NA,2,NA,1,1,NA,2,NA,2,0,0,3,NA,NA,3,4,3,3,NA,3,NA,7,3,1,1,2,1,1,2,2,2,3,2,NA,NA,1,NA,3,2,2,3,NA,NA,4,5,4,1,2,2,9,1,6,7,7,7,4,4,1,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,1,1,2,4,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,2,2,2,4,2,NA,2,NA,1,3,5,4,0,0,1,0,0,0,0,1,1,0,NA,1,0,1,6,2,4,NA,2,2012,NA,NA,NA
"1:2521","Guatemala",631,609,"Santa Rosa",NA,106,"Rural","Área rural",2,1,"Sur",3,28,2,2,1,NA,2,2,2,3,1,3,4,4,4,1,8,2,NA,1,1,2,2,NA,2,0,0,1,NA,NA,4,3,4,7,3,4,5,7,5,6,5,4,3,4,4,5,5,4,4,5,5,2,3,3,3,3,3,NA,2,7,4,1,2,3,2,7,1,9,8,8,7,3,1,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,2,4,3,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,12,1,1,1,5,5,NA,2,2,2,2,NA,3,NA,1,2,5,1,1,0,1,2,1,1,1,0,1,0,NA,1,0,0,7,2,3,NA,2,2012,NA,NA,NA
"1:2522","Guatemala",566,509,"Escuintla",NA,95,"Rural","Área rural",2,1,"Sur",3,39,1,2,1,1,2,1,2,2,4,4,2,4,NA,1,5,2,NA,2,2,1,1,1,1,0,0,1,NA,NA,4,1,5,4,4,4,6,7,6,5,4,5,4,4,7,4,7,4,4,7,4,NA,3,3,4,3,4,NA,1,7,6,1,1,NA,NA,10,6,9,9,1,1,1,NA,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA,NA,2,NA,NA,2,3,NA,NA,12,NA,NA,NA,4,NA,NA,2,2,3,2,NA,6,NA,0,2,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,4,2,3,NA,1,2012,NA,NA,NA
"1:2523","Guatemala",462,401,"Chimaltenango",NA,77,"Rural","Área rural",2,1,"Noroccidente",2,56,2,2,2,5,2,3,2,3,4,3,2,4,4,2,4,2,NA,1,1,1,2,NA,1,1,1,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,3,3,6,4,4,NA,NA,4,4,5,7,4,5,5,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,5,NA,2,2,3,3,NA,6,NA,2,3,5,5,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,7,1,6,NA,2,2012,NA,NA,NA
"1:2524","Guatemala",397,203,"El Progreso",NA,67,"Rural","Área rural",2,1,"Nororiente",3,18,1,2,3,NA,3,3,2,3,2,4,3,4,NA,1,5,2,NA,1,NA,2,2,NA,2,0,0,1,NA,NA,4,2,4,5,2,1,1,7,2,7,6,2,3,6,4,2,NA,1,3,NA,NA,1,3,3,4,4,3,NA,4,7,5,1,3,2,2,6,1,7,10,4,3,4,4,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,1,2,2,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,8,2,2,1,1,1,4,2,1,2,2,NA,6,NA,0,2,4,3,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,6,2,3,NA,1,2012,NA,NA,NA
"1:2525","Guatemala",1390,2004,"Chiquimula",NA,232,"Rural","Área rural",2,1,"Nororiente",3,19,2,2,2,4,3,3,2,3,3,4,4,4,4,2,4,2,NA,2,2,2,2,NA,2,0,0,3,NA,NA,4,3,3,3,3,3,4,5,3,6,6,5,6,5,3,6,6,5,4,6,4,NA,2,3,2,3,2,NA,3,3,4,4,3,NA,NA,4,4,5,4,5,4,4,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,10,NA,5,1,1,4,NA,2,2,3,2,NA,16,NA,0,3,4,4,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,6,2,5,NA,2,2012,NA,NA,NA
"1:2526","Guatemala",1430,2102,"Jalapa",NA,239,"Rural","Área rural",2,1,"Sur",3,41,1,2,2,18,3,2,2,3,2,4,3,4,NA,2,NA,2,NA,1,1,2,1,2,1,0,0,2,NA,NA,3,1,5,6,NA,NA,NA,7,6,7,7,7,6,7,7,NA,6,6,7,NA,NA,NA,3,3,4,NA,2,NA,NA,7,NA,NA,NA,NA,NA,1,1,1,1,1,6,NA,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,1,1,1,4,2,2,2,2,NA,7,NA,5,2,5,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,6,2,3,NA,1,2012,NA,NA,NA
"1:2527","Guatemala",733,911,"Quetzaltenango",NA,123,"Urbano","Ciudad pequeña",2,1,"Noroccidente",3,22,1,2,1,NA,2,2,2,3,1,4,2,4,NA,1,1,2,NA,2,2,NA,2,NA,2,0,0,2,NA,NA,3,2,7,7,2,4,3,7,4,3,5,5,3,4,4,5,6,5,5,6,6,3,3,3,2,2,3,NA,7,7,7,2,4,4,1,10,5,10,10,10,10,1,1,2,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2,1,2,3,3,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,12,1,2,1,5,3,NA,2,2,3,2,NA,9,NA,0,3,3,2,1,0,1,0,0,0,0,1,1,1,0,1,0,1,5,1,4,NA,1,2012,NA,NA,NA
"1:2528","Guatemala",1173,1504,"Baja Verapaz",NA,196,"Rural","Área rural",2,1,"Nororiente",3,21,1,2,1,NA,2,2,2,2,1,2,4,4,NA,2,7,2,NA,NA,NA,1,2,NA,2,0,0,1,NA,NA,4,NA,5,6,5,NA,NA,7,NA,5,NA,6,6,7,6,NA,NA,4,4,NA,NA,5,1,NA,2,2,2,NA,NA,NA,NA,5,NA,NA,2,6,1,NA,NA,NA,NA,NA,1,1,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,3,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,4,2,2,4,NA,NA,3,NA,1,3,4,4,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,4,1,3,NA,1,2012,NA,NA,NA
"1:2529","Guatemala",639,609,"Santa Rosa",NA,107,"Rural","Área rural",2,1,"Sur",3,69,1,2,1,NA,2,2,2,3,2,4,3,4,NA,2,5,2,NA,1,1,2,2,NA,1,0,0,1,NA,NA,4,2,NA,3,2,3,3,7,7,7,5,5,4,5,4,NA,1,7,4,3,NA,4,3,3,3,1,1,NA,1,7,4,4,4,NA,2,1,1,1,5,1,1,1,1,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,1,1,1,2,NA,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,7,NA,2,2,2,3,NA,2,NA,11,2,5,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,0,3,2,3,NA,1,2012,NA,NA,NA
"1:2530","Guatemala",1405,2101,"Jalapa",NA,235,"Rural","Área rural",2,1,"Sur",2,21,1,2,1,NA,2,2,2,3,1,4,2,4,NA,1,6,2,NA,2,2,2,2,NA,1,0,0,1,NA,NA,4,3,4,3,3,5,4,6,5,6,2,3,2,5,5,4,3,5,3,3,NA,2,2,3,3,2,3,NA,2,5,NA,2,NA,2,2,7,2,7,8,8,7,2,2,1,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,2,1,2,4,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,4,2,2,3,3,NA,5,NA,0,2,5,1,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,6,1,4,NA,1,2012,NA,NA,NA
