folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19e1,p19l1,p19u1,p19e2,p19l2,p19u2,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
721,2016,4,111611,1,2,2,1,25,1,3,3,-1,2,2,2,2,-1,1,1,-1,6,1,1,1,1,5,1,2,-2,3,2,2,2,2,3,3,11,1111,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,9999997,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,151090003,2,30,301930001,2,30,301930001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,4,2,1,2,5000,3,1,1,2500,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48479,4847941464,3,3,1,2,2,2,2,2,2,20,2,1,1,2,48,48479,4847941464,20,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,10,2016,0,0,-3,1,-3,-3,1,14.38063768
722,2016,1,231602,1,1,1,1,42,1,3,2,-1,2,2,2,2,-1,5,1,-1,5,2,1,1,1,5,1,2,-2,2,2,1,2,2,3,3,7,713,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,27,270040001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,9,2,1,3,4500,3,1,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,15,2,1,1,2,48,48215,4821545384,15,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2015,2,2016,0,0,-3,2,2,2,1,9.768093782
722,2016,3,111608,1,1,1,1,32,1,2,4,-1,2,2,2,2,-1,6,1,-1,3,2,1,1,0,5,3,1,1,2,2,1,2,2,3,3,11,1108,2,-2,-2,-2,-2,-2,-2,-2,555,5,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1217001,3,2,-2,1,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,21,210850001,2,19,190390001,2,11,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,4,2,1,3,7000,3,2,1,7000,3,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,-2,4,0,-3,-3,-3,0,3,11,11001,1100150000,4,4,2,1,2,2,2,2,2,12,2,1,1,2,11,11001,1100150000,45,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,1,-5,5,2016,0,0,-3,1,-3,-3,1,13.089069
722,2016,4,111611,1,2,2,1,31,1,2,2,-1,2,2,2,2,-1,1,1,-1,6,2,1,5,1,1,1,2,-2,3,2,2,2,2,3,3,3,301,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,2,-2,-2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,7,71010001,2,27,270020001,2,30,301930001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,2,1000,3,1,1,400,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,1,0,-3,-3,-3,1,1,48,48215,4821545384,5,2,2,2,2,2,2,2,2,13,2,1,1,2,48,48215,4821545384,13,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2016,0,0,-3,1,-3,-3,1,14.38063768
723,2016,1,231602,1,1,1,1,24,1,1,2,-1,2,2,2,2,-1,6,2,2,4,2,2,1,0,5,0,-1,-1,3,2,1,2,2,3,3,9,908,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,421,2,2,2,2,2,2,2,2,2,9,6,95,3,3,722,2,1,1312047,3,2,-2,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,28,280320001,2,28,280320001,2,33,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,17,2,1,3,6000,3,1,1,3000,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,2,-2,4,0,-3,-3,-3,0,4,48,48215,4821545384,5,2,2,2,2,2,2,2,2,19,2,1,1,2,48,48215,4821545384,19,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,9.768093782
723,2016,3,111608,1,1,1,1,19,1,3,2,-1,2,2,2,2,-1,6,2,5,5,5,2,5,0,1,0,-1,-1,3,2,1,2,2,3,3,11,1120,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,263,1,2,2,2,2,2,2,2,2,9,6,30,3,3,811,2,1,1705015,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,7,70090001,2,19,190390001,2,1,3,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,3,2,1,4,200,3,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,-2,2,-2,10,0,-3,-3,-3,0,97,48,48215,4821545384,4,2,2,2,2,2,2,2,2,15,2,1,1,2,48,48215,4821545384,15,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2016,0,0,-3,1,-3,-3,1,13.089069
723,2016,4,111611,1,2,2,1,19,1,3,3,-1,2,2,2,2,-1,6,2,2,10,2,2,7,0,5,0,-1,-1,2,2,1,2,2,3,3,11,1101,1,-2,-2,-2,-2,-2,-2,-2,555,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1217001,3,2,-2,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,300030001,2,9,90100001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,3,8000,3,1,1,4000,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,1,0,-3,-3,-3,1,1,48,48215,4821545384,3,2,2,2,2,2,2,2,2,15,2,2,1,2,48,48215,4821545384,15,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2016,0,0,-3,1,-3,-3,1,14.38063768
724,2016,1,231602,1,1,1,1,39,1,2,2,-1,2,2,2,2,-1,6,1,-1,5,2,2,5,0,5,0,-1,-1,2,2,1,2,1,3,3,8,815,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,1,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,200140001,2,28,280320001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,3,1,2,2500,3,2,1,1500,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,2,3,1,1,2,48,48215,4821545384,2,3,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,1991,2,2016,0,0,-3,2,1,2,1,9.768093782
724,2016,3,111608,1,1,1,1,25,1,2,2,-1,2,2,2,2,-1,6,2,2,4,2,2,1,0,1,0,-1,-1,3,2,2,2,2,3,3,14,1401,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,3000,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,7,70090001,2,28,280320001,2,7,70090001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,-3,1,1,1,1,1,2,2,2,2,1,280330282,14,2,1,1,3500,3,1,1,3000,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-2,2,-2,96,14,3,-4,5,0,14,48,48427,4842763020,4,3,2,2,2,2,2,2,2,16,2,1,1,2,48,48427,4842763020,15,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,5,2016,0,0,-3,1,-3,-3,1,13.089069
724,2016,4,111611,1,2,2,1,26,1,3,3,-1,2,2,2,2,-1,1,1,-1,3,1,1,1,1,1,1,2,-2,2,2,1,2,2,3,3,12,1208,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90030001,2,30,301930001,2,19,190390001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,6,2,1,2,2000,3,1,1,600,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,5,2,2,2,2,2,2,2,2,10,2,1,1,2,48,48215,4821545384,10,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2016,0,0,-3,1,-3,-3,1,14.38063768
725,2016,1,231602,1,1,1,1,22,1,3,2,-1,2,2,2,2,-1,6,2,2,5,4,2,1,0,5,0,-1,-1,1,2,1,2,2,3,3,11,1115,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,1,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,3,1,2,200,3,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,19,2,1,1,2,48,48215,4821545384,19,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,9.768093782
725,2016,4,111611,1,2,2,1,18,1,3,3,-1,2,2,2,2,-1,6,2,2,6,1,2,5,0,5,0,-1,-1,2,2,2,2,2,3,3,5,503,2,-2,-2,-2,-2,-2,-2,-2,555,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,9999997,3,2,-2,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90030001,2,19,190390001,2,19,190390001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,3,8000,3,1,1,4000,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,99997,9999999997,3,4,1,1,2,2,2,2,2,12,2,1,1,2,48,99997,9999999997,12,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2016,0,0,-3,1,-3,-3,1,14.38063768
726,2016,1,231602,1,1,1,1,22,1,3,2,-1,2,2,2,2,-1,6,2,2,4,3,2,1,0,5,0,-1,-1,2,2,1,2,2,3,3,12,1217,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,1,2,-2,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,9,90030001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,4,2,1,3,8000,3,2,1,4000,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,6,0,-3,-3,-3,0,6,48,48215,4821545384,3,2,2,2,2,2,2,2,2,25,2,1,1,2,48,48215,4821545384,25,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,9.768093782
726,2016,4,111611,1,2,2,1,21,1,3,3,-1,2,2,2,2,-1,6,2,2,5,2,2,1,0,5,0,-1,-1,2,2,1,2,2,3,3,4,402,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,30,300030001,2,19,190390001,2,2,3,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,3,8000,3,1,1,4000,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,5,2,2,2,2,2,2,2,2,14,2,1,1,2,48,48215,4821545384,14,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2016,0,0,-3,1,-3,-3,1,14.38063768
729,2016,2,111605,1,1,1,1,28,1,6,1,1,2,2,2,2,-1,6,2,2,15,3,2,1,0,5,0,-1,-1,2,2,1,2,2,3,3,8,805,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,7500,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,70520001,2,9,90150001,2,28,280320001,2,1,3,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,2,7500,3,1,1,7500,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,6,6037,603700394,4,2,2,2,2,2,2,2,2,1,4,1,1,2,6,6037,603700394,1,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,10.78672948
730,2016,2,111605,1,1,1,1,19,1,3,2,-1,2,2,2,2,-1,6,2,2,4,2,2,3,0,5,0,-1,-1,2,2,1,2,2,3,3,9,903,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,4500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70190001,2,9,90140001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,3,2,1,2,4500,3,1,1,4500,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48225,4822517744,4,2,2,2,2,2,2,2,2,1,4,1,1,1,48,48225,4822517744,1,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,10.78672948
731,2016,2,111605,1,1,1,1,19,1,3,3,-1,2,2,2,2,-1,6,2,2,3,1,2,5,0,1,0,-1,-1,2,2,1,2,2,3,3,8,805,2,-2,-2,-2,-2,-2,-2,-2,555,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1217001,3,2,-2,1,4400,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,30,302040001,2,28,280320001,2,28,280320001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,12,2,1,2,4400,3,1,1,4400,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,2,4,1,1,1,48,48215,4821545384,2,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2016,0,0,-3,1,-3,-3,1,10.78672948
732,2016,2,111605,1,1,1,1,36,1,3,2,-1,2,2,2,2,-1,5,2,1,4,2,2,1,1,1,1,2,-2,2,2,1,2,2,3,3,1,112,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,2500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70650001,2,9,90100001,2,28,280320001,2,5,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,7,2,1,2,2500,3,1,1,2500,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,1,4,1,1,2,48,48215,4821545384,1,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,10.78672948
733,2016,2,111605,1,1,1,1,29,1,3,2,-1,2,2,2,2,-1,6,2,2,4,2,2,1,0,5,3,1,2,2,2,1,2,2,3,5,-3,-3,-3,-3,-3,-3,-3,49,49005,4900537390,14,4,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1217001,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90030001,2,19,190050001,2,21,211150009,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,2,1,2,300,3,1,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,49,49005,4900537390,4,2,2,2,2,2,2,2,2,6,4,1,1,2,49,49005,4900537390,14,5,1,922,8,6,22,3,1,238,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2002,0,0,-3,1,-3,-3,1,10.78672948
734,2016,2,111605,1,1,1,1,25,1,1,4,-1,2,2,2,2,-1,6,2,2,5,2,2,1,0,5,0,-1,-1,2,2,1,2,2,3,3,5,508,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,2000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70610001,2,24,240050001,2,15,151090003,2,8,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,2,1,2,2000,3,1,1,2000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,8,8001,800103455,4,2,2,2,2,2,2,2,2,1,4,1,1,2,8,8001,800103455,1,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,10.78672948
735,2016,2,111605,1,1,1,1,40,1,0,0,2,2,2,2,2,-1,6,2,2,5,2,2,1,0,5,1,2,-2,2,2,1,2,2,3,3,4,431,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70340001,2,9,90050001,2,21,210010001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,269999999,5,2,1,2,3000,3,1,1,3000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,2,4,1,1,1,48,48215,4821545384,2,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,10.78672948
