folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
1254,2017,1,211703,1,1,1,1,20,1,3,2,-2,2,2,2,2,-3,6,2,2,3,1,2,1,0,1,1,2,-7,2,2,1,2,2,3,3,2,213,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70750001,2,28,280030001,2,30,300030001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,50250001,5,2,1,2,1,1500,3,7,2,1500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,1,1,2,48,48215,4821545384,4,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2016,0,0,-51,1,-52,-52,1,12.56494998
1255,2017,1,211703,1,1,1,1,25,1,2,3,-2,2,2,2,2,-3,6,2,2,3,1,2,3,0,5,5,1,1,2,2,1,2,2,3,3,5,503,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,7500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70780001,2,9,90030001,2,7,70890001,2,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,1,2,1,3,1,7500,3,1,1,7500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48225,4822517744,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,1,1,4,48,48225,4822517744,3,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,99,2017,0,0,-51,1,-52,-52,1,12.56494998
1256,2017,1,211703,1,1,1,1,27,1,2,3,-2,2,2,2,2,-3,5,2,1,5,1,2,1,1,1,1,2,-7,2,2,1,2,2,3,3,1,107,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,7,70150001,2,19,190390001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,4000,3,1,1,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,12.56494998
1257,2017,1,211703,1,1,1,1,31,1,3,2,-2,2,2,2,2,-3,5,2,1,5,2,2,1,1,1,1,2,-7,2,2,1,2,2,3,3,2,203,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,2,-20,-20,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,120500001,2,28,280320001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,4,2,-29,-29,-29,-29,500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,12.56494998
1258,2017,1,211703,1,1,1,1,18,1,2,3,-2,2,2,2,2,-3,6,2,2,2,1,2,1,0,5,0,-6,-6,2,2,1,2,2,3,3,2,210,2,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,4,96,1,1312047,3,2,-19,1,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70690001,2,28,280320001,2,28,280320001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,2,1,3,1,3500,3,1,1,3500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,1,1,2,48,48215,4821545384,3,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,12.56494998
1259,2017,1,211703,1,1,1,1,20,1,1,2,-2,2,2,2,2,-3,1,2,1,3,1,2,1,1,5,1,2,-7,2,2,1,2,2,3,3,11,1115,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,90060001,2,28,280320001,2,28,280320001,2,4,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,3,1,4000,3,1,1,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,2,1,1,2,4,48,48215,4821545384,25,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,12.56494998
1260,2017,1,211703,1,1,1,1,31,1,2,2,-2,2,2,2,2,-3,1,2,1,2,1,2,1,1,1,0,-6,-6,2,2,1,2,2,3,3,1,108,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,2000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,19,190390001,2,28,280320001,2,10,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,3,1,2000,3,1,1,2000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,12.56494998
1262,2017,1,241703,1,1,1,1,37,1,1,3,-2,2,2,2,1,1,3,1,-4,1,-5,-5,1,0,5,5,1,2,4,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,36,36059,3605979444,18,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,3,96,1,1705016,3,2,-19,1,99999,99,2,2,2,2,2,2,2,2,98,98,98,98,98,98,98,999999998,98,98,999999998,98,98,999999998,98,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,13.29959424
1263,2017,1,241703,1,1,1,1,35,1,1,4,-2,2,2,2,1,1,6,1,-4,1,-5,-5,5,0,1,0,-6,-6,1,2,1,2,1,3,5,-10,-10,-10,-10,-10,-10,-10,8,8005,800504000,10,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,9999997,3,2,-19,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,28,280270001,2,28,280270001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,2,2,1,3,1,9000,3,6,2,9000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,2,-31,2,-32,15,0,-34,-34,-34,0,15,8,8005,800504000,1,6,4,1,1,1,2,1,1,3,1,1,2,2,2,1,2,3,3,2,1,2,2,8,8005,800504000,10,5,1,712,9,6,17,3,1,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,6,2006,0,0,-51,1,-52,-52,1,13.29959424
1264,2017,1,241703,1,1,1,1,27,1,3,2,-2,2,2,2,2,-3,5,2,1,4,2,2,1,3,3,3,1,2,2,2,2,2,2,3,3,6,617,2,-12,-12,-12,-12,-12,-12,-12,1,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,4,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90100001,2,19,190390001,2,26,260700001,1,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260700001,2,2,1,6,1,5500,3,4,3,5500,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,4,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,4,4021,402144410,4,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,6,4,1,1,1,2,4,4021,402144410,6,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,5,4,2006,10,2016,0,0,-51,4,1,2,1,13.29959424
1265,2017,1,241703,1,1,1,1,43,1,3,3,-2,2,2,2,1,2,2,2,2,5,3,2,1,0,5,5,1,2,1,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,6,6037,603784410,16,4,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,2,-20,-20,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,20040001,2,26,260700001,1,26,260020001,2,15,2,2,1,2,2004,20041624,2,712,238,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260020001,3,2,1,3,1,3000,3,4,3,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,-32,60,7,3,-35,1,0,58,6,6037,603784410,7,6,4,1,1,1,2,1,1,3,1,1,2,2,2,2,2,2,4,1,1,2,4,6,6037,603784410,16,5,1,510,13,6,1500,3,3,722,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,1992,2,2001,0,0,-51,2,1,2,1,13.29959424
1266,2017,1,241703,1,1,1,1,36,1,4,1,1,2,2,2,2,-3,5,1,-4,5,1,1,1,2,5,2,3,-7,2,2,1,2,2,3,4,-9,-9,-9,26,26070,260700001,1,-13,-13,-13,17,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1217001,3,2,-19,2,-20,-20,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,26,260700001,1,26,260700001,1,17,5,1,-21,26,26070,260700001,1,621,114,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,1,2,2,2,2,1,260700001,17,5,1,4,2,-29,-29,-29,-29,600,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,-32,4,0,-34,-34,-34,0,0,4,4021,402144410,4,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,5,1,1,2,2,4,4021,402144410,3,5,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,20,1998,2009,1,2,4,2,1999,3,2014,0,0,-51,4,1,2,1,13.29959424
1267,2017,1,241703,1,1,1,1,24,1,4,1,1,2,2,2,2,-3,6,1,-4,1,-5,-5,0,0,5,0,-6,-6,3,2,2,2,2,3,3,1,108,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1705015,3,2,-19,2,-20,-20,1,1,2,2,2,2,2,2,2,2,2,2,2,2,27,270170001,2,26,260700001,1,26,260700001,1,2,4,1,-21,26,26070,260700001,1,611,111,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,2,2,2,2,1,260040001,1,1,1,6,2,-29,-29,-29,-29,1000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,1,0,-34,-34,-34,1,0,4,4021,402144410,5,1,4,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,4,1,2,2,2,4,4021,402144410,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,0,-49,-49,-49,-49,0,-51,2,1,2,1,13.29959424
1268,2017,1,241703,1,1,1,1,41,1,6,1,1,2,2,2,2,-3,6,2,2,2,0,2,1,0,3,3,1,1,2,2,2,2,2,3,3,6,601,2,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,4,1,1,1217001,3,2,-19,2,-20,-20,1,1,2,2,2,2,2,2,2,2,2,2,2,2,97,999999997,97,97,999999997,97,28,280320001,2,8,2,1,-21,26,26070,260700001,1,712,236,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,2,2,2,2,1,260700001,8,4,1,2,2,-29,-29,-29,-29,5000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,-32,5,0,-34,-34,-34,0,0,4,4021,402110530,5,1,3,1,1,1,2,1,1,3,1,2,2,2,2,2,2,3,4,1,1,2,4,4,4021,402110530,3,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,1,-50,12,2016,0,0,-51,2,1,2,1,13.29959424
1269,2017,1,241703,1,1,1,1,37,1,1,3,-2,2,2,2,2,-3,1,1,-4,2,2,2,1,3,3,5,1,1,2,2,1,2,1,3,5,-10,-10,-10,-10,-10,-10,-10,11,11001,1100150000,4,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,320560001,2,5,50330001,2,5,50330001,2,2,4,1,-21,5,5035,50350001,2,751,311,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-24,-25,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,50250001,22,2,1,3,1,4000,3,4,3,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,11,11001,1100150000,1,4,4,1,1,1,2,1,1,3,2,2,2,2,2,2,2,7,4,2,2,1,2,11,11001,1100150000,4,5,1,712,10,6,350,3,2,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2012,0,0,-51,1,-52,-52,1,13.29959424
1270,2017,1,241703,1,1,1,1,36,1,3,2,-2,2,2,2,1,2,6,1,-4,1,-5,-5,3,0,3,3,1,2,2,2,1,2,1,3,5,-10,-10,-10,-10,-10,-10,-10,48,48201,4820135000,20,4,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,3,96,1,1217001,3,2,-19,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97,999999997,97,97,999999997,97,97,999999997,97,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,999999997,10,2,1,3,1,99999,99,6,1,99999,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,2,-31,2,-32,20,1,3,-35,4,0,0,48,48201,4820135000,4,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,9,4,2,2,1,2,48,48201,4820135000,20,5,1,712,24,6,900,3,3,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,6,1996,0,0,-51,1,-52,-52,1,13.29959424
1273,2017,1,241703,1,1,1,1,24,1,2,3,-2,2,2,2,2,-3,6,2,2,2,2,1,1,0,5,0,-6,-6,2,2,1,2,2,3,3,6,613,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,751,6,1,2,2,2,2,2,2,2,8,6,300,3,5,722,2,1,96,1,1705015,1,2,-19,1,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70120001,2,27,270040001,2,28,280250001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280330282,5,2,1,3,1,7000,3,6,2,3500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,50,20,3,-35,5,0,4,48,99997,9999999997,4,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,4,1,1,2,4,48,99997,9999999997,3,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,13.29959424
1274,2017,1,241703,1,1,1,1,26,1,3,4,-2,2,2,2,1,4,6,1,-4,1,-5,-5,5,0,5,0,-6,-6,1,2,1,2,2,3,3,6,607,2,-12,-12,-12,-12,-12,-12,-12,555,5,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,3,4,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,210130001,2,15,151000017,1,24,240160001,2,17,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,50250001,2,2,1,4,2,-29,-29,-29,-29,4000,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,2,1,3,-35,1,1,2,48,48141,4814124000,5,1,4,1,2,2,1,1,1,2,2,2,2,2,2,2,2,10,2,1,1,1,2,48,48141,4814124000,10,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,7,2016,0,0,-51,1,-52,-52,1,13.29959424
1275,2017,1,241703,1,1,1,1,28,1,2,4,-2,2,2,2,1,3,6,1,-4,3,2,1,1,0,5,3,1,2,2,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,51,51710,5171057000,2,4,1,-14,1,-16,263,1,2,2,2,2,2,2,2,2,12,6,99999,99,99,811,2,1,96,1,1705099,1,2,-19,1,4500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,21,211140001,2,28,280320001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,8500,3,6,2,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,51,51710,5171057000,4,1,4,1,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,1,1,2,4,51,51710,5171057000,2,5,-38,-38,-38,-38,-38,-38,-38,-38,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,4,2015,0,0,-51,1,-52,-52,1,13.29959424
