,year,sex,age,read_write,head_house,home_dept,mex_port,trans_crossm,coyote_usd,trans_crossu,reason,fellow_trav,country,deported,first_citynew,second_citynew,long_citynew,us_entrynew,mex_port_lat,mex_port_long,us_entry_lat,us_entry_long,firstcity_lat,firstcity_long,secondcity_lat,secondcity_long,longcity_lat,longcity_long
0,2017,Hombre,47,Sí,Sí,Choluteca,"Cuauhtémoc, Chiapas",Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Ninguno (caminando o nadando),Buscar trabajo,Ninguna,El Salvador,USA,"Heróica Puebla de Zaragoza , Puebla","San Luis Potosí , San Luis Potosí","Monterrey , Nuevo León","Nuevo Laredo , Tamaulipas",15.665483,-92.003579,27.41546,-99.541843,16.2371385,-93.8986279,19.173773,-96.1342241,16.2371385,-93.8986279
1,2017,Hombre,19,Sí,No,Francisco Morazán,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,2500,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,5,El Salvador,USA,"Reynosa , Tamaulipas","Tapachula de Córdova y Ordóñez , Chiapas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,17.989456,-92.9475061,16.2371385,-93.8986279,19.173773,-96.1342241
2,2017,Hombre,18,Sí,No,Francisco Morazán,"Cuauhtémoc, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2,El Salvador,USA,"Heróica Puebla de Zaragoza , Puebla","Monterrey , Nuevo León","Heróica Puebla de Zaragoza , Puebla","Nuevo Laredo , Tamaulipas",15.665483,-92.003579,27.41546,-99.541843,22.1564699,-100.9855409,15.9655555,-95.72583329999999,16.7516009,-93.1029939
3,2017,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,3000,"Balsas (cámaras de llanta, tambos, maderos)",Estudiar,6,El Salvador,USA,"Benito Juárez , Distrito Federal","Tapachula de Córdova y Ordóñez , Chiapas","Monterrey , Nuevo León","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.6796279,-92.1525959,16.5611267,-95.0963141,16.2371385,-93.8986279
4,2017,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,"Cuauhtémoc, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna,El Salvador,USA,"Tapachula de Córdova y Ordóñez , Chiapas","Monterrey , Nuevo León","Reynosa , Tamaulipas","Reynosa , Tamaulipas",15.665483,-92.003579,25.836636,-98.370859,14.9055599,-92.26342059999999,14.9055599,-92.26342059999999,16.5611267,-95.0963141
5,2017,Hombre,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Copan,"Ciudad Hidalgo, Chiapas",Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna,El Salvador,USA,"Chiapa de Corzo , Chiapas","Tierra Blanca , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.5611267,-95.0963141,16.5611267,-95.0963141,16.5611267,-95.0963141
6,2017,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,"Cuauhtémoc, Chiapas",Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,4,El Salvador,USA,"Arriaga , Chiapas","Reynosa , Tamaulipas","Veracruz , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas",15.665483,-92.003579,25.836636,-98.370859,14.9055599,-92.26342059999999,17.949192,-94.91459739999999,14.9055599,-92.26342059999999
7,2017,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Francisco Morazán,"Cuauhtémoc, Chiapas",Autobús o camioneta,800,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,16,El Salvador,USA,"Veracruz , Veracruz de Ignacio de la Llave","Monterrey , Nuevo León","Monterrey , Nuevo León","Reynosa , Tamaulipas",15.665483,-92.003579,25.836636,-98.370859,16.2371385,-93.8986279,14.9055599,-92.26342059999999,22.1564699,-100.9855409
8,2017,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,8500,"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,Ninguna,El Salvador,USA,"Arriaga , Chiapas","Veracruz , Veracruz de Ignacio de la Llave","Veracruz , Veracruz de Ignacio de la Llave","Heroica Matamoros , Tamaulipas",14.679726,-92.150326,25.554056,-97.491149,16.2299602,-92.1155691,16.7516009,-93.1029939,16.2299602,-92.1155691
9,2017,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Islas de la Bahía,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,6,El Salvador,USA,"Tapachula de Córdova y Ordóñez , Chiapas","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,16.7106573,-92.4534661,16.7106573,-92.4534661
10,2017,Hombre,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Colón,"El Ceibo, Tabasco",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Arriaga , Chiapas","Heróica Puebla de Zaragoza , Puebla","Zacatlán , Puebla","Reynosa , Tamaulipas",17.261546,-90.994378,25.836636,-98.370859,14.9055599,-92.26342059999999,15.137663,-92.46591889999999,14.9055599,-92.26342059999999
11,2017,Hombre,26,Sí,Sí,Francisco Morazán,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Veracruz , Veracruz de Ignacio de la Llave","Álvaro Obregón , Distrito Federal","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,15.6604331,-92.1425385,19.711382,-98.45407,19.711382,-98.45407
12,2017,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Veracruz , Veracruz de Ignacio de la Llave","Heróica Puebla de Zaragoza , Puebla","Monterrey , Nuevo León","Sonoyta , Sonora",14.679726,-92.150326,31.863444,-112.849739,20.4536351,-101.5269589,16.5515667,-94.9458806,16.5515667,-94.9458806
13,2017,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,Automóvil particular,Trabajar,Ninguna,El Salvador,USA,"Veracruz , Veracruz de Ignacio de la Llave","Coyoacán , Distrito Federal","Monterrey , Nuevo León","Miguel Alemán , Brecha 124 entre Kilómetro 15 y 16 Norte , Tamaulipas",14.679726,-92.150326,26.03106,-98.289915,16.7021616,-93.0081378,20.5279612,-100.8112885,20.5279612,-100.8112885
14,2017,Hombre,19,Sí,No,Colón,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,3000,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Cancún , Quintana Roo","Monterrey , Nuevo León","Monterrey , Nuevo León","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,15.137663,-92.46591889999999,15.137663,-92.46591889999999
15,2017,Hombre,37,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,2500,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Las Rosas , Chiapas","Coyoacán , Distrito Federal","Coyoacán , Distrito Federal","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,19.173773,-96.1342241,19.173773,-96.1342241
16,2017,Hombre,27,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,8000,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Chiapa de Corzo , Chiapas","Iztacalco , Distrito Federal","Iztacalco , Distrito Federal","Juárez , Chihuahua",14.679726,-92.150326,31.452227,-106.449726,16.7516009,-93.1029939,15.137663,-92.46591889999999,15.137663,-92.46591889999999
17,2017,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Palenque , Chiapas","Agua Dulce , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,16.7516009,-93.1029939,16.7516009,-93.1029939
18,2017,Hombre,54,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,3000,Automóvil particular,Reunirse con familiares,Ninguna,El Salvador,USA,"Casa Blanca , Puebla","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,19.3794059,-99.15914459999999,27.4779362,-99.549573
19,2017,Hombre,20,Sí,No,Cortés,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,2500,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Huixtla , Chiapas","Abasolo , Guanajuato","Coyoacán , Distrito Federal","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,16.5611267,-95.0963141,16.5611267,-95.0963141
20,2017,Hombre,24,Sí,Sí,Islas de la Bahía,"Cuauhtémoc, Chiapas",Automóvil/Motocicleta particular,4000,Ninguno (caminando o nadando),Buscar trabajo,10,El Salvador,USA,"Chiapa de Corzo , Chiapas","Villahermosa , Tabasco","Monterrey , Nuevo León","Nuevo Laredo , Tamaulipas",15.665483,-92.003579,27.41546,-99.541843,15.137663,-92.46591889999999,19.3437444,-99.1561883,19.3437444,-99.1561883
21,2017,Hombre,32,Sí,Sí,Comayagua,"Ciudad Hidalgo, Chiapas","Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna,El Salvador,USA,"Arriaga , Chiapas","Ciudad Ixtepec , Oaxaca","Álvaro Obregón , Distrito Federal","Heroica Matamoros , Tamaulipas",14.679726,-92.150326,25.554056,-97.491149,16.7021616,-93.0081378,26.0508406,-98.29789509999999,26.0508406,-98.29789509999999
22,2017,Hombre,23,Sí,Sí,Cortés,"Carmen Xhán, Chiapas",Ninguno (caminando o nadando),9500,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,12,El Salvador,USA,"Arriaga , Chiapas","Reynosa , Tamaulipas","Monterrey , Nuevo León","Reynosa , Tamaulipas",16.043086,-91.755012,25.836636,-98.370859,15.137663,-92.46591889999999,25.6866142,-100.3161126,25.6866142,-100.3161126
23,2017,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Ninguno (caminando o nadando),Buscar trabajo,10,El Salvador,USA,"Veracruz , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,17.949192,-94.91459739999999,17.949192,-94.91459739999999,17.949192,-94.91459739999999
24,2017,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,3500,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,15,El Salvador,USA,"Tuxtla Gutiérrez , Chiapas","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.2371385,-93.8986279,17.949192,-94.91459739999999,17.949192,-94.91459739999999
25,2017,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Intubucá,"Carmen Xhán, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Ninguno (caminando o nadando),Buscar trabajo,10,El Salvador,USA,"Tapachula de Córdova y Ordóñez , Chiapas","Reynosa , Tamaulipas","Veracruz , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas",16.043086,-91.755012,25.836636,-98.370859,16.2371385,-93.8986279,17.949192,-94.91459739999999,17.949192,-94.91459739999999
26,2017,Hombre,37,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Atlántida,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna,El Salvador,USA,"Reynosa , Tamaulipas","Monterrey , Nuevo León","Monterrey , Nuevo León","Miguel Alemán , Brecha 124 entre Kilómetro 15 y 16 Norte , Tamaulipas",14.679726,-92.150326,26.03106,-98.289915,17.5229209,-91.9872616,19.173773,-96.1342241,17.949192,-94.91459739999999
27,2017,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,"Carmen Xhán, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,5,El Salvador,USA,"Tapachula de Córdova y Ordóñez , Chiapas","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",16.043086,-91.755012,25.836636,-98.370859,14.9055599,-92.26342059999999,16.2371385,-93.8986279,16.2371385,-93.8986279
28,2017,Hombre,22,Sí,No,Gracias a Dios,"Carmen Xhán, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,5,El Salvador,USA,"Casa Blanca , Puebla","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",16.043086,-91.755012,25.836636,-98.370859,16.7021616,-93.0081378,16.7516009,-93.1029939,17.949192,-94.91459739999999
29,2017,Mujer,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,"Cuauhtémoc, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Reunirse con familiares,Ninguna,El Salvador,USA,"Coyoacán , Distrito Federal","Monterrey , Nuevo León","Chiapa de Corzo , Chiapas","Piedras Negras , Coahuila de Zaragoza",15.665483,-92.003579,28.70196,-100.521922,19.0414398,-98.2062727,25.6866142,-100.3161126,25.6866142,-100.3161126
30,2017,Mujer,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,3,El Salvador,USA,"Heróica Puebla de Zaragoza , Puebla","Tonalá , Chiapas","Heróica Puebla de Zaragoza , Puebla","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.7516009,-93.1029939,16.2371385,-93.8986279,16.7516009,-93.1029939
31,2017,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,"El Martillo, Tabasco",Autobús o camioneta,3500,"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,4,El Salvador,USA,"Chiapa de Corzo , Chiapas","Acayucan , Veracruz de Ignacio de la Llave","Villahermosa , Tabasco","Reynosa , Tamaulipas",17.278333,-91.021111,25.836636,-98.370859,17.949192,-94.91459739999999,16.2371385,-93.8986279,17.949192,-94.91459739999999
33,2017,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Intubucá,"Frontera Corozal, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,5,El Salvador,USA,"Acayucan , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",16.814734,-90.884703,25.836636,-98.370859,14.9055599,-92.26342059999999,15.137663,-92.46591889999999,14.9055599,-92.26342059999999
34,2017,Hombre,36,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,"Talismán, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna,El Salvador,USA,"Tapachula de Córdova y Ordóñez , Chiapas","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.962768,-92.148176,25.836636,-98.370859,14.9055599,-92.26342059999999,15.137663,-92.46591889999999,15.3691977,-92.2458096
35,2017,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,3,El Salvador,USA,"Arriaga , Chiapas","Veracruz , Veracruz de Ignacio de la Llave","Veracruz , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.7516009,-93.1029939,15.137663,-92.46591889999999,15.137663,-92.46591889999999
36,2017,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,3,El Salvador,USA,"Ciudad Ixtepec , Oaxaca","Álvaro Obregón , Distrito Federal","Álvaro Obregón , Distrito Federal","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.2371385,-93.8986279,16.2371385,-93.8986279,16.2371385,-93.8986279
37,2017,Hombre,44,Sí,Sí,Islas de la Bahía,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Automóvil particular,Trabajar,4,El Salvador,USA,"Heróica Puebla de Zaragoza , Puebla","Monterrey , Nuevo León","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.2371385,-93.8986279,15.137663,-92.46591889999999,15.137663,-92.46591889999999
38,2017,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Lancha o embarcación en el río,Trabajar,Ninguna,El Salvador,USA,"Arriaga , Chiapas","Álvaro Obregón , Distrito Federal","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.2371385,-93.8986279,16.2371385,-93.8986279,16.2371385,-93.8986279
39,2017,Mujer,43,Sí,No,Atlántida,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,1,El Salvador,USA,"Monterrey , Nuevo León","Coyoacán , Distrito Federal","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.7516009,-93.1029939,17.949192,-94.91459739999999,17.949192,-94.91459739999999
40,2017,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Coyoacán , Distrito Federal","Acayucan , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,19.3437444,-99.1561883,25.6866142,-100.3161126,25.6866142,-100.3161126
41,2017,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Arriaga , Chiapas","Coyoacán , Distrito Federal","Monterrey , Nuevo León","Miguel Alemán , Brecha 124 entre Kilómetro 15 y 16 Norte , Tamaulipas",14.679726,-92.150326,26.03106,-98.289915,16.7516009,-93.1029939,17.949192,-94.91459739999999,17.949192,-94.91459739999999
42,2017,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,"Carmen Xhán, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Reynosa , Tamaulipas","Coyoacán , Distrito Federal","Reynosa , Tamaulipas","Reynosa , Tamaulipas",16.043086,-91.755012,25.836636,-98.370859,14.9055599,-92.26342059999999,16.7516009,-93.1029939,16.7516009,-93.1029939
43,2017,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Ocotepeque,"El Ceibo, Tabasco",Autobús o camioneta,4500,Ninguno (caminando o nadando),Trabajar,1,El Salvador,USA,"Tenosique de Pino Suárez , Tabasco","Benito Juárez , Distrito Federal","Monterrey , Nuevo León","Miguel Alemán , Brecha 124 entre Kilómetro 15 y 16 Norte , Tamaulipas",17.261546,-90.994378,26.03106,-98.289915,14.9055599,-92.26342059999999,16.5611267,-95.0963141,16.5611267,-95.0963141
44,2017,Mujer,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,"Carmen Xhán, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,10,El Salvador,USA,"Tuxtla Gutiérrez , Chiapas","Acayucan , Veracruz de Ignacio de la Llave","Reynosa , Tamaulipas","Reynosa , Tamaulipas",16.043086,-91.755012,25.836636,-98.370859,14.9055599,-92.26342059999999,16.2371385,-93.8986279,16.2371385,-93.8986279
45,2017,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,"Carmen Xhán, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Tuxtla Gutiérrez , Chiapas","Coyoacán , Distrito Federal","Monterrey , Nuevo León","Miguel Alemán , Brecha 124 entre Kilómetro 15 y 16 Norte , Tamaulipas",16.043086,-91.755012,26.03106,-98.289915,15.6604331,-92.1425385,17.949192,-94.91459739999999,17.949192,-94.91459739999999
46,2017,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Tuxtla Gutiérrez , Chiapas","Monterrey , Nuevo León","Cancún , Quintana Roo","Nuevo Laredo , Tamaulipas",14.679726,-92.150326,27.41546,-99.541843,14.9055599,-92.26342059999999,16.2371385,-93.8986279,16.2371385,-93.8986279
47,2017,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4500,Ninguno (caminando o nadando),Trabajar,Ninguna,El Salvador,USA,"Tuxtla Gutiérrez , Chiapas","Coyoacán , Distrito Federal","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,14.9055599,-92.26342059999999,17.949192,-94.91459739999999,17.949192,-94.91459739999999
48,2017,Mujer,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4500,Ninguno (caminando o nadando),Trabajar,1,El Salvador,USA,"Chiapa de Corzo , Chiapas","Monterrey , Nuevo León","Tuxtla Gutiérrez , Chiapas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.7021616,-93.0081378,17.949192,-94.91459739999999,17.949192,-94.91459739999999
49,2017,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,"Cuauhtémoc, Chiapas",Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Mapastepec , Chiapas","Iztacalco , Distrito Federal","Cárdenas , San Luis Potosí","Piedras Negras , Coahuila de Zaragoza",15.665483,-92.003579,28.70196,-100.521922,17.5229209,-91.9872616,18.5333932,-92.64605859999999,17.8081844,-91.53568489999999
50,2017,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,4000,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Reforma , Chiapas","Reynosa , Tamaulipas","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,16.9087258,-92.0943351,17.989456,-92.9475061,18.0012067,-93.37323390000002
51,2017,Mujer,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,5000,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Tuxtla Gutiérrez , Chiapas","Cerro Azul , Veracruz de Ignacio de la Llave","Ciudad Miguel Alemán , Tamaulipas","Miguel Alemán , Brecha 124 entre Kilómetro 15 y 16 Norte , Tamaulipas",14.679726,-92.150326,26.03106,-98.289915,16.7021616,-93.0081378,25.6866142,-100.3161126,25.6866142,-100.3161126
52,2017,Mujer,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,"Cuauhtémoc, Chiapas",Autobús o camioneta,2500,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Pijijiapan , Chiapas","Monterrey , Nuevo León","Reynosa , Tamaulipas","Piedras Negras , Coahuila de Zaragoza",15.665483,-92.003579,28.70196,-100.521922,16.3607767,-92.36729059999999,15.6851709,-93.2122536,15.6851709,-93.2122536
53,2017,Mujer,44,Sí,No,La Paz,"Ciudad Hidalgo, Chiapas",Autobús o camioneta,3000,Automóvil particular,Buscar trabajo,Ninguna,El Salvador,USA,"Mapastepec , Chiapas","Cárdenas , Tabasco","Reynosa , Tamaulipas","Reynosa , Tamaulipas",14.679726,-92.150326,25.836636,-98.370859,15.137663,-92.46591889999999,19.3437444,-99.1561883,19.3437444,-99.1561883
